scenario,vdd_v,trajectory_kind,transition_index,transition_type,old_M,new_M,old_F,new_F,quiet_window_start_s,quiet_window_end_s,quiet_xor_v,quiet_medium_v,quiet_ck_v,configuration_ck_edge_count,status,reason
0p80_normal,0.8,paired_coarse_bounded_fine_branches,29,branch_fine_reset,7,7,4,3,3.6770000000000094e-07,3.6920000000000095e-07,1.035280267e-05,0.0001988871274,-2.379299303e-05,0,PASS,
0p80_normal,0.8,paired_coarse_bounded_fine_branches,30,branch_fine_reset,7,7,3,2,3.75410000000001e-07,3.76910000000001e-07,9.475539749e-06,0.0001738285843,-2.415786448e-05,0,PASS,
0p80_normal,0.8,paired_coarse_bounded_fine_branches,31,branch_fine_reset,7,7,2,1,3.8312000000000106e-07,3.8462000000000107e-07,9.689184092e-06,0.0001783674437,-2.265840562e-05,0,PASS,
0p80_normal,0.8,paired_coarse_bounded_fine_branches,32,branch_fine_reset,7,7,1,0,3.908300000000011e-07,3.9233000000000113e-07,4.116746765e-06,0.0001778845467,-2.340263632e-05,0,PASS,
0p80_normal,0.8,paired_coarse_bounded_fine_branches,33,fine_branch_entry,7,8,0,0,3.985400000000012e-07,4.000400000000012e-07,3.070624049e-06,1.318238332e-06,-3.916709978e-07,0,PASS,
0p80_normal,0.8,paired_coarse_bounded_fine_branches,34,fine_increment,8,8,0,1,4.124500000000013e-07,4.139500000000013e-07,6.772742527e-06,0.0001785493015,0.03497513941,0,PASS,
0p80_normal,0.8,paired_coarse_bounded_fine_branches,35,fine_increment,8,8,1,2,4.263600000000014e-07,4.278600000000014e-07,1.216422998e-05,0.0001969067174,0.03459028324,0,PASS,
0p80_normal,0.8,paired_coarse_bounded_fine_branches,36,fine_increment,8,8,2,3,4.402700000000015e-07,4.417700000000015e-07,7.050732285e-06,0.000168686683,0.03356476101,0,PASS,
0p80_normal,0.8,paired_coarse_bounded_fine_branches,37,fine_increment,8,8,3,4,4.541800000000016e-07,4.556800000000016e-07,1.068771395e-05,0.0001883059124,0.03273584178,0,PASS,
0p80_normal,0.8,paired_coarse_bounded_fine_branches,38,fine_increment,8,8,4,5,4.680900000000017e-07,4.695900000000017e-07,1.729793381e-05,0.0001830029416,0.03234240359,0,PASS,
0p80_normal,0.8,paired_coarse_bounded_fine_branches,39,fine_increment,8,8,5,6,4.820000000000017e-07,4.835000000000017e-07,4.992399608e-06,0.0001605547976,0.03143665344,0,PASS,
0p80_normal,0.8,paired_coarse_bounded_fine_branches,40,fine_increment,8,8,6,7,4.959100000000015e-07,4.974100000000015e-07,9.656687848e-06,0.0001806861077,0.0308596311,0,PASS,
0p80_normal,0.8,paired_coarse_bounded_fine_branches,41,fine_increment,8,8,7,8,5.098200000000014e-07,5.113200000000014e-07,5.39004095e-06,0.0001554291804,0.03017486199,0,PASS,
0p80_normal,0.8,paired_coarse_bounded_fine_branches,42,fine_increment,8,8,8,9,5.237300000000012e-07,5.252300000000012e-07,9.433965922e-06,0.0001745006167,0.02950421521,0,PASS,
0p80_normal,0.8,paired_coarse_bounded_fine_branches,43,fine_increment,8,8,9,10,5.37640000000001e-07,5.391400000000011e-07,1.240397512e-05,0.0001701831934,0.02919486286,0,PASS,
0p80_normal,0.8,paired_coarse_bounded_fine_branches,44,branch_fine_reset,8,8,10,9,5.515500000000009e-07,5.530500000000009e-07,9.091087447e-06,0.0001804795555,-1.493959601e-05,0,PASS,
0p80_normal,0.8,paired_coarse_bounded_fine_branches,45,branch_fine_reset,8,8,9,8,5.592600000000008e-07,5.607600000000008e-07,9.250273324e-06,0.0001487331581,-1.893274425e-05,0,PASS,
0p80_normal,0.8,paired_coarse_bounded_fine_branches,46,branch_fine_reset,8,8,8,7,5.669700000000007e-07,5.684700000000007e-07,6.619472394e-06,0.0001505285342,-2.0401519e-05,0,PASS,
0p80_normal,0.8,paired_coarse_bounded_fine_branches,47,branch_fine_reset,8,8,7,6,5.746800000000006e-07,5.761800000000006e-07,7.245638266e-06,0.0001546524527,-2.129050107e-05,0,PASS,
0p80_normal,0.8,paired_coarse_bounded_fine_branches,48,branch_fine_reset,8,8,6,5,5.823900000000005e-07,5.838900000000005e-07,7.067453378e-06,0.0001589172568,-2.17130571e-05,0,PASS,
0p80_normal,0.8,paired_coarse_bounded_fine_branches,49,branch_fine_reset,8,8,5,4,5.901000000000004e-07,5.916000000000004e-07,1.347352558e-05,0.0001646365959,-2.198942249e-05,0,PASS,
0p80_normal,0.8,paired_coarse_bounded_fine_branches,50,branch_fine_reset,8,8,4,3,5.978100000000003e-07,5.993100000000003e-07,1.051821575e-05,0.0001988300917,-2.404165288e-05,0,PASS,
0p80_normal,0.8,paired_coarse_bounded_fine_branches,51,branch_fine_reset,8,8,3,2,6.055200000000002e-07,6.070200000000002e-07,1.03551172e-05,0.0001715982047,-2.336851325e-05,0,PASS,
0p80_normal,0.8,paired_coarse_bounded_fine_branches,52,branch_fine_reset,8,8,2,1,6.132300000000001e-07,6.147300000000001e-07,1.0895775e-05,0.0001725442617,-2.369457561e-05,0,PASS,
0p80_normal,0.8,paired_coarse_bounded_fine_branches,53,branch_fine_reset,8,8,1,0,6.2094e-07,6.2244e-07,1.092213704e-05,0.0001785629292,-2.339208066e-05,0,PASS,
0p80_normal,0.8,paired_coarse_bounded_fine_branches,54,fine_branch_entry,8,9,0,0,6.286499999999999e-07,6.301499999999999e-07,-4.12114711e-06,7.528514161e-07,-5.700775557e-06,0,PASS,
0p80_normal,0.8,paired_coarse_bounded_fine_branches,55,fine_increment,9,9,0,1,6.425599999999997e-07,6.440599999999997e-07,1.217601721e-05,0.0001951821121,0.03546967655,0,PASS,
0p80_normal,0.8,paired_coarse_bounded_fine_branches,56,fine_increment,9,9,1,2,6.564699999999996e-07,6.579699999999996e-07,1.291655508e-05,0.0001950127303,0.034214779,0,PASS,
0p80_normal,0.8,paired_coarse_bounded_fine_branches,57,fine_increment,9,9,2,3,6.703799999999994e-07,6.718799999999994e-07,1.348459235e-05,0.0001908724973,0.03404127726,0,PASS,
0p80_normal,0.8,paired_coarse_bounded_fine_branches,58,fine_increment,9,9,3,4,6.842899999999993e-07,6.857899999999993e-07,1.02702784e-05,0.0001877731352,0.03285052682,0,PASS,
0p80_normal,0.8,paired_coarse_bounded_fine_branches,59,fine_increment,9,9,4,5,6.981999999999991e-07,6.996999999999991e-07,1.098753856e-05,0.0001867736063,0.03230132881,0,PASS,
0p80_normal,0.8,paired_coarse_bounded_fine_branches,60,fine_increment,9,9,5,6,7.121099999999989e-07,7.136099999999989e-07,1.127337073e-05,0.0001818766431,0.03154401082,0,PASS,
0p80_normal,0.8,paired_coarse_bounded_fine_branches,61,fine_increment,9,9,6,7,7.260199999999988e-07,7.275199999999988e-07,1.132878963e-05,0.0001790708597,0.03099402219,0,PASS,
0p80_normal,0.8,paired_coarse_bounded_fine_branches,62,fine_increment,9,9,7,8,7.399299999999986e-07,7.414299999999986e-07,5.473670562e-06,0.0001556743684,0.03055578135,0,PASS,
0p80_normal,0.8,paired_coarse_bounded_fine_branches,63,fine_increment,9,9,8,9,7.538399999999984e-07,7.553399999999985e-07,1.215420422e-05,0.0001746398457,0.03052204893,0,PASS,
0p80_normal,0.8,paired_coarse_bounded_fine_branches,64,fine_increment,9,9,9,10,7.677499999999983e-07,7.692499999999983e-07,1.143882835e-05,0.0001707694504,0.02994133871,0,PASS,
0p95_normal,0.95,paired_coarse_bounded_fine_branches,0,coarse_increment,0,1,0,0,1.3909999999999998e-08,1.5409999999999997e-08,2.327058286e-05,0.0006220370692,6.230965482e-06,0,PASS,
0p95_normal,0.95,paired_coarse_bounded_fine_branches,1,coarse_increment,1,2,0,0,2.7820000000000004e-08,2.9320000000000004e-08,1.123859542e-06,2.002577132e-05,5.413911982e-07,0,PASS,
0p95_normal,0.95,paired_coarse_bounded_fine_branches,2,coarse_increment,2,3,0,0,4.173e-08,4.323e-08,7.963862381e-07,1.057117232e-06,5.212263249e-07,0,PASS,
0p95_normal,0.95,paired_coarse_bounded_fine_branches,3,coarse_increment,3,4,0,0,5.563999999999999e-08,5.713999999999999e-08,3.867713148e-06,1.562781593e-06,1.099814278e-06,0,PASS,
0p95_normal,0.95,paired_coarse_bounded_fine_branches,4,coarse_increment,4,5,0,0,6.954999999999998e-08,7.104999999999998e-08,4.83627541e-06,9.413519739e-07,5.532172261e-07,0,PASS,
0p95_normal,0.95,paired_coarse_bounded_fine_branches,5,coarse_increment,5,6,0,0,8.345999999999998e-08,8.495999999999997e-08,2.630086088e-06,1.399032714e-06,2.600145308e-06,0,PASS,
0p95_normal,0.95,paired_coarse_bounded_fine_branches,6,coarse_increment,6,7,0,0,9.736999999999998e-08,9.886999999999997e-08,4.324731316e-06,1.890874178e-06,5.339925836e-07,0,PASS,
0p95_normal,0.95,paired_coarse_bounded_fine_branches,7,coarse_backoff_step,7,6,0,0,1.1127999999999997e-07,1.1277999999999997e-07,3.913475904e-06,1.124192765e-06,5.281658544e-06,0,PASS,
0p95_normal,0.95,paired_coarse_bounded_fine_branches,8,coarse_backoff_step,6,5,0,0,1.1898999999999997e-07,1.2048999999999996e-07,2.673511348e-06,1.052215851e-06,5.740111933e-07,0,PASS,
0p95_normal,0.95,paired_coarse_bounded_fine_branches,9,fine_branch_entry,5,4,0,0,1.2669999999999996e-07,1.2819999999999997e-07,1.466993319e-06,1.257088455e-06,8.766414854e-07,0,PASS,
0p95_normal,0.95,paired_coarse_bounded_fine_branches,10,fine_increment,4,4,0,1,1.4060999999999996e-07,1.4210999999999997e-07,7.664697784e-06,0.0001592878854,0.04526345646,0,PASS,
0p95_normal,0.95,paired_coarse_bounded_fine_branches,11,fine_increment,4,4,1,2,1.5451999999999996e-07,1.5601999999999996e-07,1.065842013e-05,0.0001549282923,0.04412007788,0,PASS,
0p95_normal,0.95,paired_coarse_bounded_fine_branches,12,fine_increment,4,4,2,3,1.6842999999999995e-07,1.6992999999999996e-07,1.350957175e-05,0.00015247793,0.04304888532,0,PASS,
0p95_normal,0.95,paired_coarse_bounded_fine_branches,13,fine_increment,4,4,3,4,1.8233999999999995e-07,1.8383999999999996e-07,1.110227603e-05,0.000149548246,0.04200959409,0,PASS,
0p95_normal,0.95,paired_coarse_bounded_fine_branches,14,fine_increment,4,4,4,5,1.9624999999999995e-07,1.9774999999999995e-07,1.109446899e-05,0.0001486923358,0.04104264685,0,PASS,
0p95_normal,0.95,paired_coarse_bounded_fine_branches,15,fine_increment,4,4,5,6,2.1015999999999994e-07,2.1165999999999995e-07,1.040222342e-05,0.0001671980463,0.03969574793,0,PASS,
0p95_normal,0.95,paired_coarse_bounded_fine_branches,16,fine_increment,4,4,6,7,2.2406999999999994e-07,2.2556999999999995e-07,1.417323038e-05,0.0001565071915,0.03930579166,0,PASS,
0p95_normal,0.95,paired_coarse_bounded_fine_branches,17,fine_increment,4,4,7,8,2.3797999999999994e-07,2.394799999999999e-07,9.628713091e-06,0.0001376481314,0.03837578869,0,PASS,
0p95_normal,0.95,paired_coarse_bounded_fine_branches,18,fine_increment,4,4,8,9,2.5189e-07,2.5339e-07,1.237453845e-05,0.0001372547963,0.0375680219,0,PASS,
0p95_normal,0.95,paired_coarse_bounded_fine_branches,19,fine_increment,4,4,9,10,2.658000000000001e-07,2.673000000000001e-07,8.326219295e-06,0.0001344843035,0.03678391706,0,PASS,
0p95_normal,0.95,paired_coarse_bounded_fine_branches,20,branch_fine_reset,4,4,10,9,2.797100000000002e-07,2.812100000000002e-07,1.087394144e-05,0.0001931612614,-1.147306351e-05,0,PASS,
0p95_normal,0.95,paired_coarse_bounded_fine_branches,21,branch_fine_reset,4,4,9,8,2.874200000000003e-07,2.889200000000003e-07,8.069166254e-06,0.0001923892915,-1.241737629e-05,0,PASS,
0p95_normal,0.95,paired_coarse_bounded_fine_branches,22,branch_fine_reset,4,4,8,7,2.9513000000000034e-07,2.9663000000000035e-07,8.476345559e-06,0.0001856354351,-1.452380449e-05,0,PASS,
0p95_normal,0.95,paired_coarse_bounded_fine_branches,23,branch_fine_reset,4,4,7,6,3.028400000000004e-07,3.043400000000004e-07,1.423582835e-05,0.0002033527765,-1.492704994e-05,0,PASS,
0p95_normal,0.95,paired_coarse_bounded_fine_branches,24,branch_fine_reset,4,4,6,5,3.1055000000000046e-07,3.1205000000000047e-07,1.15953616e-05,0.0002072351052,-1.520256415e-05,0,PASS,
0p95_normal,0.95,paired_coarse_bounded_fine_branches,25,branch_fine_reset,4,4,5,4,3.182600000000005e-07,3.1976000000000053e-07,1.084857941e-05,0.0002101766266,-1.507639955e-05,0,PASS,
0p95_normal,0.95,paired_coarse_bounded_fine_branches,26,branch_fine_reset,4,4,4,3,3.259700000000006e-07,3.274700000000006e-07,1.141012376e-05,0.0002156865325,-1.485012605e-05,0,PASS,
0p95_normal,0.95,paired_coarse_bounded_fine_branches,27,branch_fine_reset,4,4,3,2,3.3368000000000064e-07,3.3518000000000065e-07,1.219090081e-05,0.0002199216945,-1.401104332e-05,0,PASS,
0p95_normal,0.95,paired_coarse_bounded_fine_branches,28,branch_fine_reset,4,4,2,1,3.413900000000007e-07,3.428900000000007e-07,1.188352821e-05,0.0002242870458,-1.316867234e-05,0,PASS,
0p95_normal,0.95,paired_coarse_bounded_fine_branches,29,branch_fine_reset,4,4,1,0,3.4910000000000076e-07,3.5060000000000077e-07,1.116633303e-05,0.0002249568757,-1.228515946e-05,0,PASS,
0p95_normal,0.95,paired_coarse_bounded_fine_branches,30,fine_branch_entry,4,5,0,0,3.568100000000008e-07,3.5831000000000083e-07,5.547643731e-06,1.128290679e-06,-1.609061563e-06,0,PASS,
0p95_normal,0.95,paired_coarse_bounded_fine_branches,31,fine_increment,5,5,0,1,3.7072000000000093e-07,3.7222000000000093e-07,6.859298935e-06,0.000151557936,0.04507789159,0,PASS,
0p95_normal,0.95,paired_coarse_bounded_fine_branches,32,fine_increment,5,5,1,2,3.8463000000000103e-07,3.8613000000000104e-07,8.174045105e-06,0.0001559447939,0.04411205441,0,PASS,
0p95_normal,0.95,paired_coarse_bounded_fine_branches,33,fine_increment,5,5,2,3,3.9854000000000113e-07,4.0004000000000114e-07,1.052005192e-05,0.0001523987984,0.04303797276,0,PASS,
0p95_normal,0.95,paired_coarse_bounded_fine_branches,34,fine_increment,5,5,3,4,4.1245000000000123e-07,4.1395000000000124e-07,1.020192122e-05,0.00015047373,0.04201986735,0,PASS,
0p95_normal,0.95,paired_coarse_bounded_fine_branches,35,fine_increment,5,5,4,5,4.2636000000000134e-07,4.2786000000000134e-07,9.950995021e-06,0.0001467293334,0.041036874,0,PASS,
0p95_normal,0.95,paired_coarse_bounded_fine_branches,36,fine_increment,5,5,5,6,4.4027000000000144e-07,4.4177000000000145e-07,8.685353756e-06,0.0001454878622,0.04011327201,0,PASS,
0p95_normal,0.95,paired_coarse_bounded_fine_branches,37,fine_increment,5,5,6,7,4.5418000000000154e-07,4.5568000000000155e-07,8.792989105e-06,0.0001427803317,0.03922281493,0,PASS,
0p95_normal,0.95,paired_coarse_bounded_fine_branches,38,fine_increment,5,5,7,8,4.6809000000000165e-07,4.6959000000000165e-07,1.264548324e-05,0.0001405225488,0.03836953082,0,PASS,
0p95_normal,0.95,paired_coarse_bounded_fine_branches,39,fine_increment,5,5,8,9,4.820000000000017e-07,4.835000000000017e-07,1.008137131e-05,0.0001545214867,0.03748343641,0,PASS,
0p95_normal,0.95,paired_coarse_bounded_fine_branches,40,fine_increment,5,5,9,10,4.959100000000015e-07,4.974100000000015e-07,7.298298866e-06,0.0001355102896,0.03678129109,0,PASS,
0p95_normal,0.95,paired_coarse_bounded_fine_branches,41,branch_fine_reset,5,5,10,9,5.098200000000014e-07,5.113200000000014e-07,9.305559948e-06,0.0001930127085,-1.129599411e-05,0,PASS,
0p95_normal,0.95,paired_coarse_bounded_fine_branches,42,branch_fine_reset,5,5,9,8,5.175300000000013e-07,5.190300000000013e-07,9.706642982e-06,0.0001963599661,-1.331760115e-05,0,PASS,
0p95_normal,0.95,paired_coarse_bounded_fine_branches,43,branch_fine_reset,5,5,8,7,5.252400000000012e-07,5.267400000000012e-07,8.391702856e-06,0.0001810883329,-1.441619083e-05,0,PASS,
0p95_normal,0.95,paired_coarse_bounded_fine_branches,44,branch_fine_reset,5,5,7,6,5.329500000000011e-07,5.344500000000011e-07,1.035941019e-05,0.0002031220435,-1.490016169e-05,0,PASS,
0p95_normal,0.95,paired_coarse_bounded_fine_branches,45,branch_fine_reset,5,5,6,5,5.40660000000001e-07,5.42160000000001e-07,1.1218963e-05,0.0002077285692,-1.528850015e-05,0,PASS,
0p95_normal,0.95,paired_coarse_bounded_fine_branches,46,branch_fine_reset,5,5,5,4,5.483700000000009e-07,5.498700000000009e-07,1.057052205e-05,0.000211735676,-1.530120139e-05,0,PASS,
0p95_normal,0.95,paired_coarse_bounded_fine_branches,47,branch_fine_reset,5,5,4,3,5.560800000000008e-07,5.575800000000008e-07,7.614051145e-06,0.0002018005514,-1.475295363e-05,0,PASS,
0p95_normal,0.95,paired_coarse_bounded_fine_branches,48,branch_fine_reset,5,5,3,2,5.637900000000007e-07,5.652900000000007e-07,1.127376145e-05,0.0002200368811,-1.403285087e-05,0,PASS,
0p95_normal,0.95,paired_coarse_bounded_fine_branches,49,branch_fine_reset,5,5,2,1,5.715000000000006e-07,5.730000000000006e-07,1.001104622e-05,0.0002040604148,-1.627674123e-05,0,PASS,
0p95_normal,0.95,paired_coarse_bounded_fine_branches,50,branch_fine_reset,5,5,1,0,5.792100000000005e-07,5.807100000000005e-07,1.246079827e-05,0.000228820188,-1.246710136e-05,0,PASS,
0p95_normal,0.95,paired_coarse_bounded_fine_branches,51,fine_branch_entry,5,6,0,0,5.869200000000004e-07,5.884200000000004e-07,5.7124182e-06,1.140591898e-06,-1.617794778e-06,0,PASS,
0p95_normal,0.95,paired_coarse_bounded_fine_branches,52,fine_increment,6,6,0,1,6.008300000000002e-07,6.023300000000002e-07,1.737194133e-05,0.0001790840556,0.04527336773,0,PASS,
0p95_normal,0.95,paired_coarse_bounded_fine_branches,53,fine_increment,6,6,1,2,6.147400000000001e-07,6.162400000000001e-07,9.405546675e-06,0.000156819352,0.0441268962,0,PASS,
0p95_normal,0.95,paired_coarse_bounded_fine_branches,54,fine_increment,6,6,2,3,6.286499999999999e-07,6.301499999999999e-07,1.673247764e-05,0.00016859976,0.04318597843,0,PASS,
0p95_normal,0.95,paired_coarse_bounded_fine_branches,55,fine_increment,6,6,3,4,6.425599999999997e-07,6.440599999999997e-07,2.231000362e-05,0.0001798594852,0.04206247688,0,PASS,
0p95_normal,0.95,paired_coarse_bounded_fine_branches,56,fine_increment,6,6,4,5,6.564699999999996e-07,6.579699999999996e-07,1.060467763e-05,0.000146537324,0.04103573138,0,PASS,
0p95_normal,0.95,paired_coarse_bounded_fine_branches,57,fine_increment,6,6,5,6,6.703799999999994e-07,6.718799999999994e-07,1.738760067e-05,0.0001677060166,0.03967062891,0,PASS,
0p95_normal,0.95,paired_coarse_bounded_fine_branches,58,fine_increment,6,6,6,7,6.842899999999993e-07,6.857899999999993e-07,9.201558735e-06,0.0001397496706,0.03921680108,0,PASS,
0p95_normal,0.95,paired_coarse_bounded_fine_branches,59,fine_increment,6,6,7,8,6.981999999999991e-07,6.996999999999991e-07,1.12626965e-05,0.0001398739194,0.03837907227,0,PASS,
0p95_normal,0.95,paired_coarse_bounded_fine_branches,60,fine_increment,6,6,8,9,7.121099999999989e-07,7.136099999999989e-07,5.367802854e-06,0.0001427585567,0.0376035564,0,PASS,
0p95_normal,0.95,paired_coarse_bounded_fine_branches,61,fine_increment,6,6,9,10,7.260199999999988e-07,7.275199999999988e-07,2.861287255e-05,0.0001609596498,0.03683786839,0,PASS,
1p10_normal,1.1,paired_coarse_bounded_fine_branches,0,coarse_increment,0,1,0,0,1.3909999999999998e-08,1.5409999999999997e-08,1.73667228e-05,0.0005428349113,6.299454103e-06,0,PASS,
1p10_normal,1.1,paired_coarse_bounded_fine_branches,1,coarse_increment,1,2,0,0,2.7820000000000004e-08,2.9320000000000004e-08,1.070971575e-06,1.957592979e-05,9.394088351e-07,0,PASS,
1p10_normal,1.1,paired_coarse_bounded_fine_branches,2,coarse_increment,2,3,0,0,4.173e-08,4.323e-08,8.821906916e-07,1.703064199e-06,5.338520223e-06,0,PASS,
1p10_normal,1.1,paired_coarse_bounded_fine_branches,3,coarse_increment,3,4,0,0,5.563999999999999e-08,5.713999999999999e-08,1.038197722e-05,1.756960127e-06,9.996526457e-06,0,PASS,
1p10_normal,1.1,paired_coarse_bounded_fine_branches,4,coarse_increment,4,5,0,0,6.954999999999998e-08,7.104999999999998e-08,4.59848684e-06,2.409158975e-06,9.103333512e-06,0,PASS,
1p10_normal,1.1,paired_coarse_bounded_fine_branches,5,coarse_backoff_step,5,4,0,0,8.345999999999998e-08,8.495999999999997e-08,2.815828363e-06,1.430386945e-06,1.198566587e-05,0,PASS,
1p10_normal,1.1,paired_coarse_bounded_fine_branches,6,coarse_backoff_step,4,3,0,0,9.116999999999998e-08,9.266999999999997e-08,7.62845415e-06,1.78743426e-06,1.772362608e-05,0,PASS,
1p10_normal,1.1,paired_coarse_bounded_fine_branches,7,fine_branch_entry,3,2,0,0,9.887999999999997e-08,1.0037999999999996e-07,7.090395025e-07,1.270857528e-06,1.08673741e-06,0,PASS,
1p10_normal,1.1,paired_coarse_bounded_fine_branches,8,fine_increment,2,2,0,1,1.1278999999999997e-07,1.1428999999999996e-07,8.35105533e-06,0.0001575562183,0.05433100878,0,PASS,
1p10_normal,1.1,paired_coarse_bounded_fine_branches,9,fine_increment,2,2,1,2,1.2669999999999996e-07,1.2819999999999997e-07,8.46471172e-06,0.0001586401899,0.0528651368,0,PASS,
