scenario,probe_index,protocol_phase,medium_code,fine_code,node,sclk_fall_s,return_rise10_s,return_fall10_s,return_settle_ps,second_rise10_s,second_rise_present,recovery_end_v,recovery_tail_max_v,recovery_tail_min_v,valid,reason
recovery_v4_diagnostic_0p80,77,fine_m8_repeat,8,10,xor_29,7.259399999999985e-07,7.267640544e-07,7.275257599e-07,1585.7599000015416,7.337156852e-07,False,6.920972986e-07,7.81121802e-07,6.920972986e-07,1,
recovery_v4_diagnostic_0p80,77,fine_m8_repeat,8,10,medium_out,7.259399999999985e-07,7.274230367e-07,7.28171125e-07,2231.1250000015802,7.343654927e-07,False,7.902184754e-07,7.902184754e-07,6.951274077e-07,1,
recovery_v4_diagnostic_0p80,77,fine_m8_repeat,8,10,dff_ck,7.259399999999985e-07,7.274762451e-07,7.284384557e-07,2498.4557000015634,7.344179806e-07,False,3.909251945e-06,3.909251945e-06,-4.313502773e-07,1,
recovery_v4_diagnostic_0p80,78,branch_cleanup,8,9,xor_29,7.359499999999983e-07,7.367743839e-07,7.375358465e-07,1585.8465000016652,7.437254276e-07,False,-2.517795442e-06,-2.513107942e-06,-2.517795442e-06,1,
recovery_v4_diagnostic_0p80,78,branch_cleanup,8,9,medium_out,7.359499999999983e-07,7.374333877e-07,7.381809544e-07,2230.9544000016813,7.443753506e-07,False,4.974625684e-07,4.974625684e-07,4.957186074e-07,1,
recovery_v4_diagnostic_0p80,78,branch_cleanup,8,9,dff_ck,7.359499999999983e-07,7.374855915e-07,7.38440122e-07,2490.122000001625,7.44427093e-07,False,-1.058862736e-06,-1.05708948e-06,-1.058862736e-06,1,
recovery_v4_diagnostic_0p80,79,branch_cleanup,8,8,xor_29,7.459599999999982e-07,7.467843203e-07,7.475460613e-07,1586.0613000017665,7.537359152e-07,False,-1.116125351e-06,-1.116125351e-06,-1.923669384e-06,1,
recovery_v4_diagnostic_0p80,79,branch_cleanup,8,8,medium_out,7.459599999999982e-07,7.474431053e-07,7.481917399e-07,2231.739900001831,7.543865123e-07,False,-1.144687275e-07,2.104408283e-07,-1.144687275e-07,1,
recovery_v4_diagnostic_0p80,79,branch_cleanup,8,8,dff_ck,7.459599999999982e-07,7.474948775e-07,7.484398583e-07,2479.8583000017793,7.54437711e-07,False,4.351679074e-06,4.351679074e-06,-7.788577702e-06,1,
recovery_v4_diagnostic_0p80,80,branch_cleanup,8,7,xor_29,7.559699999999981e-07,7.567934321e-07,7.575555068e-07,1585.5068000019257,7.637458568e-07,False,-9.289987188e-07,-9.289987188e-07,-1.113359956e-06,1,
recovery_v4_diagnostic_0p80,80,branch_cleanup,8,7,medium_out,7.559699999999981e-07,7.574522022e-07,7.582022338e-07,2232.2338000019604,7.643965892e-07,False,7.727493202e-07,7.727493202e-07,7.682646535e-07,1,
recovery_v4_diagnostic_0p80,80,branch_cleanup,8,7,dff_ck,7.559699999999981e-07,7.575032293e-07,7.584408295e-07,2470.829500001998,7.644469972e-07,False,-6.493043493e-06,-4.540220694e-06,-6.493043493e-06,1,
recovery_v4_diagnostic_0p80,81,branch_cleanup,8,6,xor_29,7.659799999999979e-07,7.668039119e-07,7.675661143e-07,1586.1143000020647,7.737556133e-07,False,6.443683393e-07,6.7885665e-07,6.443683393e-07,1,
recovery_v4_diagnostic_0p80,81,branch_cleanup,8,6,medium_out,7.659799999999979e-07,7.674622687e-07,7.682118499e-07,2231.8499000021243,7.744061783e-07,False,6.869192022e-07,7.309687971e-07,6.869192022e-07,1,
recovery_v4_diagnostic_0p80,81,branch_cleanup,8,6,dff_ck,7.659799999999979e-07,7.675129892e-07,7.684413852e-07,2461.3852000020333,7.744561041e-07,False,-1.535051428e-05,-1.062324523e-05,-1.535051428e-05,1,
recovery_v4_diagnostic_0p80,82,branch_cleanup,8,5,xor_29,7.759899999999978e-07,7.768135948e-07,7.775756948e-07,1585.6948000021841,7.837650932e-07,False,-4.984302246e-06,-4.71189364e-06,-4.984302246e-06,1,
recovery_v4_diagnostic_0p80,82,branch_cleanup,8,5,medium_out,7.759899999999978e-07,7.774721057e-07,7.782211861e-07,2231.1861000021936,7.844155595e-07,False,1.373106239e-06,1.373106239e-06,1.210951311e-06,1,
recovery_v4_diagnostic_0p80,82,branch_cleanup,8,5,dff_ck,7.759899999999978e-07,7.775217282e-07,7.78440491e-07,2450.491000002177,7.844646788e-07,False,7.917066481e-06,7.917066481e-06,-4.898696696e-06,1,
recovery_v4_diagnostic_0p80,83,branch_cleanup,8,4,xor_29,7.859999999999976e-07,7.868237489e-07,7.875855774e-07,1585.5774000023089,7.937755898e-07,False,-1.210069739e-06,-1.210069739e-06,-1.312772742e-06,1,
recovery_v4_diagnostic_0p80,83,branch_cleanup,8,4,medium_out,7.859999999999976e-07,7.87482463e-07,7.882308916e-07,2230.8916000023432,7.944261438e-07,False,7.710788196e-07,7.710788196e-07,7.583189685e-07,1,
recovery_v4_diagnostic_0p80,83,branch_cleanup,8,4,dff_ck,7.859999999999976e-07,7.875317275e-07,7.884400387e-07,2440.038700002367,7.944748247e-07,False,2.230832742e-06,2.230832742e-06,-4.230875348e-06,1,
recovery_v4_diagnostic_0p80,84,branch_cleanup,8,3,xor_29,7.960099999999975e-07,7.968334179e-07,7.975955494e-07,1585.5494000025249,8.037855145e-07,False,8.141415919e-08,1.758615019e-07,8.141415919e-08,1,
recovery_v4_diagnostic_0p80,84,branch_cleanup,8,3,medium_out,7.960099999999975e-07,7.974924713e-07,7.982415289e-07,2231.5289000025477,8.044362109e-07,False,6.566635628e-07,6.875299005e-07,6.566635628e-07,1,
recovery_v4_diagnostic_0p80,84,branch_cleanup,8,3,dff_ck,7.960099999999975e-07,7.975410604e-07,7.984405829e-07,2430.582900002519,8.044841171e-07,False,-5.401802838e-06,-3.855209331e-06,-5.401802838e-06,1,
recovery_v4_diagnostic_0p80,85,branch_cleanup,8,2,xor_29,8.060199999999974e-07,8.068445749e-07,8.076056284e-07,1585.6284000025998,8.137952184e-07,False,-6.708383456e-06,-6.706568334e-06,-6.708383456e-06,1,
recovery_v4_diagnostic_0p80,85,branch_cleanup,8,2,medium_out,8.060199999999974e-07,8.0750334e-07,8.082507627e-07,2230.762700002585,8.144456889e-07,False,7.80097242e-07,7.80097242e-07,7.798985419e-07,1,
recovery_v4_diagnostic_0p80,85,branch_cleanup,8,2,dff_ck,8.060199999999974e-07,8.07551066e-07,8.084398796e-07,2419.879600002646,8.144930982e-07,False,-3.498732546e-06,-3.498732546e-06,-3.754097596e-06,1,
recovery_v4_diagnostic_0p80,86,branch_cleanup,8,1,xor_29,8.160299999999972e-07,8.168539235e-07,8.176159432e-07,1585.9432000027464,8.238050931e-07,False,-2.101758403e-06,-1.99863608e-06,-2.101758403e-06,1,
recovery_v4_diagnostic_0p80,86,branch_cleanup,8,1,medium_out,8.160299999999972e-07,8.175124236e-07,8.1826225e-07,2232.2500000028026,8.244555473e-07,False,8.328423389e-07,8.328423389e-07,7.978339384e-07,1,
recovery_v4_diagnostic_0p80,86,branch_cleanup,8,1,dff_ck,8.160299999999972e-07,8.175596962e-07,8.184397635e-07,2409.7635000027217,8.245022304e-07,False,-3.384584448e-06,-3.384584448e-06,-3.520014519e-06,1,
recovery_v4_diagnostic_0p80,87,branch_cleanup,8,0,xor_29,8.260399999999971e-07,8.268640858e-07,8.276265108e-07,1586.5108000029209,8.338159684e-07,False,-6.392986374e-06,-3.725525245e-06,-6.392986374e-06,1,
recovery_v4_diagnostic_0p80,87,branch_cleanup,8,0,medium_out,8.260399999999971e-07,8.275227118e-07,8.282734633e-07,2233.4633000028734,8.345335349e-07,False,1.076682539e-06,1.076682539e-06,8.224783877e-07,1,
recovery_v4_diagnostic_0p80,87,branch_cleanup,8,0,dff_ck,8.260399999999971e-07,8.275693386e-07,8.284398118e-07,2399.8118000029494,8.345802109e-07,False,4.171961444e-06,4.171961444e-06,-4.174887877e-07,1,
recovery_v4_diagnostic_0p80,88,fine_m9_scan,9,0,xor_29,8.36049999999997e-07,8.368731827e-07,8.376360735e-07,1586.073500003018,8.423154892e-07,False,-2.445662897e-06,-2.445662897e-06,-2.736626109e-06,1,
recovery_v4_diagnostic_0p80,88,fine_m9_scan,9,0,medium_out,8.36049999999997e-07,8.37599029e-07,8.383537561e-07,2303.7561000030723,8.430335348e-07,False,1.18056839e-06,1.18056839e-06,9.499479921e-07,1,
recovery_v4_diagnostic_0p80,88,fine_m9_scan,9,0,dff_ck,8.36049999999997e-07,8.37645553e-07,8.385205675e-07,2470.5675000030596,8.430803705e-07,False,8.39763139e-06,8.39763139e-06,1.920383593e-06,1,
recovery_v4_diagnostic_0p80,89,fine_m9_repeat,9,0,xor_29,8.445499999999969e-07,8.453734321e-07,8.461362603e-07,1586.2603000031238,8.52325827e-07,False,-2.623544199e-06,-2.365164676e-06,-2.623544199e-06,1,
recovery_v4_diagnostic_0p80,89,fine_m9_repeat,9,0,medium_out,8.445499999999969e-07,8.460997254e-07,8.468549776e-07,2304.9776000031093,8.530436645e-07,False,2.838730696e-07,3.079127415e-07,2.838730696e-07,1,
recovery_v4_diagnostic_0p80,89,fine_m9_repeat,9,0,dff_ck,8.445499999999969e-07,8.461463017e-07,8.470220375e-07,2472.037500003098,8.530908824e-07,False,6.026860331e-07,6.026860331e-07,-4.229864237e-07,1,
recovery_v4_diagnostic_0p80,90,fine_m9_scan,9,1,xor_29,8.545599999999967e-07,8.553841878e-07,8.561459369e-07,1585.9369000032425,8.608260242e-07,False,-6.793582807e-06,-6.770777812e-06,-6.793582807e-06,1,
recovery_v4_diagnostic_0p80,90,fine_m9_scan,9,1,medium_out,8.545599999999967e-07,8.561099449e-07,8.568654707e-07,2305.470700003278,8.615434863e-07,False,8.899647586e-07,8.906949419e-07,8.899647586e-07,1,
recovery_v4_diagnostic_0p80,90,fine_m9_scan,9,1,dff_ck,8.545599999999967e-07,8.561574718e-07,8.570420467e-07,2482.046700003238,8.615909649e-07,False,-1.892295702e-07,-1.892295702e-07,-2.748356784e-07,1,
recovery_v4_diagnostic_0p80,91,fine_m9_repeat,9,1,xor_29,8.630599999999966e-07,8.638834321e-07,8.646462606e-07,1586.2606000033472,8.708357351e-07,False,-1.899397813e-06,-1.814937385e-06,-1.899397813e-06,1,
recovery_v4_diagnostic_0p80,91,fine_m9_repeat,9,1,medium_out,8.630599999999966e-07,8.646097254e-07,8.653649776e-07,2304.977600003427,8.71553251e-07,False,7.047303742e-07,7.325792524e-07,7.047303742e-07,1,
recovery_v4_diagnostic_0p80,91,fine_m9_repeat,9,1,dff_ck,8.630599999999966e-07,8.646568981e-07,8.655420111e-07,2482.0111000034053,8.716010671e-07,False,7.965856648e-07,7.965856648e-07,6.357949766e-08,1,
recovery_v4_diagnostic_0p80,92,fine_m9_scan,9,2,xor_29,8.730699999999965e-07,8.738949225e-07,8.746565858e-07,1586.5858000035105,8.793356363e-07,False,-6.176964229e-06,-6.176964229e-06,-6.179255661e-06,1,
recovery_v4_diagnostic_0p80,92,fine_m9_scan,9,2,medium_out,8.730699999999965e-07,8.746207823e-07,8.753753624e-07,2305.36240000351,8.800530719e-07,False,8.338399414e-07,8.349759804e-07,8.338399414e-07,1,
recovery_v4_diagnostic_0p80,92,fine_m9_scan,9,2,dff_ck,8.730699999999965e-07,8.746687625e-07,8.755638501e-07,2493.850100003576,8.801012842e-07,False,2.664412246e-07,2.664412246e-07,1.685118443e-07,1,
recovery_v4_diagnostic_0p80,93,fine_m9_repeat,9,2,xor_29,8.815699999999964e-07,8.823937121e-07,8.831559783e-07,1585.9783000035832,8.893455668e-07,False,-1.862978159e-06,-1.862978159e-06,-2.018591753e-06,1,
recovery_v4_diagnostic_0p80,93,fine_m9_repeat,9,2,medium_out,8.815699999999964e-07,8.831197544e-07,8.838745137e-07,2304.5137000036184,8.900628707e-07,False,5.763744708e-07,6.888783644e-07,5.763744708e-07,1,
recovery_v4_diagnostic_0p80,93,fine_m9_repeat,9,2,dff_ck,8.815699999999964e-07,8.831677087e-07,8.840636794e-07,2493.6794000036025,8.901115593e-07,False,2.704875439e-06,2.704875439e-06,1.181067522e-06,1,
recovery_v4_diagnostic_0p80,94,fine_m9_scan,9,3,xor_29,8.915799999999962e-07,8.924044762e-07,8.931661354e-07,1586.1354000038036,8.978457516e-07,False,-4.172352284e-06,-4.156410101e-06,-4.172352284e-06,1,
recovery_v4_diagnostic_0p80,94,fine_m9_scan,9,3,medium_out,8.915799999999962e-07,8.931303375e-07,8.938849063e-07,2304.906300003793,8.985632728e-07,False,8.311200707e-07,8.311200707e-07,8.310044379e-07,1,
recovery_v4_diagnostic_0p80,94,fine_m9_scan,9,3,dff_ck,8.915799999999962e-07,8.931789361e-07,8.940845678e-07,2504.567800003798,8.986120125e-07,False,8.008435928e-07,8.008435928e-07,6.835569991e-07,1,
recovery_v4_diagnostic_0p80,95,fine_m9_repeat,9,3,xor_29,9.000799999999961e-07,9.009034321e-07,9.016662614e-07,1586.2614000038373,9.078557514e-07,False,-1.026893325e-07,2.073886358e-08,-1.026893325e-07,1,
recovery_v4_diagnostic_0p80,95,fine_m9_repeat,9,3,medium_out,9.000799999999961e-07,9.016297254e-07,9.023849775e-07,2304.977500003882,9.085733039e-07,False,8.237059952e-07,8.237059952e-07,7.985165822e-07,1,
recovery_v4_diagnostic_0p80,95,fine_m9_repeat,9,3,dff_ck,9.000799999999961e-07,9.01678124e-07,9.025832878e-07,2503.287800003919,9.086227287e-07,False,2.146930907e-06,2.146930907e-06,1.516000962e-06,1,
recovery_v4_diagnostic_0p80,96,fine_m9_scan,9,4,xor_29,9.10089999999996e-07,9.109134321e-07,9.116762617e-07,1586.2617000039547,9.163555189e-07,False,-9.359532841e-07,-9.359532841e-07,-1.007203979e-06,1,
recovery_v4_diagnostic_0p80,96,fine_m9_scan,9,4,medium_out,9.10089999999996e-07,9.116397254e-07,9.123949775e-07,2304.977500003988,9.170721845e-07,False,6.936993855e-07,7.327283228e-07,6.936993855e-07,1,
recovery_v4_diagnostic_0p80,96,fine_m9_scan,9,4,dff_ck,9.10089999999996e-07,9.116887502e-07,9.126035154e-07,2513.5154000039834,9.171215006e-07,False,9.411534163e-06,9.411534163e-06,2.102878635e-06,1,
recovery_v4_diagnostic_0p80,97,fine_m9_repeat,9,4,xor_29,9.185899999999959e-07,9.194145125e-07,9.201761537e-07,1586.1537000040923,9.263655144e-07,False,-6.752092138e-07,-2.321427095e-07,-6.752092138e-07,1,
recovery_v4_diagnostic_0p80,97,fine_m9_repeat,9,4,medium_out,9.185899999999959e-07,9.201393576e-07,9.208938692e-07,2303.8692000040865,9.270830409e-07,False,8.505775658e-07,8.505775658e-07,8.411460382e-07,1,
recovery_v4_diagnostic_0p80,97,fine_m9_repeat,9,4,dff_ck,9.185899999999959e-07,9.201888755e-07,9.211041113e-07,2514.111300004059,9.271329694e-07,False,3.741507906e-06,3.741507906e-06,2.703188122e-07,1,
recovery_v4_diagnostic_0p80,98,fine_m9_scan,9,5,xor_29,9.285999999999958e-07,9.294235824e-07,9.301862892e-07,1586.2892000042134,9.348655839e-07,False,6.75846313e-07,6.75846313e-07,4.684585594e-07,1,
recovery_v4_diagnostic_0p80,98,fine_m9_scan,9,5,medium_out,9.285999999999958e-07,9.30149126e-07,9.309047895e-07,2304.789500004259,9.355829903e-07,False,6.238827781e-07,6.238827781e-07,6.206058894e-07,1,
recovery_v4_diagnostic_0p80,98,fine_m9_scan,9,5,dff_ck,9.285999999999958e-07,9.301991553e-07,9.311244894e-07,2524.4894000041927,9.356326839e-07,False,3.039580103e-06,3.039580103e-06,1.731706669e-06,1,
recovery_v4_diagnostic_0p80,99,fine_m9_repeat,9,5,xor_29,9.370999999999957e-07,9.379246926e-07,9.386865114e-07,1586.5114000043206,9.448758568e-07,False,-3.248199e-07,-2.836075053e-07,-3.248199e-07,1,
recovery_v4_diagnostic_0p80,99,fine_m9_repeat,9,5,medium_out,9.370999999999957e-07,9.38650494e-07,9.394041735e-07,2304.1735000043536,9.455934967e-07,False,8.089104584e-07,8.126889524e-07,8.089104584e-07,1,
recovery_v4_diagnostic_0p80,99,fine_m9_repeat,9,5,dff_ck,9.370999999999957e-07,9.387002249e-07,9.396237156e-07,2523.715600004393,9.456438686e-07,False,-1.676701648e-06,-5.687762356e-07,-1.676701648e-06,1,
recovery_v4_diagnostic_0p80,100,fine_m9_scan,9,6,xor_29,9.471099999999955e-07,9.479334703e-07,9.486956042e-07,1585.6042000044813,9.533759682e-07,False,-2.767723005e-06,-2.313108439e-06,-2.767723005e-06,1,
recovery_v4_diagnostic_0p80,100,fine_m9_scan,9,6,medium_out,9.471099999999955e-07,9.486589489e-07,9.494144426e-07,2304.442600004451,9.540933556e-07,False,7.734642976e-07,7.734642976e-07,7.57245181e-07,1,
recovery_v4_diagnostic_0p80,100,fine_m9_scan,9,6,dff_ck,9.471099999999955e-07,9.487093776e-07,9.496432765e-07,2533.276500004484,9.541438335e-07,False,8.860330135e-06,8.860330135e-06,2.831113859e-06,1,
recovery_v4_diagnostic_0p80,101,fine_m9_repeat,9,6,xor_29,9.556099999999954e-07,9.564335492e-07,9.57196444e-07,1586.4440000045208,9.633850797e-07,False,-4.166237326e-06,-4.166237326e-06,-5.96025125e-06,1,
recovery_v4_diagnostic_0p80,101,fine_m9_repeat,9,6,medium_out,9.556099999999954e-07,9.571593523e-07,9.579152855e-07,2305.2855000045756,9.64102194e-07,False,8.497013716e-07,8.497013716e-07,6.788743211e-07,1,
recovery_v4_diagnostic_0p80,101,fine_m9_repeat,9,6,dff_ck,9.556099999999954e-07,9.572096872e-07,9.581446734e-07,2534.6734000046067,9.641532781e-07,False,9.615204161e-07,2.170615411e-06,9.615204161e-07,1,
recovery_v4_diagnostic_0p80,102,fine_m9_scan,9,7,xor_29,9.656199999999954e-07,9.664435194e-07,9.672066934e-07,1586.6934000045571,9.718858653e-07,False,-8.562290794e-06,-8.562290794e-06,-8.564201733e-06,1,
recovery_v4_diagnostic_0p80,102,fine_m9_scan,9,7,medium_out,9.656199999999954e-07,9.671689396e-07,9.67924339e-07,2304.3390000045833,9.726035637e-07,False,3.961790527e-07,3.961790527e-07,3.942894717e-07,1,
recovery_v4_diagnostic_0p80,102,fine_m9_scan,9,7,dff_ck,9.656199999999954e-07,9.672205228e-07,9.68165822e-07,2545.8220000046235,9.726545722e-07,False,4.352239345e-06,4.352239345e-06,4.347597877e-06,1,
recovery_v4_diagnostic_0p80,103,fine_m9_repeat,9,7,xor_29,9.741199999999954e-07,9.749435372e-07,9.757057003e-07,1585.7003000045863,9.818955144e-07,False,-5.464836655e-08,-5.464836655e-08,-1.825598358e-07,1,
recovery_v4_diagnostic_0p80,103,fine_m9_repeat,9,7,medium_out,9.741199999999954e-07,9.756693125e-07,9.764239995e-07,2303.9995000045697,9.826130396e-07,False,-3.400203972e-08,2.828171429e-08,-3.400203972e-08,1,
recovery_v4_diagnostic_0p80,103,fine_m9_repeat,9,7,dff_ck,9.741199999999954e-07,9.757203957e-07,9.76662994e-07,2542.9940000045294,9.826649424e-07,False,9.155389169e-07,1.330014906e-06,9.155389169e-07,1,
recovery_v4_diagnostic_0p80,104,fine_m9_scan,9,8,xor_29,9.841299999999954e-07,9.849543964e-07,9.85716631e-07,1586.6310000046697,9.903961228e-07,False,6.264860984e-07,6.689046104e-07,6.264860984e-07,1,
recovery_v4_diagnostic_0p80,104,fine_m9_scan,9,8,medium_out,9.841299999999954e-07,9.856804945e-07,9.864351e-07,2305.100000004697,9.911131676e-07,False,6.887695895e-07,6.987280226e-07,6.887695895e-07,1,
recovery_v4_diagnostic_0p80,104,fine_m9_scan,9,8,dff_ck,9.841299999999954e-07,9.857321397e-07,9.866832235e-07,2553.223500004632,9.911649967e-07,False,3.370520466e-06,3.370520466e-06,-5.656245669e-07,1,
recovery_v4_diagnostic_0p80,105,fine_m9_repeat,9,8,xor_29,9.926299999999954e-07,9.934541333e-07,9.942162469e-07,1586.2469000046844,1.000405172e-06,False,-2.865576384e-08,-2.865576384e-08,-2.624855363e-07,1,
recovery_v4_diagnostic_0p80,105,fine_m9_repeat,9,8,medium_out,9.926299999999954e-07,9.941797185e-07,9.949356368e-07,2305.636800004696,1.001122889e-06,False,-3.788852957e-08,3.352933818e-08,-3.788852957e-08,1,
recovery_v4_diagnostic_0p80,105,fine_m9_repeat,9,8,dff_ck,9.926299999999954e-07,9.942315426e-07,9.951836844e-07,2553.6844000046417,1.001175488e-06,False,1.002571297e-06,1.514378253e-06,1.002571297e-06,1,
recovery_v4_diagnostic_0p80,106,fine_m9_scan,9,9,xor_29,1.0026399999999953e-06,1.003463846e-06,1.004225637e-06,1585.6370000046638,1.008905502e-06,False,-9.291810462e-08,-9.291810462e-08,-1.843911249e-07,1,
recovery_v4_diagnostic_0p80,106,fine_m9_scan,9,9,medium_out,1.0026399999999953e-06,1.004189516e-06,1.004944233e-06,2304.233000004622,1.009622451e-06,False,7.944403905e-07,7.944403905e-07,7.142718308e-07,1,
recovery_v4_diagnostic_0p80,106,fine_m9_scan,9,9,dff_ck,1.0026399999999953e-06,1.00424199e-06,1.005204592e-06,2564.592000004737,1.009674873e-06,False,4.927738595e-06,4.927738595e-06,3.545904257e-06,1,
recovery_v4_diagnostic_0p80,107,fine_m9_repeat,9,9,xor_29,1.0111399999999953e-06,1.011964141e-06,1.012726124e-06,1586.1240000046305,1.018915919e-06,False,-3.996099169e-07,3.208605953e-07,-3.996099169e-07,1,
recovery_v4_diagnostic_0p80,107,fine_m9_repeat,9,9,medium_out,1.0111399999999953e-06,1.012690119e-06,1.013444538e-06,2304.5380000047758,1.019633298e-06,False,5.503255646e-07,6.721985267e-07,5.503255646e-07,1,
recovery_v4_diagnostic_0p80,107,fine_m9_repeat,9,9,dff_ck,1.0111399999999953e-06,1.01274247e-06,1.013703333e-06,2563.333000004723,1.019686554e-06,False,3.525258561e-06,3.525258561e-06,2.285978145e-06,1,
recovery_v4_diagnostic_0p80,108,fine_m9_scan,9,10,xor_29,1.0211499999999953e-06,1.021973154e-06,1.02273656e-06,1586.5600000047298,1.027415835e-06,False,1.926774772e-07,1.926774772e-07,1.331291326e-07,1,
recovery_v4_diagnostic_0p80,108,fine_m9_scan,9,10,medium_out,1.0211499999999953e-06,1.022699336e-06,1.023455162e-06,2305.16200000471,1.028133219e-06,False,7.770120668e-07,7.918025252e-07,7.770120668e-07,1,
recovery_v4_diagnostic_0p80,108,fine_m9_scan,9,10,dff_ck,1.0211499999999953e-06,1.022752316e-06,1.023723409e-06,2573.4090000046394,1.028186424e-06,False,-5.880080922e-06,7.30902236e-07,-5.880080922e-06,1,
recovery_v4_diagnostic_0p80,109,fine_m9_repeat,9,10,xor_29,1.0296499999999953e-06,1.030474214e-06,1.031236834e-06,1586.8340000046649,,False,7.588938324e-07,7.588938324e-07,5.934779346e-07,1,
recovery_v4_diagnostic_0p80,109,fine_m9_repeat,9,10,medium_out,1.0296499999999953e-06,1.031199956e-06,1.031956815e-06,2306.815000004671,,False,6.33690709e-07,6.33690709e-07,6.320154674e-07,1,
recovery_v4_diagnostic_0p80,109,fine_m9_repeat,9,10,dff_ck,1.0296499999999953e-06,1.031253038e-06,1.032225046e-06,2575.046000004754,,False,3.655060241e-06,3.913574589e-06,3.655060241e-06,1,
