episode_id,group,condition,probe_index,node,rise10_s,rise50_s,fall10_s,fall50_s,quiet_peak_v,valid
G1,G,ascending,47,x10,4.678825648e-07,4.678895739e-07,4.687011729e-07,4.686936164e-07,0.8436760329,1
G1,G,ascending,47,my6,4.680463432e-07,4.68055134e-07,4.688834627e-07,4.688742806e-07,0.8252404184,1
G1,G,ascending,47,my7,4.680052372e-07,4.6801396e-07,4.688378265e-07,4.688288027e-07,0.8250375739,1
G1,G,ascending,47,my8,4.679643684e-07,4.679729625e-07,4.687926703e-07,4.687831712e-07,0.8252806407,1
G1,G,ascending,47,my9,4.679229595e-07,4.67931731e-07,4.68746867e-07,4.687375516e-07,0.8265017312,1
G1,G,ascending,47,medium_out,4.68293442e-07,4.683018591e-07,4.691593021e-07,4.691494892e-07,0.8251283774,1
G2,G,descending,48,x7,4.791748856e-07,4.791819891e-07,4.799880705e-07,4.799798187e-07,0.8438641519,1
G2,G,descending,48,x8,4.792006557e-07,4.792076157e-07,4.800158224e-07,4.800075254e-07,0.8436797394,1
G2,G,descending,48,x9,4.792263803e-07,4.792334125e-07,4.800435331e-07,4.80035474e-07,0.844169103,1
G2,G,descending,48,x10,4.79252214e-07,4.792593234e-07,4.800713894e-07,4.800633075e-07,0.8439321736,1
G2,G,descending,48,my6,4.794161565e-07,4.794248757e-07,4.802530909e-07,4.802438632e-07,0.825417222,1
G2,G,descending,48,my7,4.793748205e-07,4.793837359e-07,4.802075654e-07,4.801983092e-07,0.8250396202,1
G2,G,descending,48,my8,4.793337632e-07,4.793426793e-07,4.801618791e-07,4.801528734e-07,0.8250045046,1
G2,G,descending,48,my9,4.792923562e-07,4.793014388e-07,4.801165705e-07,4.801073029e-07,0.8266978383,1
G2,G,descending,48,medium_out,4.796627491e-07,4.796714468e-07,4.80527709e-07,4.805173186e-07,0.8245618291,1
G2,G,descending,49,x7,4.868751314e-07,4.868821547e-07,4.876876916e-07,4.876798769e-07,0.8402643541,1
G2,G,descending,49,x8,4.869006738e-07,4.869080693e-07,4.877155071e-07,4.877077034e-07,0.8376428145,1
G2,G,descending,49,x9,4.869265216e-07,4.86933706e-07,4.877432975e-07,4.877358233e-07,0.8386394474,1
G2,G,descending,49,x10,4.869521868e-07,4.86959096e-07,4.877715025e-07,4.877634378e-07,0.8364582912,1
G2,G,descending,49,my6,4.870492876e-07,4.870581323e-07,4.878795958e-07,4.878703531e-07,0.8252232469,1
G2,G,descending,49,my7,4.870081539e-07,4.870170678e-07,4.878340568e-07,4.878247492e-07,0.8251526435,1
G2,G,descending,49,my8,4.869670596e-07,4.869758666e-07,4.877885684e-07,4.877794492e-07,0.8261238689,1
G2,G,descending,49,my9,4.869924046e-07,4.870012507e-07,4.878167587e-07,4.878070594e-07,0.8263359441,1
G2,G,descending,49,medium_out,4.872963642e-07,4.873050284e-07,4.881532519e-07,4.881439846e-07,0.8250921464,1
G2,G,descending,50,x7,4.945752168e-07,4.945823972e-07,4.953889098e-07,4.953811261e-07,0.8341432603,1
G2,G,descending,50,x8,4.946013178e-07,4.946082335e-07,4.954166848e-07,4.954092595e-07,0.8390992257,1
G2,G,descending,50,x9,4.946267407e-07,4.946337578e-07,4.954449288e-07,4.954368219e-07,0.8371818625,1
G2,G,descending,50,x10,4.946522909e-07,4.946593669e-07,4.954719272e-07,4.954641006e-07,0.8434287047,1
G2,G,descending,50,my6,4.946828888e-07,4.946917804e-07,4.955074799e-07,4.954981592e-07,0.8251741738,1
G2,G,descending,50,my7,4.946415572e-07,4.946505149e-07,4.954619452e-07,4.954528544e-07,0.8261320503,1
G2,G,descending,50,my8,4.946670724e-07,4.946758345e-07,4.954902e-07,4.954804905e-07,0.8263221116,1
G2,G,descending,50,my9,4.94692393e-07,4.947012307e-07,4.955176949e-07,4.95508072e-07,0.8264275106,1
G2,G,descending,50,medium_out,4.949295406e-07,4.949383821e-07,4.957805849e-07,4.957716904e-07,0.8253037764,1
B1R,B,m7_to_m8_2p7,51,x7,5.05904483e-07,5.0591165e-07,5.067183702e-07,5.067103467e-07,0.8387364845,1
B1R,B,m7_to_m8_2p7,51,x8,5.05930238e-07,5.059374085e-07,5.067459028e-07,5.067380214e-07,0.8415977307,1
B1R,B,m7_to_m8_2p7,51,x9,5.059557388e-07,5.059628671e-07,5.067739092e-07,5.067657749e-07,0.8449704015,1
B1R,B,m7_to_m8_2p7,51,x10,5.059814091e-07,5.059884574e-07,5.068015242e-07,5.067935969e-07,0.8463247959,1
B1R,B,m7_to_m8_2p7,51,my6,5.060119882e-07,5.060206177e-07,5.068370843e-07,5.068275435e-07,0.8247066977,1
B1R,B,m7_to_m8_2p7,51,my7,5.059707337e-07,5.059794781e-07,5.067910524e-07,5.067819887e-07,0.8265544564,1
B1R,B,m7_to_m8_2p7,51,my8,5.059960577e-07,5.060050199e-07,5.068193844e-07,5.068096624e-07,0.8261044286,1
B1R,B,m7_to_m8_2p7,51,my9,5.060218152e-07,5.060305684e-07,5.068470426e-07,5.068373763e-07,0.8266327944,1
B1R,B,m7_to_m8_2p7,51,medium_out,5.062585945e-07,5.062670111e-07,5.071113446e-07,5.071011596e-07,0.8236797066,1
B1R,B,m7_to_m8_2p7,52,x7,5.136046494e-07,5.13611696e-07,5.144182235e-07,5.144098917e-07,0.8443948947,1
B1R,B,m7_to_m8_2p7,52,x8,5.136304976e-07,5.136375769e-07,5.144458387e-07,5.144377962e-07,0.843898514,1
B1R,B,m7_to_m8_2p7,52,x9,5.13656223e-07,5.136634279e-07,5.144737121e-07,5.14465638e-07,0.8437632735,1
B1R,B,m7_to_m8_2p7,52,x10,5.136820276e-07,5.136889465e-07,5.145010782e-07,5.144935058e-07,0.8448145756,1
B1R,B,m7_to_m8_2p7,52,my6,5.137789097e-07,5.137877827e-07,5.146098192e-07,5.146005362e-07,0.8250526551,1
B1R,B,m7_to_m8_2p7,52,my7,5.137378806e-07,5.137467207e-07,5.145642006e-07,5.145551143e-07,0.8249097149,1
B1R,B,m7_to_m8_2p7,52,my8,5.136966079e-07,5.137055942e-07,5.145186822e-07,5.145095834e-07,0.8263706158,1
B1R,B,m7_to_m8_2p7,52,my9,5.137221768e-07,5.137311267e-07,5.145472347e-07,5.145371481e-07,0.8264261524,1
B1R,B,m7_to_m8_2p7,52,medium_out,5.140256855e-07,5.140343414e-07,5.148845461e-07,5.148748858e-07,0.8240815187,1
B2R,B,m9_to_m8_2p7,53,x7,5.249647774e-07,5.249719368e-07,5.25778498e-07,5.257706119e-07,0.8428931055,1
B2R,B,m9_to_m8_2p7,53,x8,5.249903424e-07,5.249975279e-07,5.258063712e-07,5.257984164e-07,0.8400927228,1
B2R,B,m9_to_m8_2p7,53,x9,5.250163289e-07,5.25023408e-07,5.258341285e-07,5.258260419e-07,0.840879316,1
B2R,B,m9_to_m8_2p7,53,x10,5.250418742e-07,5.250491269e-07,5.258618667e-07,5.258541408e-07,0.844066801,1
B2R,B,m9_to_m8_2p7,53,my6,5.252057514e-07,5.252145434e-07,5.260436922e-07,5.260344569e-07,0.8255127031,1
B2R,B,m9_to_m8_2p7,53,my7,5.251646426e-07,5.251735396e-07,5.259981423e-07,5.259888485e-07,0.8252597075,1
B2R,B,m9_to_m8_2p7,53,my8,5.251235937e-07,5.251323974e-07,5.259525488e-07,5.259432057e-07,0.8252456281,1
B2R,B,m9_to_m8_2p7,53,my9,5.250822632e-07,5.25091122e-07,5.259068339e-07,5.258978722e-07,0.8261847108,1
B2R,B,m9_to_m8_2p7,53,medium_out,5.254527319e-07,5.254613164e-07,5.263177839e-07,5.263087776e-07,0.8253539511,1
B2R,B,m9_to_m8_2p7,54,x7,5.326651397e-07,5.326722562e-07,5.334789508e-07,5.334709117e-07,0.8426297983,1
B2R,B,m9_to_m8_2p7,54,x8,5.326910397e-07,5.326981153e-07,5.335067205e-07,5.33498749e-07,0.8416867823,1
B2R,B,m9_to_m8_2p7,54,x9,5.327167955e-07,5.327239019e-07,5.335339554e-07,5.335264167e-07,0.8410187989,1
B2R,B,m9_to_m8_2p7,54,x10,5.32742446e-07,5.32749397e-07,5.335618053e-07,5.335539715e-07,0.8357846114,1
B2R,B,m9_to_m8_2p7,54,my6,5.328393779e-07,5.328481312e-07,5.336706975e-07,5.336616098e-07,0.8250843872,1
B2R,B,m9_to_m8_2p7,54,my7,5.327980956e-07,5.328069761e-07,5.336255221e-07,5.336159752e-07,0.8254166054,1
B2R,B,m9_to_m8_2p7,54,my8,5.327569778e-07,5.327660245e-07,5.335797384e-07,5.335703524e-07,0.8265152854,1
B2R,B,m9_to_m8_2p7,54,my9,5.327827425e-07,5.327915026e-07,5.336075797e-07,5.335978822e-07,0.8265436395,1
B2R,B,m9_to_m8_2p7,54,medium_out,5.330861671e-07,5.330947194e-07,5.339442328e-07,5.339350852e-07,0.8239734701,1
A4,A,isolated_m8,55,x7,5.458144013e-07,5.458216004e-07,5.466273454e-07,5.466194777e-07,0.8354549986,1
A4,A,isolated_m8,55,x8,5.458400729e-07,5.458474776e-07,5.466550162e-07,5.466469384e-07,0.8402495246,1
A4,A,isolated_m8,55,x9,5.458660631e-07,5.458731588e-07,5.46682689e-07,5.466748927e-07,0.8421162548,1
A4,A,isolated_m8,55,x10,5.458912558e-07,5.458984631e-07,5.467105767e-07,5.467023642e-07,0.8419922315,1
A4,A,isolated_m8,55,my6,5.459889132e-07,5.459976127e-07,5.468189021e-07,5.468096114e-07,0.8252527596,1
A4,A,isolated_m8,55,my7,5.45947811e-07,5.459565501e-07,5.467733112e-07,5.467639658e-07,0.8252222319,1
A4,A,isolated_m8,55,my8,5.459063962e-07,5.45915465e-07,5.467276546e-07,5.467186451e-07,0.8264659626,1
A4,A,isolated_m8,55,my9,5.459318934e-07,5.459405939e-07,5.467560955e-07,5.467463676e-07,0.8263818424,1
A4,A,isolated_m8,55,medium_out,5.462356506e-07,5.462442114e-07,5.470925444e-07,5.470832593e-07,0.8247584788,1
