scenario_id,baseline_vdd_v,margin_level,M_det,F_det,DeltaV_mv,Vdroop_v,t_fall_ps,t_hold_ps,t_rise_ps,phase_ps,actual_min_vdd_v,t_xor_rise_s,t_xor_fall_s,t_ck_rise_s,t_ck_rise_2_s,W_xor_ps,D_ref_ps,R_ps,q_sample_1_v,q_sample_2_v,vdd_at_q_sample_1_v,vdd_at_q_sample_2_v,q_sample_1_ratio,q_sample_2_ratio,q_final,q_state,active_ck_edge_count,recovery_max_ratio,valid,reason,completion_status,scenario_path,deck_sha256,source_hash,search_stage,point_label,representative_phase_ps,anomaly
t0__b0p95__L3__dv140p0__h1000p0__pm450p0__2fdbe00e8b7efaf4fd93,0.95,L3,5,9,140.0,0.81,1.0,1000.0,1.0,-450.0,0.81,2.191827668e-09,2.620624078e-09,2.618495459e-09,5.485232491e-09,428.7964099999999,426.66779099999974,2.1286190000001852,-1.349068869e-06,-2.128108383e-07,0.95,0.95,-1.4200724936842106e-06,-2.2401140873684212e-07,0,stable_low,1,2.6559530530864197e-06,1,,PASS,/home/zhupl25/chiplet_side_channel/chiplet_gds_data/power_macro/delay_chain/ftc/runs/t0_transient_droop/r242/scenarios/t0__b0p95__L3__dv140p0__h1000p0__pm450p0__2fdbe00e8b7efaf4fd93,b113eec6ce696376f403d47bfbed6f52088c93ab73d964e6f3879ebba16862af,8990a002c0a888cec518799b3c75029b0536557fb43097a8ebf23117e094f1b3,coarse,first_q1_minus_20mV,-450.0,
t0__b0p95__L3__dv140p0__h3000p0__pm450p0__c3ecebcb657644abec15,0.95,L3,5,9,140.0,0.81,1.0,3000.0,1.0,-450.0,0.81,2.267012874e-09,3.004440567e-09,2.867759787e-09,5.484886881e-09,737.4276929999999,600.7469130000002,136.6807799999997,0.8099901259,0.8099996161,0.81,0.81,0.9999878097530863,0.9999995260493827,1,stable_high,1,2.387303443209876e-06,1,,PASS,/home/zhupl25/chiplet_side_channel/chiplet_gds_data/power_macro/delay_chain/ftc/runs/t0_transient_droop/r243/scenarios/t0__b0p95__L3__dv140p0__h3000p0__pm450p0__c3ecebcb657644abec15,f36052a86f689336df1f7e2786e95a612d814b49798fecb55a224f373d984495,8990a002c0a888cec518799b3c75029b0536557fb43097a8ebf23117e094f1b3,coarse,first_q1_minus_20mV,-450.0,
t0__b0p95__L3__dv140p0__h2000p0__pm450p0__b8b08a6bfb5b2015b7e0,0.95,L3,5,9,140.0,0.81,1.0,2000.0,1.0,-450.0,0.81,2.267012874e-09,3.004440567e-09,2.867759787e-09,5.484793183e-09,737.4276929999999,600.7469130000002,136.6807799999997,0.9499996554,0.949999682,0.95,0.95,0.9999996372631579,0.9999996652631579,1,stable_high,1,1.3900052901234567e-06,1,,PASS,/home/zhupl25/chiplet_side_channel/chiplet_gds_data/power_macro/delay_chain/ftc/runs/t0_transient_droop/r244/scenarios/t0__b0p95__L3__dv140p0__h2000p0__pm450p0__b8b08a6bfb5b2015b7e0,ad5d1926fb8675764e5221fff9a7182449f0a6a6ce158559e74af06e45dbebae,8990a002c0a888cec518799b3c75029b0536557fb43097a8ebf23117e094f1b3,refine,first_q1_minus_20mV,-450.0,
t0__b0p95__L3__dv140p0__h1500p0__pm450p0__c8bdff64861ee62031de,0.95,L3,5,9,140.0,0.81,1.0,1500.0,1.0,-450.0,0.81,2.267012874e-09,2.819776772e-09,2.783295645e-09,5.484843551e-09,552.7638980000002,516.282771,36.48112700000013,-4.777334551e-08,4.690914993e-07,0.95,0.95,-5.028773211578948e-08,4.937805255789475e-07,0,stable_low,1,2.2524205901234565e-06,1,,PASS,/home/zhupl25/chiplet_side_channel/chiplet_gds_data/power_macro/delay_chain/ftc/runs/t0_transient_droop/r245/scenarios/t0__b0p95__L3__dv140p0__h1500p0__pm450p0__c8bdff64861ee62031de,8e3f31d19d413b8900527dba33a2b3a5feeb5bd8ca24930f9cd62df72fc3d3d8,8990a002c0a888cec518799b3c75029b0536557fb43097a8ebf23117e094f1b3,refine,first_q1_minus_20mV,-450.0,
t0__b0p95__L3__dv140p0__h1750p0__pm450p0__f76b131c9de568175ee8,0.95,L3,5,9,140.0,0.81,1.0,1750.0,1.0,-450.0,0.81,2.267012874e-09,2.9188343e-09,2.849945222e-09,5.484640804e-09,651.8214260000001,582.9323480000002,68.88907799999993,0.9499997376,0.9499996793,0.95,0.95,0.9999997237894738,0.9999996624210526,1,stable_high,1,4.4939763e-06,1,,PASS,/home/zhupl25/chiplet_side_channel/chiplet_gds_data/power_macro/delay_chain/ftc/runs/t0_transient_droop/r246/scenarios/t0__b0p95__L3__dv140p0__h1750p0__pm450p0__f76b131c9de568175ee8,f186ac9156c7dc8ff1ffc34a2e2b0654ac1cb6eb170603a7e39e30d8c1dc15ee,8990a002c0a888cec518799b3c75029b0536557fb43097a8ebf23117e094f1b3,refine,first_q1_minus_20mV,-450.0,
t0__b0p95__L3__dv140p0__h1625p0__pm450p0__5c888ac81c5767d3c660,0.95,L3,5,9,140.0,0.81,1.0,1625.0,1.0,-450.0,0.81,2.267012874e-09,2.86908698e-09,2.810396385e-09,5.484665627e-09,602.0741059999999,543.3835110000001,58.6905949999998,0.9499996964,0.9499997001,0.95,0.95,0.9999996804210527,0.9999996843157896,1,stable_high,1,2.5606231037037037e-06,1,,PASS,/home/zhupl25/chiplet_side_channel/chiplet_gds_data/power_macro/delay_chain/ftc/runs/t0_transient_droop/r247/scenarios/t0__b0p95__L3__dv140p0__h1625p0__pm450p0__5c888ac81c5767d3c660,2bc222c5254a83e239f0e3fc088c4374e2295b26ce82726bfea6dad33bdd9144,8990a002c0a888cec518799b3c75029b0536557fb43097a8ebf23117e094f1b3,refine,first_q1_minus_20mV,-450.0,
t0__b0p95__L3__dv140p0__h1562p0__pm450p0__af21b7dbfe8e5127aedf,0.95,L3,5,9,140.0,0.81,1.0,1562.0,1.0,-450.0,0.81,2.267012874e-09,2.843484529e-09,2.800937347e-09,5.484842752e-09,576.4716550000002,533.924473,42.547182000000134,-2.179560703e-07,5.558545112e-07,0.95,0.95,-2.2942744242105264e-07,5.851100117894738e-07,0,stable_low,1,1.999419111111111e-06,1,,PASS,/home/zhupl25/chiplet_side_channel/chiplet_gds_data/power_macro/delay_chain/ftc/runs/t0_transient_droop/r248/scenarios/t0__b0p95__L3__dv140p0__h1562p0__pm450p0__af21b7dbfe8e5127aedf,695800e0374f17cdb01138772ea9db3c4648479728264b24691d2d9c54d130a1,8990a002c0a888cec518799b3c75029b0536557fb43097a8ebf23117e094f1b3,refine,first_q1_minus_20mV,-450.0,
t0__b0p95__L3__dv140p0__h1594p0__pm450p0__4c0f8dad3b93bac7f401,0.95,L3,5,9,140.0,0.81,1.0,1594.0,1.0,-450.0,0.81,2.267012874e-09,2.856712307e-09,2.807300198e-09,5.484789408e-09,589.6994329999999,540.2873240000002,49.412108999999646,0.9499996948,0.9499997088,0.95,0.95,0.9999996787368421,0.9999996934736842,1,stable_high,1,2.5450198074074073e-06,1,,PASS,/home/zhupl25/chiplet_side_channel/chiplet_gds_data/power_macro/delay_chain/ftc/runs/t0_transient_droop/r249/scenarios/t0__b0p95__L3__dv140p0__h1594p0__pm450p0__4c0f8dad3b93bac7f401,a8df7377f92c0d851a6b7630b72bc6d7a063462b3e9cbe94f26a381892d4f77a,8990a002c0a888cec518799b3c75029b0536557fb43097a8ebf23117e094f1b3,refine,first_q1_minus_20mV,-450.0,
t0__b0p95__L3__dv140p0__h1578p0__pm450p0__32756c9c6f0471f91d20,0.95,L3,5,9,140.0,0.81,1.0,1578.0,1.0,-450.0,0.81,2.267012874e-09,2.850622342e-09,2.804100905e-09,5.484783504e-09,583.6094680000002,537.0880310000001,46.521437000000105,0.9499996918,0.949999711,0.95,0.95,0.9999996755789474,0.9999996957894738,1,stable_high,1,2.54651889382716e-06,1,,PASS,/home/zhupl25/chiplet_side_channel/chiplet_gds_data/power_macro/delay_chain/ftc/runs/t0_transient_droop/r250/scenarios/t0__b0p95__L3__dv140p0__h1578p0__pm450p0__32756c9c6f0471f91d20,31ddc37350bffd1c9761e673dea5ae0f05b26f10aee40158818638f7eafaed9e,8990a002c0a888cec518799b3c75029b0536557fb43097a8ebf23117e094f1b3,refine,first_q1_minus_20mV,-450.0,
t0__b1p1__L1__dv80p0__h1p0__pm500p0__a1e46e79e6911de51e95,1.1,L1,2,10,80.0,1.02,1.0,1.0,1.0,-500.0,1.02,1.896899886e-09,2.136543646e-09,2.139285459e-09,5.162120077e-09,239.64376000000001,242.38557299999997,-2.7418129999999508,1.151070313e-07,1.015219434e-07,1.1,1.1,1.0464275572727272e-07,9.22926758181818e-08,0,stable_low,1,3.272382395098039e-06,1,,PASS,/home/zhupl25/chiplet_side_channel/chiplet_gds_data/power_macro/delay_chain/ftc/runs/t0_transient_droop/r251/scenarios/t0__b1p1__L1__dv80p0__h1p0__pm500p0__a1e46e79e6911de51e95,6524e7884b56e18ad74fd3bbbb71e52c86d954cb628af1e1d3d728f7a2d45fcc,8990a002c0a888cec518799b3c75029b0536557fb43097a8ebf23117e094f1b3,coarse,last_q0_control,-500.0,
t0__b1p1__L1__dv80p0__h10p0__pm500p0__3a862acca3590f6e2175,1.1,L1,2,10,80.0,1.02,1.0,10.0,1.0,-500.0,1.02,1.896666895e-09,2.136190298e-09,2.139066858e-09,5.161616758e-09,239.5234029999999,242.39996299999976,-2.87655999999987,1.461923836e-07,1.168729167e-07,1.1,1.1,1.329021669090909e-07,1.0624810609090908e-07,0,stable_low,1,2.294406281372549e-06,1,,PASS,/home/zhupl25/chiplet_side_channel/chiplet_gds_data/power_macro/delay_chain/ftc/runs/t0_transient_droop/r252/scenarios/t0__b1p1__L1__dv80p0__h10p0__pm500p0__3a862acca3590f6e2175,acb4504a6d42e3b5a4959c4dd86165754a6f00a3ab16749fb6ee05dd9c9c1ae1,8990a002c0a888cec518799b3c75029b0536557fb43097a8ebf23117e094f1b3,coarse,last_q0_control,-500.0,
t0__b1p1__L1__dv80p0__h100p0__pm500p0__1990f49e6962e45f8945,1.1,L1,2,10,80.0,1.02,1.0,100.0,1.0,-500.0,1.02,1.896599858e-09,2.136323244e-09,2.138972604e-09,5.162132377e-09,239.7233859999999,242.37274599999972,-2.649359999999831,1.06648243e-07,1.226551464e-07,1.1,1.1,9.695294818181817e-08,1.1150467854545453e-07,0,stable_low,1,3.3915347490196078e-06,1,,PASS,/home/zhupl25/chiplet_side_channel/chiplet_gds_data/power_macro/delay_chain/ftc/runs/t0_transient_droop/r253/scenarios/t0__b1p1__L1__dv80p0__h100p0__pm500p0__1990f49e6962e45f8945,d0e52e0c44c876130784869c93ee7ebb54bfb9c3fa9b0d83a472575f42c66b4d,8990a002c0a888cec518799b3c75029b0536557fb43097a8ebf23117e094f1b3,coarse,last_q0_control,-500.0,
t0__b1p1__L1__dv80p0__h1000p0__pm500p0__eb636b59218555a88cea,1.1,L1,2,10,80.0,1.02,1.0,1000.0,1.0,-500.0,1.02,1.953679212e-09,2.212842433e-09,2.200884539e-09,5.161876204e-09,259.1632209999998,247.20532700000007,11.957893999999726,4.690662696e-08,1.324931762e-07,1.1,1.1,4.2642388145454546e-08,1.20448342e-07,0,stable_low,1,3.2781214549019606e-06,1,,PASS,/home/zhupl25/chiplet_side_channel/chiplet_gds_data/power_macro/delay_chain/ftc/runs/t0_transient_droop/r254/scenarios/t0__b1p1__L1__dv80p0__h1000p0__pm500p0__eb636b59218555a88cea,0fdc11159f3a335f18a00e5c1d6083074dc3f9f5c803b1d723e0993b62767c42,8990a002c0a888cec518799b3c75029b0536557fb43097a8ebf23117e094f1b3,coarse,last_q0_control,-500.0,
t0__b1p1__L1__dv80p0__h3000p0__pm500p0__2e219eac5565d465c1cb,1.1,L1,2,10,80.0,1.02,1.0,3000.0,1.0,-500.0,1.02,1.953679212e-09,2.253386402e-09,2.22406856e-09,5.161775582e-09,299.7071900000001,270.3893479999998,29.31784200000027,1.743996994e-07,8.884166051e-08,1.02,1.02,1.709800974509804e-07,8.709966716666666e-08,0,stable_low,1,3.0376857039215685e-06,1,,PASS,/home/zhupl25/chiplet_side_channel/chiplet_gds_data/power_macro/delay_chain/ftc/runs/t0_transient_droop/r255/scenarios/t0__b1p1__L1__dv80p0__h3000p0__pm500p0__2e219eac5565d465c1cb,c369011300aff43b7ed3c9bd42d619803a1dee9b1b17f839a22a3e7546483250,8990a002c0a888cec518799b3c75029b0536557fb43097a8ebf23117e094f1b3,coarse,last_q0_control,-500.0,
t0__b1p1__L1__dv90p0__h1p0__pm500p0__e0ec21f441c2d3a37fb2,1.1,L1,2,10,90.0,1.01,1.0,1.0,1.0,-500.0,1.01,1.896933103e-09,2.136694958e-09,2.139301579e-09,5.161919252e-09,239.76185499999968,242.36847599999993,-2.6066210000002457,2.220358513e-07,1.666646971e-07,1.1,1.1,2.018507739090909e-07,1.5151336099999997e-07,0,stable_low,1,2.543200233663366e-06,1,,PASS,/home/zhupl25/chiplet_side_channel/chiplet_gds_data/power_macro/delay_chain/ftc/runs/t0_transient_droop/r256/scenarios/t0__b1p1__L1__dv90p0__h1p0__pm500p0__e0ec21f441c2d3a37fb2,e3fb7ca65455f92b1f3db4a3f36a444eeccded49fe7daf63dda6d9a882a43e96,8990a002c0a888cec518799b3c75029b0536557fb43097a8ebf23117e094f1b3,coarse,first_q1_anchor,-500.0,
t0__b1p1__L1__dv90p0__h10p0__pm500p0__2347786cddefc02e420a,1.1,L1,2,10,90.0,1.01,1.0,10.0,1.0,-500.0,1.01,1.896666894e-09,2.136190305e-09,2.139066885e-09,5.16190537e-09,239.52341099999984,242.3999909999998,-2.8765799999999615,1.461923622e-07,1.168729404e-07,1.1,1.1,1.3290214745454545e-07,1.0624812763636363e-07,0,stable_low,1,2.5662902079207918e-06,1,,PASS,/home/zhupl25/chiplet_side_channel/chiplet_gds_data/power_macro/delay_chain/ftc/runs/t0_transient_droop/r257/scenarios/t0__b1p1__L1__dv90p0__h10p0__pm500p0__2347786cddefc02e420a,7cfb913ffdcd62d57bc5e5ee1c3f6fc5bc46eb4d8497818c737d7a698f0789a3,8990a002c0a888cec518799b3c75029b0536557fb43097a8ebf23117e094f1b3,coarse,first_q1_anchor,-500.0,
t0__b1p1__L1__dv90p0__h100p0__pm500p0__0d8488ce7542d4e2bea5,1.1,L1,2,10,90.0,1.01,1.0,100.0,1.0,-500.0,1.01,1.896811527e-09,2.136606552e-09,2.139184024e-09,5.161770292e-09,239.795025,242.37249699999978,-2.577471999999773,1.627507591e-07,1.503769902e-07,1.1,1.1,1.4795523554545453e-07,1.3670635472727273e-07,0,stable_low,1,2.3312561524752475e-06,1,,PASS,/home/zhupl25/chiplet_side_channel/chiplet_gds_data/power_macro/delay_chain/ftc/runs/t0_transient_droop/r258/scenarios/t0__b1p1__L1__dv90p0__h100p0__pm500p0__0d8488ce7542d4e2bea5,03704560a8e87061c391726c17f30050d0b34a45da72708f05394366d39e7e2e,8990a002c0a888cec518799b3c75029b0536557fb43097a8ebf23117e094f1b3,coarse,first_q1_anchor,-500.0,
t0__b1p1__L1__dv90p0__h1000p0__pm500p0__0455447ca37d5587eb31,1.1,L1,2,10,90.0,1.01,1.0,1000.0,1.0,-500.0,1.01,1.962109377e-09,2.222688448e-09,2.208830468e-09,5.161769817e-09,260.5790709999999,246.721091,13.857979999999884,1.740289441e-07,1.344526941e-07,1.1,1.1,1.5820813099999998e-07,1.222297219090909e-07,0,stable_low,1,2.2339871267326736e-06,1,,PASS,/home/zhupl25/chiplet_side_channel/chiplet_gds_data/power_macro/delay_chain/ftc/runs/t0_transient_droop/r259/scenarios/t0__b1p1__L1__dv90p0__h1000p0__pm500p0__0455447ca37d5587eb31,91c73c58e4b1c3ff2a7a389d936c2d60a1875e11fdca256ac12718b231521688,8990a002c0a888cec518799b3c75029b0536557fb43097a8ebf23117e094f1b3,coarse,first_q1_anchor,-500.0,
t0__b1p1__L1__dv90p0__h3000p0__pm500p0__1617b6ac79b58ced88e9,1.1,L1,2,10,90.0,1.01,1.0,3000.0,1.0,-500.0,1.01,1.962109377e-09,2.27177134e-09,2.236566875e-09,5.161763834e-09,309.661963,274.45749800000004,35.20446499999997,1.0099997099,1.0099996644,1.01,1.01,0.9999997127722772,0.9999996677227723,1,stable_high,1,3.3524312495049503e-06,1,,PASS,/home/zhupl25/chiplet_side_channel/chiplet_gds_data/power_macro/delay_chain/ftc/runs/t0_transient_droop/r260/scenarios/t0__b1p1__L1__dv90p0__h3000p0__pm500p0__1617b6ac79b58ced88e9,4764161e1b93db0a5440582d0106b71e34b77934d2e4fb7998507660dcec1023,8990a002c0a888cec518799b3c75029b0536557fb43097a8ebf23117e094f1b3,coarse,first_q1_anchor,-500.0,
t0__b1p1__L1__dv90p0__h2000p0__pm500p0__4640da559b56ec522dc0,1.1,L1,2,10,90.0,1.01,1.0,2000.0,1.0,-500.0,1.01,1.962109377e-09,2.27177134e-09,2.236566875e-09,5.161957846e-09,309.661963,274.45749800000004,35.20446499999997,1.0999987703,1.1000045991,1.1,1.1,0.999998882090909,1.000004181,1,stable_high,1,2.577201479207921e-06,1,,PASS,/home/zhupl25/chiplet_side_channel/chiplet_gds_data/power_macro/delay_chain/ftc/runs/t0_transient_droop/r261/scenarios/t0__b1p1__L1__dv90p0__h2000p0__pm500p0__4640da559b56ec522dc0,74ba93aba2ad610f8072ea1aeac8d187ff09cd2646bd8e424fdaafeca3706561,8990a002c0a888cec518799b3c75029b0536557fb43097a8ebf23117e094f1b3,refine,first_q1_anchor,-500.0,
t0__b1p1__L1__dv90p0__h1500p0__pm500p0__c1a378c11c84fe146290,1.1,L1,2,10,90.0,1.01,1.0,1500.0,1.0,-500.0,1.01,1.962109377e-09,2.27177134e-09,2.236566875e-09,5.161757097e-09,309.661963,274.45749800000004,35.20446499999997,1.099999604,1.0999996633,1.1,1.1,0.9999996399999999,0.9999996939090908,1,stable_high,1,2.5956172237623763e-06,1,,PASS,/home/zhupl25/chiplet_side_channel/chiplet_gds_data/power_macro/delay_chain/ftc/runs/t0_transient_droop/r262/scenarios/t0__b1p1__L1__dv90p0__h1500p0__pm500p0__c1a378c11c84fe146290,6e216a330700828dfec3e76f507c9270cfafd7b73369172186afa4729c8adb01,8990a002c0a888cec518799b3c75029b0536557fb43097a8ebf23117e094f1b3,refine,first_q1_anchor,-500.0,
t0__b1p1__L1__dv90p0__h1250p0__pm500p0__8a0d6b363c26677e2ad2,1.1,L1,2,10,90.0,1.01,1.0,1250.0,1.0,-500.0,1.01,1.962109377e-09,2.265781604e-09,2.236566875e-09,2.241593984e-09,303.6722269999998,274.45749800000004,29.21472899999975,1.0999995658,1.099999693,1.1,1.1,0.9999996052727271,0.9999997209090908,1,stable_high,2,3.659198084158416e-06,0,active_ck_edge_count_not_one,PASS,/home/zhupl25/chiplet_side_channel/chiplet_gds_data/power_macro/delay_chain/ftc/runs/t0_transient_droop/r263/scenarios/t0__b1p1__L1__dv90p0__h1250p0__pm500p0__8a0d6b363c26677e2ad2,56a160fa71a733bbb815ba9b62defe6f9e9b95e2c8eec21b7fd3767d39273af6,8990a002c0a888cec518799b3c75029b0536557fb43097a8ebf23117e094f1b3,refine,first_q1_anchor,-500.0,ambiguous_duration_boundary
t0__b1p1__L1__dv100p0__h1p0__pm500p0__703d0df8f5a905ccd1e9,1.1,L1,2,10,100.0,1.0,1.0,1.0,1.0,-500.0,1.0,1.896933088e-09,2.136694963e-09,2.139301565e-09,5.161919252e-09,239.7618750000002,242.36847700000007,-2.6066019999998673,2.220362291e-07,1.666647505e-07,1.1,1.1,2.0185111736363635e-07,1.5151340954545453e-07,0,stable_low,1,2.568632352e-06,1,,PASS,/home/zhupl25/chiplet_side_channel/chiplet_gds_data/power_macro/delay_chain/ftc/runs/t0_transient_droop/r264/scenarios/t0__b1p1__L1__dv100p0__h1p0__pm500p0__703d0df8f5a905ccd1e9,f39ed1e809f7aeca6b704c73c9a6adbd70b188741bff72f0bd2991a31dc6ebb4,8990a002c0a888cec518799b3c75029b0536557fb43097a8ebf23117e094f1b3,coarse,first_q1_minus_10mV,-500.0,
t0__b1p1__L1__dv100p0__h10p0__pm500p0__7edb032eabdad63f885b,1.1,L1,2,10,100.0,1.0,1.0,10.0,1.0,-500.0,1.0,1.896666892e-09,2.1361903e-09,2.139066914e-09,5.161905375e-09,239.52340799999982,242.4000219999999,-2.8766140000000746,1.461924323e-07,1.168730612e-07,1.1,1.1,1.3290221118181817e-07,1.0624823745454545e-07,0,stable_low,1,2.591951895e-06,1,,PASS,/home/zhupl25/chiplet_side_channel/chiplet_gds_data/power_macro/delay_chain/ftc/runs/t0_transient_droop/r265/scenarios/t0__b1p1__L1__dv100p0__h10p0__pm500p0__7edb032eabdad63f885b,ac6317d049295e7b2e72dcb531784124a00a55da9aa21835a2818e2fe7b8b500,8990a002c0a888cec518799b3c75029b0536557fb43097a8ebf23117e094f1b3,coarse,first_q1_minus_10mV,-500.0,
t0__b1p1__L1__dv100p0__h100p0__pm500p0__e398ab0806e35bc9f9c6,1.1,L1,2,10,100.0,1.0,1.0,100.0,1.0,-500.0,1.0,1.896716888e-09,2.136532046e-09,2.139132957e-09,5.162256852e-09,239.81515799999977,242.416069,-2.600911000000224,1.257913853e-07,1.312297803e-07,1.1,1.1,1.143558048181818e-07,1.1929980027272725e-07,0,stable_low,1,2.621210584e-06,1,,PASS,/home/zhupl25/chiplet_side_channel/chiplet_gds_data/power_macro/delay_chain/ftc/runs/t0_transient_droop/r266/scenarios/t0__b1p1__L1__dv100p0__h100p0__pm500p0__e398ab0806e35bc9f9c6,eec5293cd76ffc332555a0cc3eafd76fd351b0bedfeba5bab08cea88e6931541,8990a002c0a888cec518799b3c75029b0536557fb43097a8ebf23117e094f1b3,coarse,first_q1_minus_10mV,-500.0,
t0__b1p1__L1__dv100p0__h1000p0__pm500p0__fb39c553e818b8a0e6a8,1.1,L1,2,10,100.0,1.0,1.0,1000.0,1.0,-500.0,1.0,1.97142711e-09,2.232464748e-09,2.217275166e-09,5.161973033e-09,261.03763800000013,245.8480560000002,15.189581999999916,1.5613967e-07,1.561544035e-07,1.1,1.1,1.419451545454545e-07,1.419585486363636e-07,0,stable_low,1,2.990897186e-06,1,,PASS,/home/zhupl25/chiplet_side_channel/chiplet_gds_data/power_macro/delay_chain/ftc/runs/t0_transient_droop/r267/scenarios/t0__b1p1__L1__dv100p0__h1000p0__pm500p0__fb39c553e818b8a0e6a8,7864604fdcb1e75d87ef2a262706b622d8b8500572fb6610a31d31e40353fc6d,8990a002c0a888cec518799b3c75029b0536557fb43097a8ebf23117e094f1b3,coarse,first_q1_minus_10mV,-500.0,
t0__b1p1__L1__dv100p0__h3000p0__pm500p0__8d5615acb81970f98457,1.1,L1,2,10,100.0,1.0,1.0,3000.0,1.0,-500.0,1.0,1.97142711e-09,2.290866371e-09,2.250233982e-09,5.161807005e-09,319.43926100000004,278.806872,40.632389000000046,0.9999997015,0.9999996689,1.0,1.0,0.9999997015,0.9999996689,1,stable_high,1,2.429549154e-06,1,,PASS,/home/zhupl25/chiplet_side_channel/chiplet_gds_data/power_macro/delay_chain/ftc/runs/t0_transient_droop/r268/scenarios/t0__b1p1__L1__dv100p0__h3000p0__pm500p0__8d5615acb81970f98457,9a9b9689118533330b65956fd8666525ec976edebe757ae06317276a0787fdbb,8990a002c0a888cec518799b3c75029b0536557fb43097a8ebf23117e094f1b3,coarse,first_q1_minus_10mV,-500.0,
t0__b1p1__L1__dv100p0__h2000p0__pm500p0__09696e58d187720c559a,1.1,L1,2,10,100.0,1.0,1.0,2000.0,1.0,-500.0,1.0,1.97142711e-09,2.290866371e-09,2.250233982e-09,5.161854986e-09,319.43926100000004,278.806872,40.632389000000046,1.1000040761,1.10000074,1.1,1.1,1.0000037055454545,1.0000006727272728,1,stable_high,1,2.593228261e-06,1,,PASS,/home/zhupl25/chiplet_side_channel/chiplet_gds_data/power_macro/delay_chain/ftc/runs/t0_transient_droop/r269/scenarios/t0__b1p1__L1__dv100p0__h2000p0__pm500p0__09696e58d187720c559a,eba4ef04f5fbc7ab533bed9b0d723dd5fc6b707a6ecc86a823c7ed683d56e32b,8990a002c0a888cec518799b3c75029b0536557fb43097a8ebf23117e094f1b3,refine,first_q1_minus_10mV,-500.0,
t0__b1p1__L1__dv100p0__h1500p0__pm500p0__857085952dd13f06a81f,1.1,L1,2,10,100.0,1.0,1.0,1500.0,1.0,-500.0,1.0,1.97142711e-09,2.290866371e-09,2.250233982e-09,5.161758457e-09,319.43926100000004,278.806872,40.632389000000046,1.0999995673,1.0999996054,1.1,1.1,0.9999996066363636,0.9999996412727272,1,stable_high,1,2.486708601e-06,1,,PASS,/home/zhupl25/chiplet_side_channel/chiplet_gds_data/power_macro/delay_chain/ftc/runs/t0_transient_droop/r270/scenarios/t0__b1p1__L1__dv100p0__h1500p0__pm500p0__857085952dd13f06a81f,09886faac2191a6f2d68ce15f98ad95105aec3bd240e64baf06b4982ed5e37eb,8990a002c0a888cec518799b3c75029b0536557fb43097a8ebf23117e094f1b3,refine,first_q1_minus_10mV,-500.0,
t0__b1p1__L1__dv100p0__h1250p0__pm500p0__6ad16e2e241df4c9e515,1.1,L1,2,10,100.0,1.0,1.0,1250.0,1.0,-500.0,1.0,1.97142711e-09,2.280642079e-09,2.253199343e-09,5.161983737e-09,309.2149690000003,281.7722330000002,27.44273600000008,1.0999996435,1.0999996366,1.1,1.1,0.9999996759090908,0.9999996696363636,1,stable_high,1,2.584818005e-06,1,,PASS,/home/zhupl25/chiplet_side_channel/chiplet_gds_data/power_macro/delay_chain/ftc/runs/t0_transient_droop/r271/scenarios/t0__b1p1__L1__dv100p0__h1250p0__pm500p0__6ad16e2e241df4c9e515,8f5433f8b1951f3b2727f0e0c4158d50a14280f15d550ef8ddac66d5dfbe9bb3,8990a002c0a888cec518799b3c75029b0536557fb43097a8ebf23117e094f1b3,refine,first_q1_minus_10mV,-500.0,
t0__b1p1__L1__dv100p0__h1125p0__pm500p0__531583ae54d0e5b2c4ad,1.1,L1,2,10,100.0,1.0,1.0,1125.0,1.0,-500.0,1.0,1.97142711e-09,2.256424756e-09,2.22761387e-09,5.161940031e-09,284.99764600000003,256.18676000000016,28.81088599999987,1.0999996266,1.0999996318,1.1,1.1,0.9999996605454545,0.9999996652727272,1,stable_high,1,2.364386511e-06,1,,PASS,/home/zhupl25/chiplet_side_channel/chiplet_gds_data/power_macro/delay_chain/ftc/runs/t0_transient_droop/r272/scenarios/t0__b1p1__L1__dv100p0__h1125p0__pm500p0__531583ae54d0e5b2c4ad,e7a38a3dbee1a2202aaf8fb4da819920a1737739f73528ff40ab27a3db575384,8990a002c0a888cec518799b3c75029b0536557fb43097a8ebf23117e094f1b3,refine,first_q1_minus_10mV,-500.0,
t0__b1p1__L1__dv100p0__h1062p0__pm500p0__6576cac1f6bf36eb9cca,1.1,L1,2,10,100.0,1.0,1.0,1062.0,1.0,-500.0,1.0,1.97142711e-09,2.244251958e-09,2.225075577e-09,5.161884488e-09,272.8248480000003,253.64846700000024,19.176381000000077,1.0999996012,1.0999996558,1.1,1.1,0.9999996374545453,0.999999687090909,1,stable_high,1,2.588258797e-06,1,,PASS,/home/zhupl25/chiplet_side_channel/chiplet_gds_data/power_macro/delay_chain/ftc/runs/t0_transient_droop/r273/scenarios/t0__b1p1__L1__dv100p0__h1062p0__pm500p0__6576cac1f6bf36eb9cca,a6d54225c2ed26aadb500ddae6f429929135dd8fb269c8c0c341539e4b2e49ba,8990a002c0a888cec518799b3c75029b0536557fb43097a8ebf23117e094f1b3,refine,first_q1_minus_10mV,-500.0,
