scenario_id,baseline_vdd_v,margin_level,M_det,F_det,DeltaV_mv,Vdroop_v,t_fall_ps,t_hold_ps,t_rise_ps,phase_ps,actual_min_vdd_v,t_xor_rise_s,t_xor_fall_s,t_ck_rise_s,t_ck_rise_2_s,W_xor_ps,D_ref_ps,R_ps,q_sample_1_v,q_sample_2_v,vdd_at_q_sample_1_v,vdd_at_q_sample_2_v,q_sample_1_ratio,q_sample_2_ratio,q_final,q_state,active_ck_edge_count,recovery_max_ratio,valid,reason,completion_status,scenario_path,deck_sha256,source_hash,search_stage,point_label,representative_phase_ps,anomaly
t0__b1p1__L2__dv150p0__h10p0__pm500p0__8a803d8101fa5926272d,1.1,L2,3,8,150.0,0.95,1.0,10.0,1.0,-500.0,0.95,1.896831705e-09,2.136502368e-09,2.158008954e-09,5.181051447e-09,239.67066299999993,261.1772489999999,-21.50658599999997,-2.124923635e-07,-5.621334763e-08,1.1,1.1,-1.9317487590909087e-07,-5.11030433e-08,0,stable_low,1,3.3318369410526317e-06,1,,PASS,/home/zhupl25/chiplet_side_channel/chiplet_gds_data/power_macro/delay_chain/ftc/runs/t0_transient_droop/r306/scenarios/t0__b1p1__L2__dv150p0__h10p0__pm500p0__8a803d8101fa5926272d,c0acf79542555a070aa1b9f149ff276de619c7b159a4e247cf4cc52a550f9e89,8990a002c0a888cec518799b3c75029b0536557fb43097a8ebf23117e094f1b3,coarse,first_q1_minus_10mV,-500.0,
t0__b1p1__L2__dv150p0__h100p0__pm500p0__667ea8dfc53ea03aada8,1.1,L2,3,8,150.0,0.95,1.0,100.0,1.0,-500.0,0.95,1.896722687e-09,2.136499822e-09,2.157872237e-09,5.180802348e-09,239.77713499999993,261.1495499999999,-21.37241499999999,-1.440369469e-08,5.525398104e-09,1.1,1.1,-1.3094267899999999e-08,5.023089185454545e-09,0,stable_low,1,2.2199656010526316e-06,1,,PASS,/home/zhupl25/chiplet_side_channel/chiplet_gds_data/power_macro/delay_chain/ftc/runs/t0_transient_droop/r307/scenarios/t0__b1p1__L2__dv150p0__h100p0__pm500p0__667ea8dfc53ea03aada8,30ef960cd9df5986675a099a4c83f74b21c5eb004b6dc7cc13156f2351f124c6,8990a002c0a888cec518799b3c75029b0536557fb43097a8ebf23117e094f1b3,coarse,first_q1_minus_10mV,-500.0,
t0__b1p1__L2__dv150p0__h1000p0__pm500p0__aa29cf368e8266e1af82,1.1,L2,3,8,150.0,0.95,1.0,1000.0,1.0,-500.0,0.95,2.011664519e-09,2.282056815e-09,2.272920627e-09,5.180523461e-09,270.39229599999965,261.2561079999999,9.13618799999972,1.437640904e-07,1.03971838e-07,1.1,1.1,1.3069462763636364e-07,9.451985272727271e-08,0,stable_low,1,2.8747428242105268e-06,1,,PASS,/home/zhupl25/chiplet_side_channel/chiplet_gds_data/power_macro/delay_chain/ftc/runs/t0_transient_droop/r308/scenarios/t0__b1p1__L2__dv150p0__h1000p0__pm500p0__aa29cf368e8266e1af82,96d44ffef7d31e556d52f9838c7ae38e9bc40bb9c5c11c486eb7d555c3f0eca0,8990a002c0a888cec518799b3c75029b0536557fb43097a8ebf23117e094f1b3,coarse,first_q1_minus_10mV,-500.0,
t0__b1p1__L2__dv150p0__h3000p0__pm500p0__61d4ad2fc98512ea7be8,1.1,L2,3,8,150.0,0.95,1.0,3000.0,1.0,-500.0,0.95,2.022217706e-09,2.403670269e-09,2.353284983e-09,5.181039114e-09,381.452563,331.06727700000005,50.38528599999995,0.9499997149,0.9499996808,0.95,0.95,0.9999996998947369,0.9999996640000001,1,stable_high,1,1.4056228494736842e-06,1,,PASS,/home/zhupl25/chiplet_side_channel/chiplet_gds_data/power_macro/delay_chain/ftc/runs/t0_transient_droop/r309/scenarios/t0__b1p1__L2__dv150p0__h3000p0__pm500p0__61d4ad2fc98512ea7be8,bce6efdf0c6e7f130addb50efd8e05f3ddab821a67df52b5949eb21f999acd32,8990a002c0a888cec518799b3c75029b0536557fb43097a8ebf23117e094f1b3,coarse,first_q1_minus_10mV,-500.0,
t0__b1p1__L2__dv150p0__h2000p0__pm500p0__e3f28911e5c7288e4656,1.1,L2,3,8,150.0,0.95,1.0,2000.0,1.0,-500.0,0.95,2.022217706e-09,2.403670269e-09,2.353284983e-09,5.180910771e-09,381.452563,331.06727700000005,50.38528599999995,1.1000141209,1.0999852055,1.1,1.1,1.0000128371818182,0.9999865504545453,1,stable_high,1,2.8838545284210527e-06,1,,PASS,/home/zhupl25/chiplet_side_channel/chiplet_gds_data/power_macro/delay_chain/ftc/runs/t0_transient_droop/r310/scenarios/t0__b1p1__L2__dv150p0__h2000p0__pm500p0__e3f28911e5c7288e4656,9b2f35488468bafe9adc9c52dd53d6f574ce623525fadfcb2b478a439f66ea6a,8990a002c0a888cec518799b3c75029b0536557fb43097a8ebf23117e094f1b3,refine,first_q1_minus_10mV,-500.0,
t0__b1p1__L2__dv150p0__h1500p0__pm500p0__4127eb3a0aec1d859544,1.1,L2,3,8,150.0,0.95,1.0,1500.0,1.0,-500.0,0.95,2.022217706e-09,2.403670269e-09,2.353284983e-09,5.180883468e-09,381.452563,331.06727700000005,50.38528599999995,1.0999995997,1.09999963,1.1,1.1,0.999999636090909,0.9999996636363635,1,stable_high,1,3.175339077894737e-06,1,,PASS,/home/zhupl25/chiplet_side_channel/chiplet_gds_data/power_macro/delay_chain/ftc/runs/t0_transient_droop/r311/scenarios/t0__b1p1__L2__dv150p0__h1500p0__pm500p0__4127eb3a0aec1d859544,fe1e740cafc828aae3193852c174fad06d453dbb2c30eb605ec29db665adecf6,8990a002c0a888cec518799b3c75029b0536557fb43097a8ebf23117e094f1b3,refine,first_q1_minus_10mV,-500.0,
t0__b1p1__L2__dv150p0__h1250p0__pm500p0__fce667881aca17a8c1c2,1.1,L2,3,8,150.0,0.95,1.0,1250.0,1.0,-500.0,0.95,2.022217706e-09,2.355273164e-09,2.326231581e-09,5.180844587e-09,333.05545800000027,304.01387500000004,29.04158300000023,1.0999996966,1.0999996041,1.1,1.1,0.9999997241818182,0.999999640090909,1,stable_high,1,3.1062449326315795e-06,1,,PASS,/home/zhupl25/chiplet_side_channel/chiplet_gds_data/power_macro/delay_chain/ftc/runs/t0_transient_droop/r312/scenarios/t0__b1p1__L2__dv150p0__h1250p0__pm500p0__fce667881aca17a8c1c2,61870104a673b648649b762e2fbb0c0951ec525711ca95314034d19c82f2baaf,8990a002c0a888cec518799b3c75029b0536557fb43097a8ebf23117e094f1b3,refine,first_q1_minus_10mV,-500.0,
t0__b1p1__L2__dv150p0__h1125p0__pm500p0__86022a2d6f802eeaf06a,1.1,L2,3,8,150.0,0.95,1.0,1125.0,1.0,-500.0,0.95,2.022217706e-09,2.318804459e-09,2.306429523e-09,5.180855372e-09,296.58675300000033,284.211817,12.374936000000332,1.23443185e-07,-1.416620141e-07,1.1,1.1,1.1222107727272727e-07,-1.2878364918181818e-07,0,stable_low,1,2.2031737652631583e-06,1,,PASS,/home/zhupl25/chiplet_side_channel/chiplet_gds_data/power_macro/delay_chain/ftc/runs/t0_transient_droop/r313/scenarios/t0__b1p1__L2__dv150p0__h1125p0__pm500p0__86022a2d6f802eeaf06a,b02279a32a2852d68c054b0057dbf5badad0a9cbe6f3c05da6f150b9825ed653,8990a002c0a888cec518799b3c75029b0536557fb43097a8ebf23117e094f1b3,refine,first_q1_minus_10mV,-500.0,
t0__b1p1__L2__dv150p0__h1188p0__pm500p0__ac1bf3da8592b8848d4b,1.1,L2,3,8,150.0,0.95,1.0,1188.0,1.0,-500.0,0.95,2.022217706e-09,2.337172182e-09,2.317492411e-09,5.180843909e-09,314.9544760000004,295.27470500000015,19.679771000000244,1.0999995085,1.0999996497,1.1,1.1,0.9999995531818181,0.9999996815454545,1,stable_high,1,2.467661613684211e-06,1,,PASS,/home/zhupl25/chiplet_side_channel/chiplet_gds_data/power_macro/delay_chain/ftc/runs/t0_transient_droop/r314/scenarios/t0__b1p1__L2__dv150p0__h1188p0__pm500p0__ac1bf3da8592b8848d4b,935c3e12acf0563c910602907b850bfc6a69b365b81377f26bd9d9dc7f0e563f,8990a002c0a888cec518799b3c75029b0536557fb43097a8ebf23117e094f1b3,refine,first_q1_minus_10mV,-500.0,
t0__b1p1__L2__dv150p0__h1156p0__pm500p0__bcfe96f694d27b78128d,1.1,L2,3,8,150.0,0.95,1.0,1156.0,1.0,-500.0,0.95,2.022217706e-09,2.327864602e-09,2.312953349e-09,5.180866232e-09,305.64689600000014,290.7356430000002,14.911252999999931,1.075349481e-07,-9.302665599e-08,1.1,1.1,9.775904372727271e-08,-8.456968726363636e-08,0,stable_low,1,2.204555455789474e-06,1,,PASS,/home/zhupl25/chiplet_side_channel/chiplet_gds_data/power_macro/delay_chain/ftc/runs/t0_transient_droop/r315/scenarios/t0__b1p1__L2__dv150p0__h1156p0__pm500p0__bcfe96f694d27b78128d,c6338f7045dee62ef7ab1aa06d2fbb117c77f2ab373aa8e4819dca70bf64797e,8990a002c0a888cec518799b3c75029b0536557fb43097a8ebf23117e094f1b3,refine,first_q1_minus_10mV,-500.0,
t0__b1p1__L2__dv150p0__h1172p0__pm500p0__bcb0e15164fff32870ef,1.1,L2,3,8,150.0,0.95,1.0,1172.0,1.0,-500.0,0.95,2.022217706e-09,2.332480156e-09,2.315718956e-09,5.180917716e-09,310.26245000000006,293.50125000000025,16.761199999999803,-1.775431751e-08,1.464767646e-07,1.1,1.1,-1.6140288645454544e-08,1.331606950909091e-07,0,stable_low,1,2.341336054736842e-06,1,,PASS,/home/zhupl25/chiplet_side_channel/chiplet_gds_data/power_macro/delay_chain/ftc/runs/t0_transient_droop/r316/scenarios/t0__b1p1__L2__dv150p0__h1172p0__pm500p0__bcb0e15164fff32870ef,438204e1e845054f0d0eefb56c0e14acbf7d4f4f92ba357bdbd9f68ad51cf53f,8990a002c0a888cec518799b3c75029b0536557fb43097a8ebf23117e094f1b3,refine,first_q1_minus_10mV,-500.0,
t0__b1p1__L2__dv160p0__h1p0__pm500p0__2735070b12665e79590d,1.1,L2,3,8,160.0,0.94,1.0,1.0,1.0,-500.0,0.94,1.896666846e-09,2.136225333e-09,2.157773993e-09,5.180883186e-09,239.558487,261.10714700000005,-21.54866000000004,-9.202425294e-08,1.385771795e-07,1.1,1.1,-8.365841176363636e-08,1.2597925409090907e-07,0,stable_low,1,3.2498793936170217e-06,1,,PASS,/home/zhupl25/chiplet_side_channel/chiplet_gds_data/power_macro/delay_chain/ftc/runs/t0_transient_droop/r317/scenarios/t0__b1p1__L2__dv160p0__h1p0__pm500p0__2735070b12665e79590d,fb4c17c9d1122e9fb5f8062b4f09f5c514b553ebc8639a0f404d9250c065a31e,8990a002c0a888cec518799b3c75029b0536557fb43097a8ebf23117e094f1b3,coarse,first_q1_minus_20mV,-500.0,
t0__b1p1__L2__dv160p0__h10p0__pm500p0__c5af97489ed03976f87a,1.1,L2,3,8,160.0,0.94,1.0,10.0,1.0,-500.0,0.94,1.896831706e-09,2.136502369e-09,2.158008958e-09,5.181051448e-09,239.67066299999993,261.17725199999995,-21.50658900000002,-2.124926424e-07,-5.621342639e-08,1.1,1.1,-1.9317512945454543e-07,-5.1103114899999996e-08,0,stable_low,1,3.3670861978723403e-06,1,,PASS,/home/zhupl25/chiplet_side_channel/chiplet_gds_data/power_macro/delay_chain/ftc/runs/t0_transient_droop/r318/scenarios/t0__b1p1__L2__dv160p0__h10p0__pm500p0__c5af97489ed03976f87a,401144df996b8b6b460c49c13d21a18fec9f9ce1885d54bbd596a81f71309270,8990a002c0a888cec518799b3c75029b0536557fb43097a8ebf23117e094f1b3,coarse,first_q1_minus_20mV,-500.0,
t0__b1p1__L2__dv160p0__h100p0__pm500p0__d0a302c3dc0b1621eb6b,1.1,L2,3,8,160.0,0.94,1.0,100.0,1.0,-500.0,0.94,1.896711103e-09,2.136635177e-09,2.157922889e-09,5.180875888e-09,239.92407400000005,261.2117859999999,-21.287711999999857,1.100485733e-07,1.014913184e-07,1.1,1.1,1.0004415754545455e-07,9.22648349090909e-08,0,stable_low,1,3.2342385914893616e-06,1,,PASS,/home/zhupl25/chiplet_side_channel/chiplet_gds_data/power_macro/delay_chain/ftc/runs/t0_transient_droop/r319/scenarios/t0__b1p1__L2__dv160p0__h100p0__pm500p0__d0a302c3dc0b1621eb6b,4b49aa2be81666e8e4f59509ab5c3a28eb432b38933aa16f3ce3372ab3e3ec3e,8990a002c0a888cec518799b3c75029b0536557fb43097a8ebf23117e094f1b3,coarse,first_q1_minus_20mV,-500.0,
t0__b1p1__L2__dv160p0__h1000p0__pm500p0__300a94a6d218308626b2,1.1,L2,3,8,160.0,0.94,1.0,1000.0,1.0,-500.0,0.94,2.019515513e-09,2.292468228e-09,2.280763925e-09,5.180992128e-09,272.9527149999998,261.24841199999975,11.704303000000039,1.065423165e-07,8.248901486e-08,1.1,1.1,9.685665136363635e-08,7.499001350909091e-08,0,stable_low,1,2.1931724276595745e-06,1,,PASS,/home/zhupl25/chiplet_side_channel/chiplet_gds_data/power_macro/delay_chain/ftc/runs/t0_transient_droop/r320/scenarios/t0__b1p1__L2__dv160p0__h1000p0__pm500p0__300a94a6d218308626b2,1d4f7552b860089d8bf47841e615f55cbc795ca392e68782ef91b416c014ac86,8990a002c0a888cec518799b3c75029b0536557fb43097a8ebf23117e094f1b3,coarse,first_q1_minus_20mV,-500.0,
t0__b1p1__L2__dv160p0__h3000p0__pm500p0__a036366bff928b0505a9,1.1,L2,3,8,160.0,0.94,1.0,3000.0,1.0,-500.0,0.94,2.033909039e-09,2.430419276e-09,2.371136787e-09,5.180923538e-09,396.5102369999997,337.2277479999999,59.28248899999977,0.9399997253,0.939999664,0.94,0.94,0.9999997077659575,0.9999996425531915,1,stable_high,1,1.5573731914893618e-06,1,,PASS,/home/zhupl25/chiplet_side_channel/chiplet_gds_data/power_macro/delay_chain/ftc/runs/t0_transient_droop/r321/scenarios/t0__b1p1__L2__dv160p0__h3000p0__pm500p0__a036366bff928b0505a9,c318403d4ca5759b3ed2de4ee21dbba52f3dbdd3112c85c7de720856dce9b2ba,8990a002c0a888cec518799b3c75029b0536557fb43097a8ebf23117e094f1b3,coarse,first_q1_minus_20mV,-500.0,
t0__b1p1__L2__dv160p0__h2000p0__pm500p0__a557649ad1677f40748c,1.1,L2,3,8,160.0,0.94,1.0,2000.0,1.0,-500.0,0.94,2.033909039e-09,2.430419276e-09,2.371136787e-09,5.181015092e-09,396.5102369999997,337.2277479999999,59.28248899999977,1.1000056167,1.0999848318,1.1,1.1,1.000005106090909,0.9999862107272727,1,stable_high,1,1.7832109085106386e-06,1,,PASS,/home/zhupl25/chiplet_side_channel/chiplet_gds_data/power_macro/delay_chain/ftc/runs/t0_transient_droop/r322/scenarios/t0__b1p1__L2__dv160p0__h2000p0__pm500p0__a557649ad1677f40748c,59613f2adae7ae597897e12a42747b91f9c437c96c34e00ca24a54a04a2c49d1,8990a002c0a888cec518799b3c75029b0536557fb43097a8ebf23117e094f1b3,refine,first_q1_minus_20mV,-500.0,
t0__b1p1__L2__dv160p0__h1500p0__pm500p0__b0ca5158b0c4aa41a141,1.1,L2,3,8,160.0,0.94,1.0,1500.0,1.0,-500.0,0.94,2.033909039e-09,2.430419276e-09,2.371136787e-09,5.180906536e-09,396.5102369999997,337.2277479999999,59.28248899999977,1.0999996108,1.0999996081,1.1,1.1,0.9999996461818181,0.9999996437272727,1,stable_high,1,3.223339870212766e-06,1,,PASS,/home/zhupl25/chiplet_side_channel/chiplet_gds_data/power_macro/delay_chain/ftc/runs/t0_transient_droop/r323/scenarios/t0__b1p1__L2__dv160p0__h1500p0__pm500p0__b0ca5158b0c4aa41a141,35ffdee14d0352e8d22218c15d58e38ea6ddba7570e0b32dfceb42da5eb41337,8990a002c0a888cec518799b3c75029b0536557fb43097a8ebf23117e094f1b3,refine,first_q1_minus_20mV,-500.0,
t0__b1p1__L2__dv160p0__h1250p0__pm500p0__fbce9da78e472fb4428e,1.1,L2,3,8,160.0,0.94,1.0,1250.0,1.0,-500.0,0.94,2.033909039e-09,2.370289604e-09,2.337032647e-09,5.180949783e-09,336.380565,303.12360799999993,33.25695700000006,1.0999997727,1.0999995713,1.1,1.1,0.9999997933636362,0.9999996102727271,1,stable_high,1,2.921931035106383e-06,1,,PASS,/home/zhupl25/chiplet_side_channel/chiplet_gds_data/power_macro/delay_chain/ftc/runs/t0_transient_droop/r324/scenarios/t0__b1p1__L2__dv160p0__h1250p0__pm500p0__fbce9da78e472fb4428e,ebf00f38a0eb9723671bc8911406da44d895a4e39b65ab0b2599c3d70527638e,8990a002c0a888cec518799b3c75029b0536557fb43097a8ebf23117e094f1b3,refine,first_q1_minus_20mV,-500.0,
t0__b1p1__L2__dv160p0__h1125p0__pm500p0__3b8feb7f100503401e10,1.1,L2,3,8,160.0,0.94,1.0,1125.0,1.0,-500.0,0.94,2.033909039e-09,2.331421997e-09,2.316783619e-09,5.181032654e-09,297.5129579999998,282.87458,14.638377999999818,2.453813513e-07,5.661268187e-08,1.1,1.1,2.230739557272727e-07,5.1466074427272723e-08,0,stable_low,1,2.2670413776595745e-06,1,,PASS,/home/zhupl25/chiplet_side_channel/chiplet_gds_data/power_macro/delay_chain/ftc/runs/t0_transient_droop/r325/scenarios/t0__b1p1__L2__dv160p0__h1125p0__pm500p0__3b8feb7f100503401e10,303eeda4f8eca681080affe6ae14f11653ef928c3cdc06248af873bdcd6465e0,8990a002c0a888cec518799b3c75029b0536557fb43097a8ebf23117e094f1b3,refine,first_q1_minus_20mV,-500.0,
t0__b1p1__L2__dv160p0__h1188p0__pm500p0__3af2e81b47fc008af1bb,1.1,L2,3,8,160.0,0.94,1.0,1188.0,1.0,-500.0,0.94,2.033909039e-09,2.350903228e-09,2.330362248e-09,5.180866751e-09,316.99418899999984,296.4532089999996,20.540980000000218,1.0999995223,1.0999996402,1.1,1.1,0.9999995657272728,0.9999996729090909,1,stable_high,1,2.355713746808511e-06,1,,PASS,/home/zhupl25/chiplet_side_channel/chiplet_gds_data/power_macro/delay_chain/ftc/runs/t0_transient_droop/r326/scenarios/t0__b1p1__L2__dv160p0__h1188p0__pm500p0__3af2e81b47fc008af1bb,2cd0f19ee6cc06c2f60c8a3b2d0abc0b62d7ba1f7c180a2c0bc9468c3e15c61e,8990a002c0a888cec518799b3c75029b0536557fb43097a8ebf23117e094f1b3,refine,first_q1_minus_20mV,-500.0,
t0__b1p1__L2__dv160p0__h1156p0__pm500p0__a31fbdc6fe4ffa508b08,1.1,L2,3,8,160.0,0.94,1.0,1156.0,1.0,-500.0,0.94,2.033909039e-09,2.341026243e-09,2.324301516e-09,5.180871536e-09,307.1172039999998,290.3924769999997,16.724727000000087,1.204932413e-07,1.734363237e-07,1.1,1.1,1.0953931027272727e-07,1.5766938518181816e-07,0,stable_low,1,2.101725655319149e-06,1,,PASS,/home/zhupl25/chiplet_side_channel/chiplet_gds_data/power_macro/delay_chain/ftc/runs/t0_transient_droop/r327/scenarios/t0__b1p1__L2__dv160p0__h1156p0__pm500p0__a31fbdc6fe4ffa508b08,8ce3d9ebe30d2f7c373866a96d666225e3dfa54b7b2471a9e80964b40389879f,8990a002c0a888cec518799b3c75029b0536557fb43097a8ebf23117e094f1b3,refine,first_q1_minus_20mV,-500.0,
t0__b1p1__L2__dv160p0__h1172p0__pm500p0__e7c979dff1215b5bc961,1.1,L2,3,8,160.0,0.94,1.0,1172.0,1.0,-500.0,0.94,2.033909039e-09,2.346196401e-09,2.327525665e-09,5.18109483e-09,312.2873619999997,293.61662599999994,18.67073599999975,1.0999995609,1.0999996391,1.1,1.1,0.9999996008181817,0.9999996719090908,1,stable_high,1,2.8397316521276594e-06,1,,PASS,/home/zhupl25/chiplet_side_channel/chiplet_gds_data/power_macro/delay_chain/ftc/runs/t0_transient_droop/r328/scenarios/t0__b1p1__L2__dv160p0__h1172p0__pm500p0__e7c979dff1215b5bc961,87e5abc53bafb40c211b7e8a04f316472cdeac9241d878fdfcf7d604a1b1648d,8990a002c0a888cec518799b3c75029b0536557fb43097a8ebf23117e094f1b3,refine,first_q1_minus_20mV,-500.0,
t0__b1p1__L3__dv160p0__h1p0__pm500p0__019977ef97d135aa17b3,1.1,L3,3,10,160.0,0.94,1.0,1.0,1.0,-500.0,0.94,1.896666846e-09,2.13622661e-09,2.172023676e-09,5.195588909e-09,239.5597640000003,275.35683000000034,-35.79706600000003,-4.14517497e-07,1.604814988e-08,1.1,1.1,-3.7683408818181814e-07,1.4589227163636362e-08,0,stable_low,1,4.123491145744682e-06,1,,PASS,/home/zhupl25/chiplet_side_channel/chiplet_gds_data/power_macro/delay_chain/ftc/runs/t0_transient_droop/r329/scenarios/t0__b1p1__L3__dv160p0__h1p0__pm500p0__019977ef97d135aa17b3,046ccc5dd3eb335accc9b67d0f61801d99df1113bf7d50cea1d932335e730919,8990a002c0a888cec518799b3c75029b0536557fb43097a8ebf23117e094f1b3,coarse,last_q0_control,-500.0,
t0__b1p1__L3__dv160p0__h10p0__pm500p0__87f011f554f9a4e295d0,1.1,L3,3,10,160.0,0.94,1.0,10.0,1.0,-500.0,0.94,1.896831706e-09,2.136503781e-09,2.172252622e-09,5.195136633e-09,239.6720749999997,275.42091600000003,-35.74884100000034,-2.580784707e-07,-1.913956858e-07,1.1,1.1,-2.3461679154545451e-07,-1.7399607799999998e-07,0,stable_low,1,3.363191644680851e-06,1,,PASS,/home/zhupl25/chiplet_side_channel/chiplet_gds_data/power_macro/delay_chain/ftc/runs/t0_transient_droop/r330/scenarios/t0__b1p1__L3__dv160p0__h10p0__pm500p0__87f011f554f9a4e295d0,6065223a8c690e859bd51d77eec6d02903e0487d0167b299a135a1e1425bb5c5,8990a002c0a888cec518799b3c75029b0536557fb43097a8ebf23117e094f1b3,coarse,last_q0_control,-500.0,
t0__b1p1__L3__dv160p0__h100p0__pm500p0__bba280a9c84d5283e72c,1.1,L3,3,10,160.0,0.94,1.0,100.0,1.0,-500.0,0.94,1.896708925e-09,2.136629321e-09,2.172161744e-09,5.194711571e-09,239.9203960000001,275.4528190000003,-35.53242300000022,1.368439033e-07,1.399146721e-07,1.1,1.1,1.2440354845454544e-07,1.2719515645454544e-07,0,stable_low,1,2.4864318638297875e-06,1,,PASS,/home/zhupl25/chiplet_side_channel/chiplet_gds_data/power_macro/delay_chain/ftc/runs/t0_transient_droop/r331/scenarios/t0__b1p1__L3__dv160p0__h100p0__pm500p0__bba280a9c84d5283e72c,c3cf7e417d6d243671f79f6b2136f2bd9159e69a261a457e3a0dd449b9d8cdd2,8990a002c0a888cec518799b3c75029b0536557fb43097a8ebf23117e094f1b3,coarse,last_q0_control,-500.0,
t0__b1p1__L3__dv160p0__h1000p0__pm500p0__0320495d76f596e55dd7,1.1,L3,3,10,160.0,0.94,1.0,1000.0,1.0,-500.0,0.94,2.020331512e-09,2.292234707e-09,2.295757536e-09,5.195265223e-09,271.90319500000015,275.426024,-3.522828999999831,1.950918777e-07,2.399281202e-07,1.1,1.1,1.7735625245454544e-07,2.181164729090909e-07,0,stable_low,1,2.553967476595745e-06,1,,PASS,/home/zhupl25/chiplet_side_channel/chiplet_gds_data/power_macro/delay_chain/ftc/runs/t0_transient_droop/r332/scenarios/t0__b1p1__L3__dv160p0__h1000p0__pm500p0__0320495d76f596e55dd7,670af9630ae775ce3180eda0075c5597b841d0fdc6d6478e40eedf4cc1a48a4f,8990a002c0a888cec518799b3c75029b0536557fb43097a8ebf23117e094f1b3,coarse,last_q0_control,-500.0,
t0__b1p1__L3__dv160p0__h3000p0__pm500p0__a35af2bbd0fac37535c5,1.1,L3,3,10,160.0,0.94,1.0,3000.0,1.0,-500.0,0.94,2.034781171e-09,2.430576945e-09,2.388998125e-09,5.194847567e-09,395.795774,354.2169540000001,41.578819999999894,-3.861628931e-07,-4.99707734e-07,0.94,0.94,-4.108115884042553e-07,-5.316039723404255e-07,0,stable_low,1,5.1729526053191495e-06,1,,PASS,/home/zhupl25/chiplet_side_channel/chiplet_gds_data/power_macro/delay_chain/ftc/runs/t0_transient_droop/r333/scenarios/t0__b1p1__L3__dv160p0__h3000p0__pm500p0__a35af2bbd0fac37535c5,4a9a8cbc3c2a73ae4ad221890fd06d23a801f5f72bf79fdbeddb602102ed1fad,8990a002c0a888cec518799b3c75029b0536557fb43097a8ebf23117e094f1b3,coarse,last_q0_control,-500.0,
t0__b1p1__L3__dv170p0__h1p0__pm500p0__f632fe5cab6a1d48a865,1.1,L3,3,10,170.0,0.93,1.0,1.0,1.0,-500.0,0.93,1.896774824e-09,2.136534148e-09,2.17219658e-09,5.195094704e-09,239.75932400000005,275.4217560000001,-35.662432000000024,1.433227958e-07,2.019127309e-07,1.1,1.1,1.302934507272727e-07,1.8355702809090908e-07,0,stable_low,1,4.021671327956989e-06,1,,PASS,/home/zhupl25/chiplet_side_channel/chiplet_gds_data/power_macro/delay_chain/ftc/runs/t0_transient_droop/r334/scenarios/t0__b1p1__L3__dv170p0__h1p0__pm500p0__f632fe5cab6a1d48a865,48584ca74a0e669aa09d384390d66c61ce02a3f72c3e14f2a6fe1a362c72a166,8990a002c0a888cec518799b3c75029b0536557fb43097a8ebf23117e094f1b3,coarse,first_q1_anchor,-500.0,
t0__b1p1__L3__dv170p0__h10p0__pm500p0__40a599b0772c45ae563e,1.1,L3,3,10,170.0,0.93,1.0,10.0,1.0,-500.0,0.93,1.896831705e-09,2.136503781e-09,2.172252616e-09,5.195136633e-09,239.67207599999983,275.42091100000016,-35.74883500000033,-2.580783144e-07,-1.913962181e-07,1.1,1.1,-2.3461664945454542e-07,-1.7399656190909088e-07,0,stable_low,1,3.3993550021505377e-06,1,,PASS,/home/zhupl25/chiplet_side_channel/chiplet_gds_data/power_macro/delay_chain/ftc/runs/t0_transient_droop/r335/scenarios/t0__b1p1__L3__dv170p0__h10p0__pm500p0__40a599b0772c45ae563e,05b6c5d5ec1cf7fceaa8849e5167a9321e3bb8f62712cf4740ce51b415672f48,8990a002c0a888cec518799b3c75029b0536557fb43097a8ebf23117e094f1b3,coarse,first_q1_anchor,-500.0,
t0__b1p1__L3__dv170p0__h100p0__pm500p0__303d2676dd1f723c28d9,1.1,L3,3,10,170.0,0.93,1.0,100.0,1.0,-500.0,0.93,1.896778736e-09,2.136342466e-09,2.172166309e-09,5.195237875e-09,239.56372999999982,275.387573,-35.82384300000015,4.919310661e-08,1.863524002e-07,1.1,1.1,4.47210060090909e-08,1.694112729090909e-07,0,stable_low,1,3.4996557021505374e-06,1,,PASS,/home/zhupl25/chiplet_side_channel/chiplet_gds_data/power_macro/delay_chain/ftc/runs/t0_transient_droop/r336/scenarios/t0__b1p1__L3__dv170p0__h100p0__pm500p0__303d2676dd1f723c28d9,b926f2dd999b68c31f3de3325f7c0fdc2e7777bc15215e16d8405ee86f5dd85b,8990a002c0a888cec518799b3c75029b0536557fb43097a8ebf23117e094f1b3,coarse,first_q1_anchor,-500.0,
t0__b1p1__L3__dv170p0__h1000p0__pm500p0__6c5e3a5786e3d02743da,1.1,L3,3,10,170.0,0.93,1.0,1000.0,1.0,-500.0,0.93,2.029007075e-09,2.302115198e-09,2.304356844e-09,5.195129228e-09,273.10812300000003,275.34976899999975,-2.2416459999997187,5.020131162e-08,-6.21500764e-08,1.1,1.1,4.563755601818181e-08,-5.650006945454545e-08,0,stable_low,1,3.590922275268817e-06,1,,PASS,/home/zhupl25/chiplet_side_channel/chiplet_gds_data/power_macro/delay_chain/ftc/runs/t0_transient_droop/r337/scenarios/t0__b1p1__L3__dv170p0__h1000p0__pm500p0__6c5e3a5786e3d02743da,84e264b9ad837eec4926fab30136af5f40b5ad0890a90a40f590f60b4916b56b,8990a002c0a888cec518799b3c75029b0536557fb43097a8ebf23117e094f1b3,coarse,first_q1_anchor,-500.0,
