scenario,mode,vdd_v,initial_rvt_stages,initial_lvt_stages,capture_phase_s,sample_time_s,rvt_crossings_s,lvt_crossings_s,vdd_a_min_v,raw_xor_word,latch_word,captured_xor_word,corrected_xor_word,raw_bubble_count,start_index,end_index,one_run_length,valid,run_count,bubble_count,touches_left_boundary,touches_right_boundary,phase_id,phase_multiplier
scenarios/060_coarse_phi_p03_v0p900000000000,capture,0.9,4,0,3.41155305e-10,1.341155305e-09,"[1.111377152e-09,1.143216705e-09,1.175040573e-09,1.206903529e-09,1.238832643e-09,1.270618807e-09,1.302564607e-09,1.334398156e-09,1.366285402e-09,1.398123235e-09,1.430090788e-09,1.461924533e-09,1.493731758e-09,1.52567037e-09,1.557528426e-09,1.589481569e-09,1.621347492e-09,1.653286137e-09,1.685089767e-09,1.716911944e-09,1.748755464e-09,1.780748507e-09,1.812439783e-09,1.844180242e-09,1.875937006e-09,1.907683871e-09,1.939666973e-09,1.971532296e-09,2.003443283e-09,2.033485838e-09]","[1.014358427e-09,1.03293924e-09,1.051581662e-09,1.070175496e-09,1.088715042e-09,1.107331078e-09,1.125898727e-09,1.144485684e-09,1.163035444e-09,1.181621105e-09,1.200263938e-09,1.218648216e-09,1.237286218e-09,1.255880044e-09,1.274362147e-09,1.292894121e-09,1.311414763e-09,1.330126983e-09,1.348548494e-09,1.367194053e-09,1.385784326e-09,1.404330184e-09,1.422984957e-09,1.441501304e-09,1.460142594e-09,1.478659825e-09,1.49720418e-09,1.515629413e-09,1.534235904e-09,1.551181126e-09]",0.9,000000011111111100000000000000,000001111111100000000000000000,000000111111100000000000000000,000000111111100000000000000000,0,6,12,7,1,1,0,0,0,phi_p03,3
scenarios/061_coarse_phi_p03_v0p850000000000,capture,0.85,4,0,3.41155305e-10,1.341155305e-09,"[1.132526868e-09,1.170572635e-09,1.208741281e-09,1.247031898e-09,1.285195151e-09,1.323487483e-09,1.361736536e-09,1.399967446e-09,1.438225924e-09,1.476346355e-09,1.514674028e-09,1.552825743e-09,1.591002912e-09,1.629268921e-09,1.667544528e-09,1.705852432e-09,1.744085272e-09,1.78229024e-09,1.820502814e-09,1.858675382e-09,1.8969235e-09,1.935008417e-09,1.973092534e-09,2.011204961e-09,2.049326358e-09,2.087508334e-09,2.125959421e-09,2.164194754e-09,2.202398634e-09,2.238508384e-09]","[1.015839442e-09,1.037023701e-09,1.058226633e-09,1.079433525e-09,1.100714365e-09,1.121896818e-09,1.143038213e-09,1.16431447e-09,1.185421857e-09,1.206696968e-09,1.227791375e-09,1.249030324e-09,1.270095723e-09,1.291452679e-09,1.312661938e-09,1.333906797e-09,1.355010099e-09,1.376211877e-09,1.397473901e-09,1.418660218e-09,1.439808493e-09,1.460992919e-09,1.482098323e-09,1.503318993e-09,1.524543598e-09,1.545476179e-09,1.566796099e-09,1.588045675e-09,1.609274112e-09,1.628675888e-09]",0.85,000001111111100000000000000000,000111111100000000000000000000,000011111110000000000000000000,000011111110000000000000000000,0,4,10,7,1,1,0,0,0,phi_p03,3
scenarios/062_coarse_phi_p03_v0p800000000000,capture,0.8,4,0,3.41155305e-10,1.341155305e-09,"[1.163718349e-09,1.210954986e-09,1.258398913e-09,1.305913946e-09,1.353270819e-09,1.400739773e-09,1.448181849e-09,1.495536035e-09,1.542977194e-09,1.590547396e-09,1.638014127e-09,1.685515075e-09,1.732849622e-09,1.780489672e-09,1.827924126e-09,1.87540498e-09,1.922933337e-09,1.970381724e-09,2.017807366e-09,2.065133612e-09,2.112469116e-09,2.159796553e-09,2.20711356e-09,2.254403256e-09,2.301619171e-09,2.349162873e-09,2.396613727e-09,2.443979387e-09,2.491707105e-09,2.536753482e-09]","[1.01807628e-09,1.042782507e-09,1.067585437e-09,1.092388241e-09,1.117050189e-09,1.141865749e-09,1.166521305e-09,1.191340826e-09,1.215879905e-09,1.240705935e-09,1.265488519e-09,1.290039328e-09,1.314873e-09,1.339497731e-09,1.36427677e-09,1.388951922e-09,1.413706118e-09,1.438507277e-09,1.463118902e-09,1.487953305e-09,1.512471642e-09,1.537230045e-09,1.561900361e-09,1.586685323e-09,1.611377654e-09,1.636036785e-09,1.660842429e-09,1.685469495e-09,1.710262568e-09,1.732696545e-09]",0.8,000011111110000000000000000000,001111110000000000000000000000,001111110000000000000000000000,001111110000000000000000000000,0,2,7,6,1,1,0,0,0,phi_p03,3
scenarios/063_coarse_phi_p03_v0p750000000000,capture,0.75,4,0,3.41155305e-10,1.341155305e-09,"[1.211003633e-09,1.272329312e-09,1.333848279e-09,1.395477605e-09,1.457047206e-09,1.51862962e-09,1.580237347e-09,1.641781966e-09,1.703467695e-09,1.76507722e-09,1.826672146e-09,1.888181273e-09,1.949926801e-09,2.011664476e-09,2.073435836e-09,2.135376075e-09,2.196852866e-09,2.258618105e-09,2.320257665e-09,2.381860821e-09,2.443640287e-09,2.505392729e-09,2.567140741e-09,2.628888003e-09,2.690635135e-09,2.752382245e-09,2.813846077e-09,2.875608219e-09,2.937240287e-09,2.995912027e-09]","[1.021076496e-09,1.050956111e-09,1.080661405e-09,1.110343317e-09,1.139972502e-09,1.169744516e-09,1.199548577e-09,1.229366347e-09,1.259187472e-09,1.289004799e-09,1.318821483e-09,1.348517525e-09,1.37833546e-09,1.408125292e-09,1.437918763e-09,1.467717781e-09,1.497520745e-09,1.52732578e-09,1.557214728e-09,1.587035375e-09,1.616783438e-09,1.64625838e-09,1.676035196e-09,1.705792128e-09,1.735543108e-09,1.765267809e-09,1.794937008e-09,1.824624406e-09,1.854280056e-09,1.881767937e-09]",0.75,001111111000000000000000000000,111110000000000000000000000000,111110000000000000000000000000,111110000000000000000000000000,0,0,4,5,1,1,0,1,0,phi_p03,3
scenarios/064_coarse_phi_p04_v1p100000000000,capture,1.1,4,0,3.5487374e-10,1.35487374e-09,"[1.069020134e-09,1.088269675e-09,1.107572288e-09,1.12688832e-09,1.146218733e-09,1.16553804e-09,1.184878294e-09,1.204218388e-09,1.223543704e-09,1.242899939e-09,1.26226352e-09,1.281639938e-09,1.300963571e-09,1.320313059e-09,1.339572386e-09,1.358803181e-09,1.378195554e-09,1.397552445e-09,1.416890294e-09,1.436149893e-09,1.455402896e-09,1.474706222e-09,1.49403302e-09,1.51329753e-09,1.532668519e-09,1.551907514e-09,1.571262085e-09,1.590631468e-09,1.60997411e-09,1.628072725e-09]","[1.010558565e-09,1.023283949e-09,1.036022632e-09,1.048775095e-09,1.061550847e-09,1.074298039e-09,1.087076059e-09,1.099810623e-09,1.112560234e-09,1.125318458e-09,1.13806122e-09,1.150811045e-09,1.16354372e-09,1.176295987e-09,1.189044266e-09,1.201730463e-09,1.214472561e-09,1.227249316e-09,1.239981027e-09,1.252704267e-09,1.265525025e-09,1.278199626e-09,1.290907729e-09,1.303676268e-09,1.316433281e-09,1.329201964e-09,1.341876697e-09,1.354518258e-09,1.367252226e-09,1.378726944e-09]",1.1,000000000000000111111111100000,000000000000011111111110000000,000000000000011111111110000000,000000000000011111111110000000,0,13,22,10,1,1,0,0,0,phi_p04,4
scenarios/065_coarse_phi_p04_v1p050000000000,capture,1.05,4,0,3.5487374e-10,1.35487374e-09,"[1.075868526e-09,1.097165857e-09,1.118497235e-09,1.139809695e-09,1.161137848e-09,1.18254774e-09,1.203894382e-09,1.225252597e-09,1.246577432e-09,1.267943566e-09,1.289325209e-09,1.310709277e-09,1.332138876e-09,1.353473622e-09,1.374909518e-09,1.396248734e-09,1.417617224e-09,1.43898395e-09,1.460371113e-09,1.481707038e-09,1.502960295e-09,1.524313554e-09,1.545599848e-09,1.56707182e-09,1.588414139e-09,1.609821067e-09,1.631220798e-09,1.652613973e-09,1.673997384e-09,1.693910895e-09]","[1.011240238e-09,1.025034756e-09,1.038826309e-09,1.052609537e-09,1.066376534e-09,1.080138951e-09,1.093925378e-09,1.107714814e-09,1.121469175e-09,1.135220696e-09,1.149037826e-09,1.162809486e-09,1.176534772e-09,1.190341015e-09,1.204142695e-09,1.217874061e-09,1.231673576e-09,1.245395716e-09,1.259204184e-09,1.273000955e-09,1.28673594e-09,1.300529302e-09,1.314217366e-09,1.328006022e-09,1.341774882e-09,1.355446252e-09,1.369259866e-09,1.383069024e-09,1.396794204e-09,1.409222972e-09]",1.05,000000000000011111111110000000,000000000001111111111000000000,000000000000111111111000000000,000000000000111111111000000000,0,12,20,9,1,1,0,0,0,phi_p04,4
scenarios/066_coarse_phi_p04_v1p000000000000,capture,1.0,4,0,3.5487374e-10,1.35487374e-09,"[1.084660275e-09,1.108516787e-09,1.132458804e-09,1.156349708e-09,1.180287342e-09,1.204271646e-09,1.228216928e-09,1.252088232e-09,1.276006458e-09,1.299952848e-09,1.323931589e-09,1.347947957e-09,1.371885541e-09,1.395831569e-09,1.41979763e-09,1.443662315e-09,1.46766512e-09,1.491707501e-09,1.51543318e-09,1.539360931e-09,1.563248643e-09,1.587289757e-09,1.611185709e-09,1.635090373e-09,1.659026954e-09,1.682980071e-09,1.706987439e-09,1.73088717e-09,1.754866666e-09,1.777339072e-09]","[1.012040152e-09,1.027044444e-09,1.042112193e-09,1.057192331e-09,1.072175549e-09,1.08726375e-09,1.102244142e-09,1.117253479e-09,1.132328949e-09,1.147320032e-09,1.162379614e-09,1.177393831e-09,1.192359897e-09,1.20729755e-09,1.222289442e-09,1.237360467e-09,1.25233087e-09,1.267335499e-09,1.28243142e-09,1.29737144e-09,1.312382137e-09,1.327426289e-09,1.342481036e-09,1.357378706e-09,1.372504754e-09,1.387506443e-09,1.402580832e-09,1.417582704e-09,1.432573515e-09,1.446198251e-09]",1.0,000000000001111111111000000000,000000000111111111100000000000,000000000011111111100000000000,000000000011111111100000000000,0,10,18,9,1,1,0,0,0,phi_p04,4
scenarios/067_coarse_phi_p04_v0p950000000000,capture,0.95,4,0,3.5487374e-10,1.35487374e-09,"[1.095891858e-09,1.123069275e-09,1.150357289e-09,1.177683904e-09,1.205068462e-09,1.232319447e-09,1.259646822e-09,1.286963307e-09,1.314288798e-09,1.341631501e-09,1.369047869e-09,1.396291397e-09,1.423635604e-09,1.450994385e-09,1.478337827e-09,1.505590544e-09,1.533031294e-09,1.56031817e-09,1.587740595e-09,1.614995565e-09,1.642377859e-09,1.669548572e-09,1.696930155e-09,1.724220645e-09,1.751521644e-09,1.778971811e-09,1.806042357e-09,1.833281643e-09,1.86055862e-09,1.886380406e-09]","[1.012927351e-09,1.02949334e-09,1.04613312e-09,1.062772055e-09,1.07928958e-09,1.095930244e-09,1.112457602e-09,1.129084503e-09,1.145662485e-09,1.162261038e-09,1.178845723e-09,1.195429711e-09,1.211999758e-09,1.22861214e-09,1.245181608e-09,1.261782358e-09,1.278317122e-09,1.29491382e-09,1.311534706e-09,1.328068454e-09,1.344682119e-09,1.361157668e-09,1.377790367e-09,1.39439754e-09,1.410933924e-09,1.427594488e-09,1.44413471e-09,1.46069214e-09,1.477348493e-09,1.492311628e-09]",0.95,000000000111111111100000000000,000000011111111100000000000000,000000001111111100000000000000,000000001111111100000000000000,0,8,15,8,1,1,0,0,0,phi_p04,4
scenarios/068_coarse_phi_p04_v0p900000000000,capture,0.9,4,0,3.5487374e-10,1.35487374e-09,"[1.111377152e-09,1.143216705e-09,1.175040573e-09,1.206903529e-09,1.238832643e-09,1.270618807e-09,1.302564607e-09,1.334398156e-09,1.366184734e-09,1.398104725e-09,1.429996439e-09,1.461866433e-09,1.493743888e-09,1.525522484e-09,1.557369569e-09,1.589398585e-09,1.621257605e-09,1.653124711e-09,1.684980815e-09,1.71685537e-09,1.748908124e-09,1.780722573e-09,1.812596353e-09,1.844507426e-09,1.876405583e-09,1.908302412e-09,1.940095653e-09,1.971966464e-09,2.00360318e-09,2.033614758e-09]","[1.014358427e-09,1.03293924e-09,1.051581662e-09,1.070175496e-09,1.088715042e-09,1.107331078e-09,1.125898727e-09,1.144485684e-09,1.163035444e-09,1.181621105e-09,1.200263938e-09,1.218648216e-09,1.237286218e-09,1.255880044e-09,1.274362147e-09,1.292894121e-09,1.311414763e-09,1.330126983e-09,1.348665791e-09,1.367297028e-09,1.385898261e-09,1.404545075e-09,1.423058477e-09,1.44169368e-09,1.460229847e-09,1.478830414e-09,1.497451394e-09,1.515983724e-09,1.534653458e-09,1.551575535e-09]",0.9,000000001111111110000000000000,000000111111110000000000000000,000000111111110000000000000000,000000111111110000000000000000,0,6,13,8,1,1,0,0,0,phi_p04,4
scenarios/069_coarse_phi_p04_v0p850000000000,capture,0.85,4,0,3.5487374e-10,1.35487374e-09,"[1.132526868e-09,1.170572635e-09,1.208741281e-09,1.247031898e-09,1.285195151e-09,1.323487483e-09,1.361567102e-09,1.399883021e-09,1.438125173e-09,1.476271921e-09,1.514489277e-09,1.552673777e-09,1.590993474e-09,1.629332687e-09,1.667637079e-09,1.705905112e-09,1.744082004e-09,1.782328895e-09,1.820417817e-09,1.85871441e-09,1.896932979e-09,1.93518283e-09,1.973433308e-09,2.011457232e-09,2.049742771e-09,2.08806241e-09,2.126305767e-09,2.16455163e-09,2.202797981e-09,2.239045957e-09]","[1.015839442e-09,1.037023701e-09,1.058226633e-09,1.079433525e-09,1.100714365e-09,1.121896818e-09,1.143038213e-09,1.16431447e-09,1.185421857e-09,1.206696968e-09,1.227791375e-09,1.249030324e-09,1.270095723e-09,1.291452679e-09,1.312661938e-09,1.333906797e-09,1.354971933e-09,1.376265291e-09,1.397455816e-09,1.418727432e-09,1.439875932e-09,1.461026285e-09,1.482343259e-09,1.503446485e-09,1.52458633e-09,1.545883702e-09,1.566989932e-09,1.588211724e-09,1.609478005e-09,1.628913705e-09]",0.85,000000111111110000000000000000,000011111110000000000000000000,000011111110000000000000000000,000011111110000000000000000000,0,4,10,7,1,1,0,0,0,phi_p04,4
scenarios/070_coarse_phi_p04_v0p800000000000,capture,0.8,4,0,3.5487374e-10,1.35487374e-09,"[1.163718349e-09,1.210954986e-09,1.258398913e-09,1.305913946e-09,1.353385291e-09,1.400957022e-09,1.448342616e-09,1.495758559e-09,1.543202551e-09,1.590627062e-09,1.638105414e-09,1.68555301e-09,1.733133342e-09,1.780598437e-09,1.828388209e-09,1.875934876e-09,1.923373496e-09,1.970898109e-09,2.018303062e-09,2.065756731e-09,2.11344998e-09,2.160898265e-09,2.208253541e-09,2.255585056e-09,2.302922908e-09,2.350256745e-09,2.397516082e-09,2.445021893e-09,2.492449989e-09,2.537667932e-09]","[1.01807628e-09,1.042782507e-09,1.067585437e-09,1.092388241e-09,1.117050189e-09,1.141865749e-09,1.166521305e-09,1.191340826e-09,1.215879905e-09,1.240705935e-09,1.265488519e-09,1.290039328e-09,1.314873e-09,1.339590872e-09,1.364069371e-09,1.388908149e-09,1.413708864e-09,1.43828568e-09,1.463103903e-09,1.487678693e-09,1.512498916e-09,1.537019336e-09,1.561701148e-09,1.586504722e-09,1.611278122e-09,1.635874901e-09,1.660587988e-09,1.685244605e-09,1.710054958e-09,1.732812897e-09]",0.8,000011111111000000000000000000,001111110000000000000000000000,001111110000000000000000000000,001111110000000000000000000000,0,2,7,6,1,1,0,0,0,phi_p04,4
scenarios/071_coarse_phi_p04_v0p750000000000,capture,0.75,4,0,3.5487374e-10,1.35487374e-09,"[1.211003633e-09,1.272329312e-09,1.333848279e-09,1.395438172e-09,1.457139245e-09,1.518660717e-09,1.580296476e-09,1.641868911e-09,1.703549151e-09,1.765079925e-09,1.826743833e-09,1.888316478e-09,1.950000924e-09,2.011768111e-09,2.073355236e-09,2.134983727e-09,2.196643771e-09,2.258212826e-09,2.319895234e-09,2.381573965e-09,2.443328886e-09,2.505077005e-09,2.566824292e-09,2.628571429e-09,2.690318539e-09,2.752065646e-09,2.813708187e-09,2.875286515e-09,2.936950512e-09,2.995631728e-09]","[1.021076496e-09,1.050956111e-09,1.080661405e-09,1.110343317e-09,1.139972502e-09,1.169744516e-09,1.199548577e-09,1.229366347e-09,1.259187472e-09,1.289004799e-09,1.318821483e-09,1.348638027e-09,1.378388052e-09,1.408123907e-09,1.437818683e-09,1.467329156e-09,1.49713972e-09,1.526902209e-09,1.556514714e-09,1.586445775e-09,1.616199128e-09,1.645974951e-09,1.675413118e-09,1.705226236e-09,1.73499645e-09,1.76476381e-09,1.794492651e-09,1.82430168e-09,1.854029939e-09,1.881624113e-09]",0.75,001111111000000000000000000000,111110000000000000000000000000,111110000000000000000000000000,111110000000000000000000000000,0,0,4,5,1,1,0,1,0,phi_p04,4
