dataset_code,seed,polarity,m_ff,m_ref,margin,arch0,sign0_off,sign0_18,sign0_19,abs_term_18,signed_term_18,signed_term_19
2,41017,0,204,198,22,0,0,0,0,0,0,0
2,41017,0,204,198,22,0,0,0,0,0,0,0
2,41017,0,182,198,22,0,0,0,0,0,0,0
2,41017,0,182,198,22,0,0,0,0,0,0,0
2,41017,0,204,198,22,0,0,0,0,0,0,0
2,41017,0,182,198,22,0,0,0,0,0,0,0
2,41017,0,182,198,22,0,0,0,0,0,0,0
2,41017,0,182,198,22,0,0,0,0,0,0,0
2,41017,0,182,198,22,0,0,0,0,0,0,0
2,41017,0,182,198,22,0,0,0,0,0,0,0
2,41017,0,204,198,22,0,0,0,0,0,0,0
3,41017,0,225,198,22,1,1,1,1,1,1,1
4,41017,0,245,198,22,1,1,1,1,1,1,1
5,41017,0,225,198,22,1,1,1,1,1,1,1
0,41018,0,225,219,0,0,0,0,0,0,0,0
0,41018,0,225,219,0,0,0,0,0,0,0,0
0,41018,0,225,219,0,0,0,0,0,0,0,0
0,41018,0,204,219,0,0,0,0,0,0,0,0
0,41018,1,204,193,0,0,0,0,0,0,0,0
0,41018,1,182,193,0,0,0,0,0,0,0,0
0,41018,1,204,193,0,0,0,0,0,0,0,0
0,41018,1,182,193,0,0,0,0,0,0,0,0
1,41018,0,204,219,22,0,0,0,0,0,0,0
1,41018,1,204,193,24,0,0,0,0,0,0,0
1,41018,0,204,219,22,0,0,0,0,0,0,0
1,41018,1,182,193,24,0,0,0,0,0,0,0
1,41018,0,204,219,22,0,0,0,0,0,0,0
1,41018,1,182,193,24,0,0,0,0,0,0,0
1,41018,0,225,219,22,0,0,0,0,0,0,0
1,41018,1,182,193,24,0,0,0,0,0,0,0
2,41018,0,225,219,22,0,0,0,0,0,0,0
2,41018,0,225,219,22,0,0,0,0,0,0,0
2,41018,0,225,219,22,0,0,0,0,0,0,0
2,41018,0,204,219,22,0,0,0,0,0,0,0
2,41018,0,204,219,22,0,0,0,0,0,0,0
2,41018,0,225,219,22,0,0,0,0,0,0,0
2,41018,0,204,219,22,0,0,0,0,0,0,0
2,41018,0,204,219,22,0,0,0,0,0,0,0
2,41018,0,204,219,22,0,0,0,0,0,0,0
2,41018,0,204,219,22,0,0,0,0,0,0,0
2,41018,0,204,219,22,0,0,0,0,0,0,0
2,41018,0,225,219,22,0,0,0,0,0,0,0
3,41018,0,245,219,22,1,1,1,1,1,1,1
4,41018,0,264,219,22,1,1,1,1,1,1,1
5,41018,0,245,219,22,1,1,1,1,1,1,1
0,41019,0,182,187,0,0,0,0,0,0,0,0
0,41019,0,182,187,0,0,0,0,0,0,0,0
0,41019,0,204,187,0,0,0,0,0,0,0,0
0,41019,0,182,187,0,0,0,0,0,0,0,0
0,41019,1,159,159,0,0,0,0,0,0,0,0
0,41019,1,159,159,0,0,0,0,0,0,0,0
0,41019,1,159,159,0,0,0,0,0,0,0,0
0,41019,1,159,159,0,0,0,0,0,0,0,0
1,41019,0,182,187,22,0,0,0,0,0,0,0
1,41019,1,159,159,24,0,0,0,0,0,0,0
1,41019,0,182,187,22,0,0,0,0,0,0,0
1,41019,1,159,159,24,0,0,0,0,0,0,0
1,41019,0,182,187,22,0,0,0,0,0,0,0
1,41019,1,135,159,24,0,0,0,0,0,0,0
1,41019,0,182,187,22,0,0,0,0,0,0,0
1,41019,1,159,159,24,0,0,0,0,0,0,0
2,41019,0,182,187,22,0,0,0,0,0,0,0
2,41019,0,182,187,22,0,0,0,0,0,0,0
2,41019,0,204,187,22,0,0,0,0,0,0,0
2,41019,0,182,187,22,0,0,0,0,0,0,0
2,41019,0,182,187,22,0,0,0,0,0,0,0
2,41019,0,182,187,22,0,0,0,0,0,0,0
2,41019,0,182,187,22,0,0,0,0,0,0,0
2,41019,0,182,187,22,0,0,0,0,0,0,0
2,41019,0,182,187,22,0,0,0,0,0,0,0
2,41019,0,182,187,22,0,0,0,0,0,0,0
2,41019,0,182,187,22,0,0,0,0,0,0,0
2,41019,0,182,187,22,0,0,0,0,0,0,0
3,41019,0,225,187,22,1,1,1,1,1,1,1
4,41019,0,245,187,22,1,1,1,1,1,1,1
5,41019,0,225,187,22,1,1,1,1,1,1,1
0,41020,0,159,159,0,0,0,0,0,0,0,0
0,41020,0,159,159,0,0,0,0,0,0,0,0
0,41020,0,159,159,0,0,0,0,0,0,0,0
0,41020,0,159,159,0,0,0,0,0,0,0,0
0,41020,1,135,135,0,0,0,0,0,0,0,0
0,41020,1,135,135,0,0,0,0,0,0,0,0
0,41020,1,135,135,0,0,0,0,0,0,0,0
0,41020,1,135,135,0,0,0,0,0,0,0,0
1,41020,0,159,159,22,0,0,0,0,0,0,0
1,41020,1,135,135,24,0,0,0,0,0,0,0
1,41020,0,159,159,22,0,0,0,0,0,0,0
1,41020,1,135,135,24,0,0,0,0,0,0,0
1,41020,0,159,159,22,0,0,0,0,0,0,0
1,41020,1,110,135,24,1,1,1,1,1,0,0
1,41020,0,159,159,22,0,0,0,0,0,0,0
1,41020,1,135,135,24,0,0,0,0,0,0,0
2,41020,0,159,159,22,0,0,0,0,0,0,0
2,41020,0,159,159,22,0,0,0,0,0,0,0
2,41020,0,159,159,22,0,0,0,0,0,0,0
2,41020,0,159,159,22,0,0,0,0,0,0,0
2,41020,0,159,159,22,0,0,0,0,0,0,0
2,41020,0,159,159,22,0,0,0,0,0,0,0
2,41020,0,159,159,22,0,0,0,0,0,0,0
2,41020,0,159,159,22,0,0,0,0,0,0,0
2,41020,0,159,159,22,0,0,0,0,0,0,0
2,41020,0,159,159,22,0,0,0,0,0,0,0
2,41020,0,159,159,22,0,0,0,0,0,0,0
2,41020,0,159,159,22,0,0,0,0,0,0,0
3,41020,0,182,159,22,1,1,1,1,1,1,1
4,41020,0,225,159,22,1,1,1,1,1,1,1
5,41020,0,182,159,22,1,1,1,1,1,1,1
0,41021,0,182,182,0,0,0,0,0,0,0,0
0,41021,0,182,182,0,0,0,0,0,0,0,0
0,41021,0,182,182,0,0,0,0,0,0,0,0
0,41021,0,182,182,0,0,0,0,0,0,0,0
0,41021,1,159,141,0,0,0,0,0,0,0,0
0,41021,1,135,141,0,0,0,0,0,0,0,0
0,41021,1,135,141,0,0,0,0,0,0,0,0
0,41021,1,135,141,0,0,0,0,0,0,0,0
1,41021,0,182,182,22,0,0,0,0,0,0,0
1,41021,1,135,141,24,0,0,0,0,0,0,0
1,41021,0,182,182,22,0,0,0,0,0,0,0
1,41021,1,135,141,24,0,0,0,0,0,0,0
1,41021,0,182,182,22,0,0,0,0,0,0,0
1,41021,1,135,141,24,0,0,0,0,0,0,0
1,41021,0,182,182,22,0,0,0,0,0,0,0
1,41021,1,135,141,24,0,0,0,0,0,0,0
2,41021,0,182,182,22,0,0,0,0,0,0,0
2,41021,0,182,182,22,0,0,0,0,0,0,0
2,41021,0,182,182,22,0,0,0,0,0,0,0
2,41021,0,182,182,22,0,0,0,0,0,0,0
2,41021,0,182,182,22,0,0,0,0,0,0,0
2,41021,0,182,182,22,0,0,0,0,0,0,0
2,41021,0,182,182,22,0,0,0,0,0,0,0
2,41021,0,182,182,22,0,0,0,0,0,0,0
2,41021,0,182,182,22,0,0,0,0,0,0,0
2,41021,0,182,182,22,0,0,0,0,0,0,0
2,41021,0,182,182,22,0,0,0,0,0,0,0
2,41021,0,182,182,22,0,0,0,0,0,0,0
3,41021,0,225,182,22,1,1,1,1,1,1,1
4,41021,0,245,182,22,1,1,1,1,1,1,1
5,41021,0,225,182,22,1,1,1,1,1,1,1
0,41022,0,204,204,0,0,0,0,0,0,0,0
0,41022,0,204,204,0,0,0,0,0,0,0,0
0,41022,0,204,204,0,0,0,0,0,0,0,0
0,41022,0,204,204,0,0,0,0,0,0,0,0
0,41022,1,159,159,0,0,0,0,0,0,0,0
0,41022,1,159,159,0,0,0,0,0,0,0,0
0,41022,1,159,159,0,0,0,0,0,0,0,0
0,41022,1,159,159,0,0,0,0,0,0,0,0
1,41022,0,204,204,22,0,0,0,0,0,0,0
1,41022,1,159,159,24,0,0,0,0,0,0,0
1,41022,0,204,204,22,0,0,0,0,0,0,0
1,41022,1,159,159,24,0,0,0,0,0,0,0
1,41022,0,182,204,22,0,0,0,0,0,0,0
1,41022,1,159,159,24,0,0,0,0,0,0,0
1,41022,0,204,204,22,0,0,0,0,0,0,0
1,41022,1,159,159,24,0,0,0,0,0,0,0
2,41022,0,204,204,22,0,0,0,0,0,0,0
2,41022,0,204,204,22,0,0,0,0,0,0,0
2,41022,0,204,204,22,0,0,0,0,0,0,0
2,41022,0,204,204,22,0,0,0,0,0,0,0
2,41022,0,204,204,22,0,0,0,0,0,0,0
2,41022,0,204,204,22,0,0,0,0,0,0,0
2,41022,0,182,204,22,0,0,0,0,0,0,0
2,41022,0,204,204,22,0,0,0,0,0,0,0
2,41022,0,204,204,22,0,0,0,0,0,0,0
2,41022,0,204,204,22,0,0,0,0,0,0,0
2,41022,0,182,204,22,0,0,0,0,0,0,0
2,41022,0,204,204,22,0,0,0,0,0,0,0
3,41022,0,225,204,22,0,0,1,1,0,1,1
4,41022,0,245,204,22,1,1,1,1,1,1,1
5,41022,0,225,204,22,0,0,1,1,0,1,1
0,41023,0,204,209,0,0,0,0,0,0,0,0
0,41023,0,204,209,0,0,0,0,0,0,0,0
0,41023,0,225,209,0,0,0,0,0,0,0,0
0,41023,0,204,209,0,0,0,0,0,0,0,0
0,41023,1,182,182,0,0,0,0,0,0,0,0
0,41023,1,182,182,0,0,0,0,0,0,0,0
0,41023,1,182,182,0,0,0,0,0,0,0,0
0,41023,1,182,182,0,0,0,0,0,0,0,0
1,41023,0,204,209,22,0,0,0,0,0,0,0
1,41023,1,182,182,24,0,0,0,0,0,0,0
1,41023,0,204,209,22,0,0,0,0,0,0,0
1,41023,1,182,182,24,0,0,0,0,0,0,0
1,41023,0,204,209,22,0,0,0,0,0,0,0
1,41023,1,182,182,24,0,0,0,0,0,0,0
1,41023,0,204,209,22,0,0,0,0,0,0,0
1,41023,1,182,182,24,0,0,0,0,0,0,0
2,41023,0,204,209,22,0,0,0,0,0,0,0
2,41023,0,204,209,22,0,0,0,0,0,0,0
2,41023,0,225,209,22,0,0,0,0,0,0,0
2,41023,0,204,209,22,0,0,0,0,0,0,0
2,41023,0,204,209,22,0,0,0,0,0,0,0
2,41023,0,204,209,22,0,0,0,0,0,0,0
2,41023,0,204,209,22,0,0,0,0,0,0,0
2,41023,0,204,209,22,0,0,0,0,0,0,0
2,41023,0,204,209,22,0,0,0,0,0,0,0
2,41023,0,204,209,22,0,0,0,0,0,0,0
2,41023,0,204,209,22,0,0,0,0,0,0,0
2,41023,0,204,209,22,0,0,0,0,0,0,0
3,41023,0,245,209,22,1,1,1,1,1,1,1
4,41023,0,264,209,22,1,1,1,1,1,1,1
5,41023,0,245,209,22,1,1,1,1,1,1,1
0,41024,0,159,164,0,0,0,0,0,0,0,0
0,41024,0,159,164,0,0,0,0,0,0,0,0
0,41024,0,182,164,0,0,0,0,0,0,0,0
0,41024,0,159,164,0,0,0,0,0,0,0,0
0,41024,1,159,147,0,0,0,0,0,0,0,0
0,41024,1,135,147,0,0,0,0,0,0,0,0
0,41024,1,159,147,0,0,0,0,0,0,0,0
0,41024,1,135,147,0,0,0,0,0,0,0,0
1,41024,0,159,164,22,0,0,0,0,0,0,0
1,41024,1,135,147,24,0,0,0,0,0,0,0
1,41024,0,159,164,22,0,0,0,0,0,0,0
1,41024,1,135,147,24,0,0,0,0,0,0,0
1,41024,0,159,164,22,0,0,0,0,0,0,0
1,41024,1,135,147,24,0,0,0,0,0,0,0
1,41024,0,159,164,22,0,0,0,0,0,0,0
1,41024,1,135,147,24,0,0,0,0,0,0,0
2,41024,0,159,164,22,0,0,0,0,0,0,0
2,41024,0,159,164,22,0,0,0,0,0,0,0
2,41024,0,182,164,22,0,0,0,0,0,0,0
2,41024,0,159,164,22,0,0,0,0,0,0,0
2,41024,0,159,164,22,0,0,0,0,0,0,0
2,41024,0,159,164,22,0,0,0,0,0,0,0
2,41024,0,159,164,22,0,0,0,0,0,0,0
2,41024,0,159,164,22,0,0,0,0,0,0,0
2,41024,0,159,164,22,0,0,0,0,0,0,0
2,41024,0,159,164,22,0,0,0,0,0,0,0
2,41024,0,159,164,22,0,0,0,0,0,0,0
2,41024,0,159,164,22,0,0,0,0,0,0,0
3,41024,0,204,164,22,1,1,1,1,1,1,1
4,41024,0,225,164,22,1,1,1,1,1,1,1
5,41024,0,204,164,22,1,1,1,1,1,1,1
0,41025,0,225,225,0,0,0,0,0,0,0,0
0,41025,0,225,225,0,0,0,0,0,0,0,0
0,41025,0,225,225,0,0,0,0,0,0,0,0
0,41025,0,225,225,0,0,0,0,0,0,0,0
0,41025,1,204,204,0,0,0,0,0,0,0,0
0,41025,1,204,204,0,0,0,0,0,0,0,0
0,41025,1,204,204,0,0,0,0,0,0,0,0
0,41025,1,204,204,0,0,0,0,0,0,0,0
1,41025,0,225,225,22,0,0,0,0,0,0,0
1,41025,1,204,204,24,0,0,0,0,0,0,0
1,41025,0,225,225,22,0,0,0,0,0,0,0
1,41025,1,204,204,24,0,0,0,0,0,0,0
1,41025,0,204,225,22,0,0,0,0,0,0,0
1,41025,1,182,204,24,0,0,0,0,0,0,0
1,41025,0,225,225,22,0,0,0,0,0,0,0
1,41025,1,204,204,24,0,0,0,0,0,0,0
2,41025,0,225,225,22,0,0,0,0,0,0,0
2,41025,0,225,225,22,0,0,0,0,0,0,0
2,41025,0,225,225,22,0,0,0,0,0,0,0
2,41025,0,225,225,22,0,0,0,0,0,0,0
2,41025,0,225,225,22,0,0,0,0,0,0,0
2,41025,0,225,225,22,0,0,0,0,0,0,0
2,41025,0,204,225,22,0,0,0,0,0,0,0
2,41025,0,225,225,22,0,0,0,0,0,0,0
2,41025,0,225,225,22,0,0,0,0,0,0,0
2,41025,0,225,225,22,0,0,0,0,0,0,0
2,41025,0,204,225,22,0,0,0,0,0,0,0
2,41025,0,225,225,22,0,0,0,0,0,0,0
3,41025,0,245,225,22,0,0,1,1,0,1,1
4,41025,0,282,225,22,1,1,1,1,1,1,1
5,41025,0,245,225,22,0,0,1,1,0,1,1
0,41026,0,159,164,0,0,0,0,0,0,0,0
0,41026,0,159,164,0,0,0,0,0,0,0,0
0,41026,0,182,164,0,0,0,0,0,0,0,0
0,41026,0,159,164,0,0,0,0,0,0,0,0
0,41026,1,159,153,0,0,0,0,0,0,0,0
0,41026,1,135,153,0,0,0,0,0,0,0,0
0,41026,1,159,153,0,0,0,0,0,0,0,0
0,41026,1,159,153,0,0,0,0,0,0,0,0
1,41026,0,159,164,22,0,0,0,0,0,0,0
1,41026,1,159,153,24,0,0,0,0,0,0,0
1,41026,0,159,164,22,0,0,0,0,0,0,0
1,41026,1,159,153,24,0,0,0,0,0,0,0
1,41026,0,159,164,22,0,0,0,0,0,0,0
1,41026,1,135,153,24,0,0,0,0,0,0,0
1,41026,0,159,164,22,0,0,0,0,0,0,0
1,41026,1,159,153,24,0,0,0,0,0,0,0
2,41026,0,159,164,22,0,0,0,0,0,0,0
2,41026,0,159,164,22,0,0,0,0,0,0,0
2,41026,0,182,164,22,0,0,0,0,0,0,0
2,41026,0,159,164,22,0,0,0,0,0,0,0
2,41026,0,159,164,22,0,0,0,0,0,0,0
2,41026,0,159,164,22,0,0,0,0,0,0,0
2,41026,0,159,164,22,0,0,0,0,0,0,0
2,41026,0,159,164,22,0,0,0,0,0,0,0
2,41026,0,159,164,22,0,0,0,0,0,0,0
2,41026,0,159,164,22,0,0,0,0,0,0,0
2,41026,0,159,164,22,0,0,0,0,0,0,0
2,41026,0,159,164,22,0,0,0,0,0,0,0
3,41026,0,204,164,22,1,1,1,1,1,1,1
4,41026,0,225,164,22,1,1,1,1,1,1,1
5,41026,0,204,164,22,1,1,1,1,1,1,1
0,41027,0,159,153,0,0,0,0,0,0,0,0
0,41027,0,159,153,0,0,0,0,0,0,0,0
0,41027,0,159,153,0,0,0,0,0,0,0,0
0,41027,0,135,153,0,0,0,0,0,0,0,0
0,41027,1,135,135,0,0,0,0,0,0,0,0
0,41027,1,135,135,0,0,0,0,0,0,0,0
0,41027,1,135,135,0,0,0,0,0,0,0,0
0,41027,1,135,135,0,0,0,0,0,0,0,0
1,41027,0,135,153,22,0,0,0,0,0,0,0
1,41027,1,135,135,24,0,0,0,0,0,0,0
1,41027,0,135,153,22,0,0,0,0,0,0,0
1,41027,1,135,135,24,0,0,0,0,0,0,0
1,41027,0,135,153,22,0,0,0,0,0,0,0
1,41027,1,135,135,24,0,0,0,0,0,0,0
1,41027,0,159,153,22,0,0,0,0,0,0,0
1,41027,1,135,135,24,0,0,0,0,0,0,0
2,41027,0,159,153,22,0,0,0,0,0,0,0
2,41027,0,159,153,22,0,0,0,0,0,0,0
2,41027,0,159,153,22,0,0,0,0,0,0,0
2,41027,0,135,153,22,0,0,0,0,0,0,0
2,41027,0,159,153,22,0,0,0,0,0,0,0
2,41027,0,159,153,22,0,0,0,0,0,0,0
2,41027,0,135,153,22,0,0,0,0,0,0,0
2,41027,0,159,153,22,0,0,0,0,0,0,0
2,41027,0,135,153,22,0,0,0,0,0,0,0
2,41027,0,135,153,22,0,0,0,0,0,0,0
2,41027,0,135,153,22,0,0,0,0,0,0,0
2,41027,0,159,153,22,0,0,0,0,0,0,0
3,41027,0,182,153,22,1,1,1,1,1,1,1
4,41027,0,225,153,22,1,1,1,1,1,1,1
5,41027,0,182,153,22,1,1,1,1,1,1,1
0,41028,0,204,204,0,0,0,0,0,0,0,0
0,41028,0,204,204,0,0,0,0,0,0,0,0
0,41028,0,204,204,0,0,0,0,0,0,0,0
0,41028,0,204,204,0,0,0,0,0,0,0,0
0,41028,1,182,176,0,0,0,0,0,0,0,0
0,41028,1,159,176,0,0,0,0,0,0,0,0
0,41028,1,182,176,0,0,0,0,0,0,0,0
0,41028,1,182,176,0,0,0,0,0,0,0,0
1,41028,0,204,204,22,0,0,0,0,0,0,0
1,41028,1,182,176,24,0,0,0,0,0,0,0
1,41028,0,204,204,22,0,0,0,0,0,0,0
1,41028,1,182,176,24,0,0,0,0,0,0,0
1,41028,0,204,204,22,0,0,0,0,0,0,0
1,41028,1,159,176,24,0,0,0,0,0,0,0
1,41028,0,204,204,22,0,0,0,0,0,0,0
1,41028,1,182,176,24,0,0,0,0,0,0,0
2,41028,0,204,204,22,0,0,0,0,0,0,0
2,41028,0,204,204,22,0,0,0,0,0,0,0
2,41028,0,204,204,22,0,0,0,0,0,0,0
2,41028,0,204,204,22,0,0,0,0,0,0,0
2,41028,0,204,204,22,0,0,0,0,0,0,0
2,41028,0,204,204,22,0,0,0,0,0,0,0
2,41028,0,204,204,22,0,0,0,0,0,0,0
2,41028,0,204,204,22,0,0,0,0,0,0,0
2,41028,0,204,204,22,0,0,0,0,0,0,0
2,41028,0,204,204,22,0,0,0,0,0,0,0
2,41028,0,204,204,22,0,0,0,0,0,0,0
2,41028,0,204,204,22,0,0,0,0,0,0,0
3,41028,0,225,204,22,0,0,1,1,0,1,1
4,41028,0,264,204,22,1,1,1,1,1,1,1
5,41028,0,245,204,22,1,1,1,1,1,1,1
0,41029,0,159,159,0,0,0,0,0,0,0,0
0,41029,0,159,159,0,0,0,0,0,0,0,0
0,41029,0,159,159,0,0,0,0,0,0,0,0
0,41029,0,159,159,0,0,0,0,0,0,0,0
0,41029,1,159,153,0,0,0,0,0,0,0,0
0,41029,1,135,153,0,0,0,0,0,0,0,0
0,41029,1,159,153,0,0,0,0,0,0,0,0
0,41029,1,159,153,0,0,0,0,0,0,0,0
1,41029,0,159,159,22,0,0,0,0,0,0,0
1,41029,1,159,153,24,0,0,0,0,0,0,0
1,41029,0,159,159,22,0,0,0,0,0,0,0
1,41029,1,159,153,24,0,0,0,0,0,0,0
1,41029,0,159,159,22,0,0,0,0,0,0,0
1,41029,1,135,153,24,0,0,0,0,0,0,0
1,41029,0,159,159,22,0,0,0,0,0,0,0
1,41029,1,159,153,24,0,0,0,0,0,0,0
2,41029,0,159,159,22,0,0,0,0,0,0,0
2,41029,0,159,159,22,0,0,0,0,0,0,0
2,41029,0,159,159,22,0,0,0,0,0,0,0
2,41029,0,159,159,22,0,0,0,0,0,0,0
2,41029,0,159,159,22,0,0,0,0,0,0,0
2,41029,0,159,159,22,0,0,0,0,0,0,0
2,41029,0,159,159,22,0,0,0,0,0,0,0
2,41029,0,159,159,22,0,0,0,0,0,0,0
2,41029,0,159,159,22,0,0,0,0,0,0,0
2,41029,0,159,159,22,0,0,0,0,0,0,0
2,41029,0,159,159,22,0,0,0,0,0,0,0
2,41029,0,159,159,22,0,0,0,0,0,0,0
3,41029,0,204,159,22,1,1,1,1,1,1,1
4,41029,0,225,159,22,1,1,1,1,1,1,1
5,41029,0,204,159,22,1,1,1,1,1,1,1
0,41030,0,204,198,0,0,0,0,0,0,0,0
0,41030,0,204,198,0,0,0,0,0,0,0,0
0,41030,0,204,198,0,0,0,0,0,0,0,0
0,41030,0,182,198,0,0,0,0,0,0,0,0
0,41030,1,182,182,0,0,0,0,0,0,0,0
0,41030,1,182,182,0,0,0,0,0,0,0,0
0,41030,1,182,182,0,0,0,0,0,0,0,0
0,41030,1,182,182,0,0,0,0,0,0,0,0
1,41030,0,182,198,22,0,0,0,0,0,0,0
1,41030,1,182,182,24,0,0,0,0,0,0,0
1,41030,0,182,198,22,0,0,0,0,0,0,0
1,41030,1,182,182,24,0,0,0,0,0,0,0
1,41030,0,182,198,22,0,0,0,0,0,0,0
1,41030,1,182,182,24,0,0,0,0,0,0,0
1,41030,0,204,198,22,0,0,0,0,0,0,0
1,41030,1,182,182,24,0,0,0,0,0,0,0
2,41030,0,204,198,22,0,0,0,0,0,0,0
2,41030,0,204,198,22,0,0,0,0,0,0,0
2,41030,0,204,198,22,0,0,0,0,0,0,0
2,41030,0,182,198,22,0,0,0,0,0,0,0
2,41030,0,204,198,22,0,0,0,0,0,0,0
2,41030,0,204,198,22,0,0,0,0,0,0,0
2,41030,0,182,198,22,0,0,0,0,0,0,0
2,41030,0,204,198,22,0,0,0,0,0,0,0
2,41030,0,182,198,22,0,0,0,0,0,0,0
2,41030,0,182,198,22,0,0,0,0,0,0,0
2,41030,0,182,198,22,0,0,0,0,0,0,0
2,41030,0,204,198,22,0,0,0,0,0,0,0
3,41030,0,225,198,22,1,1,1,1,1,1,1
4,41030,0,264,198,22,1,1,1,1,1,1,1
5,41030,0,225,198,22,1,1,1,1,1,1,1
