dataset,seed,event_index,event,M_FF,M_REF_RISE,signed_e,abs_e,q_ff,existing_abs_margin_alarm,diagnostic_signed_T18_alarm
healthy_rise,41025,16,171.0 ns RISE,225,225,0,0,000000000000000000000111111111,0,0
healthy_rise,41025,18,191.0 ns RISE,225,225,0,0,000000000000000000000111111111,0,0
healthy_rise,41025,20,211.0 ns RISE,204,225,-21,21,000000000000000000000011111111,0,0
healthy_rise,41025,22,231.0 ns RISE,225,225,0,0,000000000000000000000111111111,0,0
healthy_rise,41026,0,1.0 ns RISE,159,164,-5,5,000000000000000000000000111111,0,0
healthy_rise,41026,2,21.0 ns RISE,159,164,-5,5,000000000000000000000000111111,0,0
healthy_rise,41026,4,41.0 ns RISE,182,164,18,18,000000000000000000000001111111,0,0
healthy_rise,41026,6,61.0 ns RISE,159,164,-5,5,000000000000000000000000111111,0,0
healthy_rise,41026,8,86.0 ns RISE,159,164,-5,5,000000000000000000000000111111,0,0
healthy_rise,41026,10,106.0 ns RISE,159,164,-5,5,000000000000000000000000111111,0,0
healthy_rise,41026,12,126.0 ns RISE,159,164,-5,5,000000000000000000000000111111,0,0
healthy_rise,41026,14,146.0 ns RISE,159,164,-5,5,000000000000000000000000111111,0,0
healthy_rise,41026,16,171.0 ns RISE,159,164,-5,5,000000000000000000000000111111,0,0
healthy_rise,41026,18,191.0 ns RISE,159,164,-5,5,000000000000000000000000111111,0,0
healthy_rise,41026,20,211.0 ns RISE,159,164,-5,5,000000000000000000000000111111,0,0
healthy_rise,41026,22,231.0 ns RISE,159,164,-5,5,000000000000000000000000111111,0,0
healthy_rise,41027,0,1.0 ns RISE,159,153,6,6,000000000000000000000000111111,0,0
healthy_rise,41027,2,21.0 ns RISE,159,153,6,6,000000000000000000000000111111,0,0
healthy_rise,41027,4,41.0 ns RISE,159,153,6,6,000000000000000000000000111111,0,0
healthy_rise,41027,6,61.0 ns RISE,135,153,-18,18,000000000000000000000000011111,0,0
healthy_rise,41027,8,86.0 ns RISE,159,153,6,6,000000000000000000000000111111,0,0
healthy_rise,41027,10,106.0 ns RISE,159,153,6,6,000000000000000000000000111111,0,0
healthy_rise,41027,12,126.0 ns RISE,135,153,-18,18,000000000000000000000000011111,0,0
healthy_rise,41027,14,146.0 ns RISE,159,153,6,6,000000000000000000000000111111,0,0
healthy_rise,41027,16,171.0 ns RISE,135,153,-18,18,000000000000000000000000011111,0,0
healthy_rise,41027,18,191.0 ns RISE,135,153,-18,18,000000000000000000000000011111,0,0
healthy_rise,41027,20,211.0 ns RISE,135,153,-18,18,000000000000000000000000011111,0,0
healthy_rise,41027,22,231.0 ns RISE,159,153,6,6,000000000000000000000000111111,0,0
healthy_rise,41028,0,1.0 ns RISE,204,204,0,0,000000000000000000000011111111,0,0
healthy_rise,41028,2,21.0 ns RISE,204,204,0,0,000000000000000000000011111111,0,0
healthy_rise,41028,4,41.0 ns RISE,204,204,0,0,000000000000000000000011111111,0,0
healthy_rise,41028,6,61.0 ns RISE,204,204,0,0,000000000000000000000011111111,0,0
healthy_rise,41028,8,86.0 ns RISE,204,204,0,0,000000000000000000000011111111,0,0
healthy_rise,41028,10,106.0 ns RISE,204,204,0,0,000000000000000000000011111111,0,0
healthy_rise,41028,12,126.0 ns RISE,204,204,0,0,000000000000000000000011111111,0,0
healthy_rise,41028,14,146.0 ns RISE,204,204,0,0,000000000000000000000011111111,0,0
healthy_rise,41028,16,171.0 ns RISE,204,204,0,0,000000000000000000000011111111,0,0
healthy_rise,41028,18,191.0 ns RISE,204,204,0,0,000000000000000000000011111111,0,0
healthy_rise,41028,20,211.0 ns RISE,204,204,0,0,000000000000000000000011111111,0,0
healthy_rise,41028,22,231.0 ns RISE,204,204,0,0,000000000000000000000011111111,0,0
healthy_rise,41029,0,1.0 ns RISE,159,159,0,0,000000000000000000000000111111,0,0
healthy_rise,41029,2,21.0 ns RISE,159,159,0,0,000000000000000000000000111111,0,0
healthy_rise,41029,4,41.0 ns RISE,159,159,0,0,000000000000000000000000111111,0,0
healthy_rise,41029,6,61.0 ns RISE,159,159,0,0,000000000000000000000000111111,0,0
healthy_rise,41029,8,86.0 ns RISE,159,159,0,0,000000000000000000000000111111,0,0
healthy_rise,41029,10,106.0 ns RISE,159,159,0,0,000000000000000000000000111111,0,0
healthy_rise,41029,12,126.0 ns RISE,159,159,0,0,000000000000000000000000111111,0,0
healthy_rise,41029,14,146.0 ns RISE,159,159,0,0,000000000000000000000000111111,0,0
healthy_rise,41029,16,171.0 ns RISE,159,159,0,0,000000000000000000000000111111,0,0
healthy_rise,41029,18,191.0 ns RISE,159,159,0,0,000000000000000000000000111111,0,0
healthy_rise,41029,20,211.0 ns RISE,159,159,0,0,000000000000000000000000111111,0,0
healthy_rise,41029,22,231.0 ns RISE,159,159,0,0,000000000000000000000000111111,0,0
healthy_rise,41030,0,1.0 ns RISE,204,198,6,6,000000000000000000000011111111,0,0
healthy_rise,41030,2,21.0 ns RISE,204,198,6,6,000000000000000000000011111111,0,0
healthy_rise,41030,4,41.0 ns RISE,204,198,6,6,000000000000000000000011111111,0,0
healthy_rise,41030,6,61.0 ns RISE,182,198,-16,16,000000000000000000000001111111,0,0
healthy_rise,41030,8,86.0 ns RISE,204,198,6,6,000000000000000000000011111111,0,0
healthy_rise,41030,10,106.0 ns RISE,204,198,6,6,000000000000000000000011111111,0,0
healthy_rise,41030,12,126.0 ns RISE,182,198,-16,16,000000000000000000000001111111,0,0
healthy_rise,41030,14,146.0 ns RISE,204,198,6,6,000000000000000000000011111111,0,0
healthy_rise,41030,16,171.0 ns RISE,182,198,-16,16,000000000000000000000001111111,0,0
healthy_rise,41030,18,191.0 ns RISE,182,198,-16,16,000000000000000000000001111111,0,0
healthy_rise,41030,20,211.0 ns RISE,182,198,-16,16,000000000000000000000001111111,0,0
healthy_rise,41030,22,231.0 ns RISE,204,198,6,6,000000000000000000000011111111,0,0
d01_target,41001,2,21 ns RISE,225,198,27,27,000000000000000000000111111111,1,1
d01_target,41002,2,21 ns RISE,225,198,27,27,000000000000000000000111111111,1,1
d01_target,41003,2,21 ns RISE,204,159,45,45,000000000000000000000011111111,1,1
d01_target,41004,2,21 ns RISE,225,187,38,38,000000000000000000000111111111,1,1
d01_target,41005,2,21 ns RISE,225,204,21,21,000000000000000000000111111111,0,1
d01_target,41006,2,21 ns RISE,225,182,43,43,000000000000000000000111111111,1,1
d01_target,41007,2,21 ns RISE,225,204,21,21,000000000000000000000111111111,0,1
d01_target,41008,2,21 ns RISE,225,182,43,43,000000000000000000000111111111,1,1
d01_target,41009,2,21 ns RISE,225,187,38,38,000000000000000000000111111111,1,1
d01_target,41010,2,21 ns RISE,225,182,43,43,000000000000000000000111111111,1,1
d01_target,41011,2,21 ns RISE,204,176,28,28,000000000000000000000011111111,1,1
d01_target,41012,2,21 ns RISE,225,204,21,21,000000000000000000000111111111,0,1
d01_target,41013,2,21 ns RISE,264,235,29,29,000000000000000000011111111111,1,1
d01_target,41014,2,21 ns RISE,225,182,43,43,000000000000000000000111111111,1,1
d01_target,41015,2,21 ns RISE,225,204,21,21,000000000000000000000111111111,0,1
d01_target,41016,2,21 ns RISE,204,182,22,22,000000000000000000000011111111,0,1
d01_target,41017,2,21 ns RISE,225,198,27,27,000000000000000000000111111111,1,1
d01_target,41018,2,21 ns RISE,245,219,26,26,000000000000000000001111111111,1,1
d01_target,41019,2,21 ns RISE,225,187,38,38,000000000000000000000111111111,1,1
d01_target,41020,2,21 ns RISE,182,159,23,23,000000000000000000000001111111,1,1
d01_target,41021,2,21 ns RISE,225,182,43,43,000000000000000000000111111111,1,1
d01_target,41022,2,21 ns RISE,225,204,21,21,000000000000000000000111111111,0,1
d01_target,41023,2,21 ns RISE,245,209,36,36,000000000000000000001111111111,1,1
d01_target,41024,2,21 ns RISE,204,164,40,40,000000000000000000000011111111,1,1
d01_target,41025,2,21 ns RISE,245,225,20,20,000000000000000000001111111111,0,1
d01_target,41026,2,21 ns RISE,204,164,40,40,000000000000000000000011111111,1,1
d01_target,41027,2,21 ns RISE,182,153,29,29,000000000000000000000001111111,1,1
d01_target,41028,2,21 ns RISE,225,204,21,21,000000000000000000000111111111,0,1
d01_target,41029,2,21 ns RISE,204,159,45,45,000000000000000000000011111111,1,1
d01_target,41030,2,21 ns RISE,225,198,27,27,000000000000000000000111111111,1,1
d02_target,41001,2,21 ns RISE,245,198,47,47,000000000000000000001111111111,1,1
d02_target,41002,2,21 ns RISE,245,198,47,47,000000000000000000001111111111,1,1
d02_target,41003,2,21 ns RISE,225,159,66,66,000000000000000000000111111111,1,1
d02_target,41004,2,21 ns RISE,245,187,58,58,000000000000000000001111111111,1,1
d02_target,41005,2,21 ns RISE,264,204,60,60,000000000000000000011111111111,1,1
d02_target,41006,2,21 ns RISE,245,182,63,63,000000000000000000001111111111,1,1
d02_target,41007,2,21 ns RISE,264,204,60,60,000000000000000000011111111111,1,1
d02_target,41008,2,21 ns RISE,245,182,63,63,000000000000000000001111111111,1,1
d02_target,41009,2,21 ns RISE,245,187,58,58,000000000000000000001111111111,1,1
d02_target,41010,2,21 ns RISE,245,182,63,63,000000000000000000001111111111,1,1
d02_target,41011,2,21 ns RISE,245,176,69,69,000000000000000000001111111111,1,1
d02_target,41012,2,21 ns RISE,264,204,60,60,000000000000000000011111111111,1,1
d02_target,41013,2,21 ns RISE,282,235,47,47,000000000000000000111111111111,1,1
d02_target,41014,2,21 ns RISE,245,182,63,63,000000000000000000001111111111,1,1
d02_target,41015,2,21 ns RISE,264,204,60,60,000000000000000000011111111111,1,1
d02_target,41016,2,21 ns RISE,245,182,63,63,000000000000000000001111111111,1,1
d02_target,41017,2,21 ns RISE,245,198,47,47,000000000000000000001111111111,1,1
d02_target,41018,2,21 ns RISE,264,219,45,45,000000000000000000011111111111,1,1
d02_target,41019,2,21 ns RISE,245,187,58,58,000000000000000000001111111111,1,1
d02_target,41020,2,21 ns RISE,225,159,66,66,000000000000000000000111111111,1,1
d02_target,41021,2,21 ns RISE,245,182,63,63,000000000000000000001111111111,1,1
d02_target,41022,2,21 ns RISE,245,204,41,41,000000000000000000001111111111,1,1
d02_target,41023,2,21 ns RISE,264,209,55,55,000000000000000000011111111111,1,1
d02_target,41024,2,21 ns RISE,225,164,61,61,000000000000000000000111111111,1,1
d02_target,41025,2,21 ns RISE,282,225,57,57,000000000000000000111111111111,1,1
d02_target,41026,2,21 ns RISE,225,164,61,61,000000000000000000000111111111,1,1
d02_target,41027,2,21 ns RISE,225,153,72,72,000000000000000000000111111111,1,1
d02_target,41028,2,21 ns RISE,264,204,60,60,000000000000000000011111111111,1,1
d02_target,41029,2,21 ns RISE,225,159,66,66,000000000000000000000111111111,1,1
d02_target,41030,2,21 ns RISE,264,198,66,66,000000000000000000011111111111,1,1
