scenario_id,baseline_vdd_v,margin_level,M_det,F_det,DeltaV_mv,Vdroop_v,t_fall_ps,t_hold_ps,t_rise_ps,phase_ps,actual_min_vdd_v,t_xor_rise_s,t_xor_fall_s,t_ck_rise_s,t_ck_rise_2_s,W_xor_ps,D_ref_ps,R_ps,q_sample_1_v,q_sample_2_v,vdd_at_q_sample_1_v,vdd_at_q_sample_2_v,q_sample_1_ratio,q_sample_2_ratio,q_final,q_state,active_ck_edge_count,recovery_max_ratio,valid,reason,completion_status,scenario_path,deck_sha256,source_hash,scenario_key,scenario_family,scan_stage,t0_5_state,time_axis_shift_s,recovery_start_s,recovery_end_s,recovery_model_status,evidence_source,reuse_reason,electrical_projection_sha256,normalized_deck_sha256
t0__b1p1__L2__dv140p0__h1188p0__p25p0__3b19f25d0ecb759fcad1,1.1,L2,3,8,140.0,0.96,1.0,1188.0,1.0,25.0,0.96,2.00481621e-09,2.369818189e-09,2.329285809e-09,5.180906718e-09,365.00197899999984,324.46959899999996,40.532379999999876,1.0999996389,1.0999995698,1.1,1.1,0.9999996717272727,0.9999996089090909,1,stable_high,1,2.5010372479166667e-06,1,,PASS,/home/zhupl25/chiplet_side_channel/chiplet_gds_data/power_macro/delay_chain/ftc/runs/t0_transient_droop/r421/scenarios/t0__b1p1__L2__dv140p0__h1188p0__p25p0__3b19f25d0ecb759fcad1,e0786728f3fc25a0159c8e8cbf498bb74a2420dcbd9d4071985a3a0494c14e53,598cd1b1604d8ee7fee51d6e738e936e3007ef12ca6a441288f76eb88c5c3ed0,t0_5a_1p10_l2_boundary,L2_BOUNDARY_MINIMUM,BOUNDARY_FINE_25PS,CLEAN_Q1,0.0,2.7039999999999998e-09,2.7049999999999997e-09,NOT_APPLICABLE,REUSED_RETAINED_MEASUREMENT,ELECTRICALLY_EQUIVALENT_SOURCE_HASH_DRIFT,1f7b67e5595c94ec536a1e299607daad9adb697e897166b3a96ab4b3091b32f2,e0786728f3fc25a0159c8e8cbf498bb74a2420dcbd9d4071985a3a0494c14e53
t0__b1p1__L2__dv140p0__h1188p0__p50p0__e1a54bdc0eebae393f03,1.1,L2,3,8,140.0,0.96,1.0,1188.0,1.0,50.0,0.96,1.998232503e-09,2.360678459e-09,2.323152911e-09,5.181032179e-09,362.44595600000014,324.92040799999984,37.5255480000003,3.054789064e-07,1.512723706e-06,1.1,1.1,2.777080967272727e-07,1.3752033690909089e-06,0,stable_low,1,2.6905209666666665e-06,1,,PASS,/home/zhupl25/chiplet_side_channel/chiplet_gds_data/power_macro/delay_chain/ftc/runs/t0_transient_droop/r422/scenarios/t0__b1p1__L2__dv140p0__h1188p0__p50p0__e1a54bdc0eebae393f03,a5470e4393fc783442716c3e688ae7384766a18c08362a6343d09425c54a4009,598cd1b1604d8ee7fee51d6e738e936e3007ef12ca6a441288f76eb88c5c3ed0,t0_5a_1p10_l2_boundary,L2_BOUNDARY_MINIMUM,BOUNDARY_FINE_25PS,STABLE_Q0,0.0,2.729e-09,2.73e-09,NOT_APPLICABLE,REUSED_RETAINED_MEASUREMENT,ELECTRICALLY_EQUIVALENT_SOURCE_HASH_DRIFT,9c084feeb1dbf49b4eae73c1e395bfeb2e49014d572ae1daf4cfbcc93020baef,a5470e4393fc783442716c3e688ae7384766a18c08362a6343d09425c54a4009
t0__b1p1__L2__dv140p0__h1188p0__p75p0__104abef966ff101e2f7a,1.1,L2,3,8,140.0,0.96,1.0,1188.0,1.0,75.0,0.96,1.991369363e-09,2.351860795e-09,2.316007394e-09,5.181052667e-09,360.4914320000001,324.63803100000007,35.85340100000002,-1.130041262e-06,-1.543240401e-06,1.1,1.1,-1.0273102381818181e-06,-1.402945819090909e-06,0,stable_low,1,3.0938834354166664e-06,1,,PASS,/home/zhupl25/chiplet_side_channel/chiplet_gds_data/power_macro/delay_chain/ftc/runs/t0_transient_droop/r423/scenarios/t0__b1p1__L2__dv140p0__h1188p0__p75p0__104abef966ff101e2f7a,2b7e2fdfe0d06721a51d0712371f35b12b7fa1d1d773ef5eeb81c57783b2f3c5,598cd1b1604d8ee7fee51d6e738e936e3007ef12ca6a441288f76eb88c5c3ed0,t0_5a_1p10_l2_boundary,L2_BOUNDARY_MINIMUM,BOUNDARY_FINE_25PS,STABLE_Q0,0.0,2.7540000000000002e-09,2.755e-09,NOT_APPLICABLE,REUSED_RETAINED_MEASUREMENT,ELECTRICALLY_EQUIVALENT_SOURCE_HASH_DRIFT,862d3a5e32c455f1c75613d9ba24cd321a01615825e5e42c58dc23ad0b8aa1f9,2b7e2fdfe0d06721a51d0712371f35b12b7fa1d1d773ef5eeb81c57783b2f3c5
t0__b1p1__L2__dv140p0__h1188p0__p100p0__c4c3ad142e60ee305548,1.1,L2,3,8,140.0,0.96,1.0,1188.0,1.0,100.0,0.96,1.984085701e-09,2.342125933e-09,2.309053733e-09,5.180709363e-09,358.040232,324.968032,33.07220000000001,-4.590085979e-06,-4.115343089e-06,1.1,1.1,-4.172805435454545e-06,-3.74122099e-06,0,stable_low,1,2.8700736895833334e-06,1,,PASS,/home/zhupl25/chiplet_side_channel/chiplet_gds_data/power_macro/delay_chain/ftc/runs/t0_transient_droop/r424/scenarios/t0__b1p1__L2__dv140p0__h1188p0__p100p0__c4c3ad142e60ee305548,5c9d4fea6b33fcda53958c289c4f376116744d95ab01fca8138bf5b3d6a957ac,598cd1b1604d8ee7fee51d6e738e936e3007ef12ca6a441288f76eb88c5c3ed0,t0_5a_1p10_l2_boundary,L2_BOUNDARY_MINIMUM,BOUNDARY_FINE_25PS,STABLE_Q0,0.0,2.779e-09,2.78e-09,NOT_APPLICABLE,REUSED_RETAINED_MEASUREMENT,ELECTRICALLY_EQUIVALENT_SOURCE_HASH_DRIFT,18f5ad221ec4a0daf06b7b112c7ca8fb27e545dd0e8146931f992bf3ad6007c2,5c9d4fea6b33fcda53958c289c4f376116744d95ab01fca8138bf5b3d6a957ac
t0__b1p1__L2__dv140p0__h1188p0__p125p0__0b1da5dff68d7b3edd45,1.1,L2,3,8,140.0,0.96,1.0,1188.0,1.0,125.0,0.96,1.976830897e-09,2.333090545e-09,2.30169055e-09,5.180886375e-09,356.2596480000002,324.859653,31.399995000000217,-4.832385565e-06,-3.634130008e-06,1.1,1.1,-4.3930777863636355e-06,-3.3037545527272726e-06,0,stable_low,1,2.457716229166667e-06,1,,PASS,/home/zhupl25/chiplet_side_channel/chiplet_gds_data/power_macro/delay_chain/ftc/runs/t0_transient_droop/r425/scenarios/t0__b1p1__L2__dv140p0__h1188p0__p125p0__0b1da5dff68d7b3edd45,14d6762ea71a4798f8c531d5c3e2d3b3d2825ab419f57043fab65a52e359a98c,598cd1b1604d8ee7fee51d6e738e936e3007ef12ca6a441288f76eb88c5c3ed0,t0_5a_1p10_l2_boundary,L2_BOUNDARY_MINIMUM,BOUNDARY_FINE_25PS,STABLE_Q0,0.0,2.804e-09,2.8049999999999997e-09,NOT_APPLICABLE,REUSED_RETAINED_MEASUREMENT,ELECTRICALLY_EQUIVALENT_SOURCE_HASH_DRIFT,4504eb35d31b4fb713e5d738e9d4c7045c50eeecb374456ce58439cd946da478,14d6762ea71a4798f8c531d5c3e2d3b3d2825ab419f57043fab65a52e359a98c
t0__b1p1__L2__dv140p0__h1188p0__p150p0__e1a457acd1cc31942a56,1.1,L2,3,8,140.0,0.96,1.0,1188.0,1.0,150.0,0.96,1.970517165e-09,2.323328e-09,2.295302599e-09,5.180536691e-09,352.8108349999998,324.78543399999995,28.025400999999874,-1.266863537e-06,-1.272660296e-06,1.1,1.1,-1.1516941245454545e-06,-1.1569639054545453e-06,0,stable_low,1,2.5263441708333332e-06,1,,PASS,/home/zhupl25/chiplet_side_channel/chiplet_gds_data/power_macro/delay_chain/ftc/runs/t0_transient_droop/r426/scenarios/t0__b1p1__L2__dv140p0__h1188p0__p150p0__e1a457acd1cc31942a56,142160c3688b4f1c7e71b48e8ad526394ef2a24552c66aab1a672cbec526fc50,598cd1b1604d8ee7fee51d6e738e936e3007ef12ca6a441288f76eb88c5c3ed0,t0_5a_1p10_l2_boundary,L2_BOUNDARY_MINIMUM,BOUNDARY_FINE_25PS,STABLE_Q0,0.0,2.829e-09,2.83e-09,NOT_APPLICABLE,REUSED_RETAINED_MEASUREMENT,ELECTRICALLY_EQUIVALENT_SOURCE_HASH_DRIFT,ed99b0bd67ec250458c6df72c78ca77b3506228b5b3b53b8b60b35f987212fe4,142160c3688b4f1c7e71b48e8ad526394ef2a24552c66aab1a672cbec526fc50
t0__b1p1__L2__dv140p0__h1188p0__p175p0__7d75ef5a7fcbc9aaba6a,1.1,L2,3,8,140.0,0.96,1.0,1188.0,1.0,175.0,0.96,1.963953917e-09,2.314377289e-09,2.288799631e-09,5.181080344e-09,350.4233719999999,324.84571400000004,25.57765799999987,-5.246204618e-06,-3.974786788e-06,1.1,1.1,-4.769276925454545e-06,-3.6134425345454544e-06,0,stable_low,1,3.386458942708334e-06,1,,PASS,/home/zhupl25/chiplet_side_channel/chiplet_gds_data/power_macro/delay_chain/ftc/runs/t0_transient_droop/r427/scenarios/t0__b1p1__L2__dv140p0__h1188p0__p175p0__7d75ef5a7fcbc9aaba6a,5e12ff05f0c4de1a186c1fa690d3e0d6a2b5816017614cd5f47f61ee8500f0fa,598cd1b1604d8ee7fee51d6e738e936e3007ef12ca6a441288f76eb88c5c3ed0,t0_5a_1p10_l2_boundary,L2_BOUNDARY_MINIMUM,BOUNDARY_FINE_25PS,STABLE_Q0,0.0,2.854e-09,2.8549999999999998e-09,NOT_APPLICABLE,REUSED_RETAINED_MEASUREMENT,ELECTRICALLY_EQUIVALENT_SOURCE_HASH_DRIFT,aec5db6c3e0827e02830aeb028ea6188aa2765b903a5d602cc4ef3ce2d3bd4e5,5e12ff05f0c4de1a186c1fa690d3e0d6a2b5816017614cd5f47f61ee8500f0fa
t0__b1p1__L2__dv140p0__h1188p0__p200p0__5fa9c60b0f90b348bf81,1.1,L2,3,8,140.0,0.96,1.0,1188.0,1.0,200.0,0.96,1.956797779e-09,2.305075943e-09,2.281498461e-09,5.181168584e-09,348.2781639999998,324.7006819999999,23.57748199999986,-5.440490129e-06,-4.175252994e-06,1.1,1.1,-4.945900117272727e-06,-3.7956845399999998e-06,0,stable_low,1,2.8970457385416666e-06,1,,PASS,/home/zhupl25/chiplet_side_channel/chiplet_gds_data/power_macro/delay_chain/ftc/runs/t0_transient_droop/r428/scenarios/t0__b1p1__L2__dv140p0__h1188p0__p200p0__5fa9c60b0f90b348bf81,d4f7873fe4d56cad918d8ec4c7955a1e86e18a1f532a6ba46c16640d0cedbae7,598cd1b1604d8ee7fee51d6e738e936e3007ef12ca6a441288f76eb88c5c3ed0,t0_5a_1p10_l2_boundary,L2_BOUNDARY_MINIMUM,BOUNDARY_FINE_25PS,STABLE_Q0,0.0,2.8789999999999997e-09,2.8799999999999996e-09,NOT_APPLICABLE,REUSED_RETAINED_MEASUREMENT,ELECTRICALLY_EQUIVALENT_SOURCE_HASH_DRIFT,69c7ab53e35733e279c338bea47b2c8f058024542fe549262e7621dca9daae94,d4f7873fe4d56cad918d8ec4c7955a1e86e18a1f532a6ba46c16640d0cedbae7
t0__b1p1__L2__dv140p0__h1188p0__p225p0__bbb76b1009bbfca04384,1.1,L2,3,8,140.0,0.96,1.0,1188.0,1.0,225.0,0.96,1.95010705e-09,2.295461015e-09,2.275049036e-09,5.18066483e-09,345.353965,324.9419860000001,20.411978999999917,-5.631488876e-06,-4.372782761e-06,1.1,1.1,-5.119535341818181e-06,-3.9752570554545455e-06,0,stable_low,1,2.7837642416666667e-06,1,,PASS,/home/zhupl25/chiplet_side_channel/chiplet_gds_data/power_macro/delay_chain/ftc/runs/t0_transient_droop/r429/scenarios/t0__b1p1__L2__dv140p0__h1188p0__p225p0__bbb76b1009bbfca04384,72a595b92435513704158dde352d16202556b2fbfba11976377b7f1ef98bb5b0,598cd1b1604d8ee7fee51d6e738e936e3007ef12ca6a441288f76eb88c5c3ed0,t0_5a_1p10_l2_boundary,L2_BOUNDARY_MINIMUM,BOUNDARY_FINE_25PS,STABLE_Q0,0.0,2.904e-09,2.9049999999999998e-09,NOT_APPLICABLE,REUSED_RETAINED_MEASUREMENT,ELECTRICALLY_EQUIVALENT_SOURCE_HASH_DRIFT,5910b65a0e5e801fc90836d968a718d5e75182c14c55c5abbb0ee65ab838d95e,72a595b92435513704158dde352d16202556b2fbfba11976377b7f1ef98bb5b0
t0__b1p1__L2__dv140p0__h1188p0__p250p0__acfcf164ec8f19981746,1.1,L2,3,8,140.0,0.96,1.0,1188.0,1.0,250.0,0.96,1.943140037e-09,2.286028115e-09,2.268032912e-09,5.181281314e-09,342.88807800000006,324.8928749999998,17.995203000000288,-5.382458872e-06,-4.662251736e-06,1.1,1.1,-4.8931444290909086e-06,-4.238410669090908e-06,0,stable_low,1,2.8610096562499998e-06,1,,PASS,/home/zhupl25/chiplet_side_channel/chiplet_gds_data/power_macro/delay_chain/ftc/runs/t0_transient_droop/r411/scenarios/t0__b1p1__L2__dv140p0__h1188p0__p250p0__acfcf164ec8f19981746,dfb2fdf59dd5e536f2e70dd37d6cc488aac578b1b9caca7a52c111a06e66ba7c,598cd1b1604d8ee7fee51d6e738e936e3007ef12ca6a441288f76eb88c5c3ed0,t0_5a_1p10_l2_boundary,L2_BOUNDARY_MINIMUM,RIGHT_COARSE_EXTENSION,STABLE_Q0,0.0,2.929e-09,2.93e-09,NOT_APPLICABLE,REUSED_RETAINED_MEASUREMENT,ELECTRICALLY_EQUIVALENT_SOURCE_HASH_DRIFT,d9e8f728db4d638a8d7f9cd36be283ecd2e38ccee4bf4012c82e4cd84395c19c,dfb2fdf59dd5e536f2e70dd37d6cc488aac578b1b9caca7a52c111a06e66ba7c
t0__b1p1__L2__dv140p0__h3000p0__pm2500p0__52df4967a01fd65c87a9,1.1,L2,3,8,140.0,0.96,1.0,3000.0,1.0,-2500.0,0.96,4.014916312e-09,4.28220574e-09,4.27614598e-09,7.19106632e-09,267.2894280000005,261.22966800000046,6.05976000000004,-1.149012603e-07,-9.772097739e-08,1.1,1.1,-1.0445569118181817e-07,-8.883725217272727e-08,0,stable_low,1,1.5874903479166668e-06,1,,PASS,/home/zhupl25/chiplet_side_channel/chiplet_gds_data/power_macro/delay_chain/ftc/runs/t0_transient_droop/r435/scenarios/t0__b1p1__L2__dv140p0__h3000p0__pm2500p0__52df4967a01fd65c87a9,bef5722382e2faceeb72e79533e144dcea7db08d22e2b36bf149f1dc985bd630,598cd1b1604d8ee7fee51d6e738e936e3007ef12ca6a441288f76eb88c5c3ed0,t0_5a_1p10_l2_long,L2_LONG_PULSE,LEFT_COARSE_EXTENSION,STABLE_Q0,2.0100000000000003e-09,4.0010000000000006e-09,4.002000000000001e-09,NOT_APPLICABLE,NEW_HSPICE_SCENARIO,,843921dd95d57d03777b3b75ba1c49ad6a53619b3d2da58c015cccebcabf322b,bef5722382e2faceeb72e79533e144dcea7db08d22e2b36bf149f1dc985bd630
t0__b1p1__L2__dv140p0__h3000p0__pm2475p0__64a125031447688b277b,1.1,L2,3,8,140.0,0.96,1.0,3000.0,1.0,-2475.0,0.96,3.996472123e-09,4.264002394e-09,4.259352834e-09,7.166111479e-09,267.53027100000014,262.8807110000004,4.649559999999724,2.330737747e-07,2.360273794e-08,1.1,1.1,2.118852497272727e-07,2.1457034490909087e-08,0,stable_low,1,3.922164916666666e-06,1,,PASS,/home/zhupl25/chiplet_side_channel/chiplet_gds_data/power_macro/delay_chain/ftc/runs/t0_transient_droop/r436/scenarios/t0__b1p1__L2__dv140p0__h3000p0__pm2475p0__64a125031447688b277b,cde621dc9114d373554ee98f3a53b3d851c6a89b140013dea9d64d6c80f15390,598cd1b1604d8ee7fee51d6e738e936e3007ef12ca6a441288f76eb88c5c3ed0,t0_5a_1p10_l2_long,L2_LONG_PULSE,BOUNDARY_FINE_25PS,STABLE_Q0,1.985e-09,4.0010000000000006e-09,4.002000000000001e-09,NOT_APPLICABLE,NEW_HSPICE_SCENARIO,,502abd9d8e8d0fc9b3956312fbd4fb8a88447710d2a6c413251dd3097962608a,cde621dc9114d373554ee98f3a53b3d851c6a89b140013dea9d64d6c80f15390
t0__b1p1__L2__dv140p0__h3000p0__pm2450p0__4a02f9b098fd0bce7ea3,1.1,L2,3,8,140.0,0.96,1.0,3000.0,1.0,-2450.0,0.96,3.971472108e-09,4.245672536e-09,4.240588968e-09,7.141065928e-09,274.20042799999993,269.11685999999963,5.083568000000298,-1.106079392e-07,-9.44191328e-08,1.1,1.1,-1.0055267199999999e-07,-8.583557527272727e-08,0,stable_low,1,1.5038951416666668e-06,1,,PASS,/home/zhupl25/chiplet_side_channel/chiplet_gds_data/power_macro/delay_chain/ftc/runs/t0_transient_droop/r437/scenarios/t0__b1p1__L2__dv140p0__h3000p0__pm2450p0__4a02f9b098fd0bce7ea3,433592a334a9c53bf57a2acfa8c3ee9db8b7bc8cf30fe3f406a9951f51dd1797,598cd1b1604d8ee7fee51d6e738e936e3007ef12ca6a441288f76eb88c5c3ed0,t0_5a_1p10_l2_long,L2_LONG_PULSE,BOUNDARY_FINE_25PS,STABLE_Q0,1.96e-09,4.001e-09,4.002e-09,NOT_APPLICABLE,NEW_HSPICE_SCENARIO,,89e8917a7872ded38a3e487d7807bfbac5a355aa62c03f31dc17f0097fd6afbc,433592a334a9c53bf57a2acfa8c3ee9db8b7bc8cf30fe3f406a9951f51dd1797
t0__b1p1__L2__dv140p0__h3000p0__pm2425p0__25b53f63ffbc9dc39bfc,1.1,L2,3,8,140.0,0.96,1.0,3000.0,1.0,-2425.0,0.96,3.946472108e-09,4.227594707e-09,4.22066491e-09,7.116226163e-09,281.1225990000002,274.1928020000002,6.929797000000008,1.855287218e-07,1.8774292e-07,1.1,1.1,1.6866247436363636e-07,1.706753818181818e-07,0,stable_low,1,1.1076614416666668e-06,1,,PASS,/home/zhupl25/chiplet_side_channel/chiplet_gds_data/power_macro/delay_chain/ftc/runs/t0_transient_droop/r438/scenarios/t0__b1p1__L2__dv140p0__h3000p0__pm2425p0__25b53f63ffbc9dc39bfc,cc2f158d433f534390f571b6ab36e3cae4212583d95797edb96ffc8dbf9f4570,598cd1b1604d8ee7fee51d6e738e936e3007ef12ca6a441288f76eb88c5c3ed0,t0_5a_1p10_l2_long,L2_LONG_PULSE,BOUNDARY_FINE_25PS,STABLE_Q0,1.9349999999999996e-09,4.001e-09,4.002e-09,NOT_APPLICABLE,NEW_HSPICE_SCENARIO,,e2b1896da666e24ffcebb7aa113847478f1e0791ee6baa5b101a2284c932aade,cc2f158d433f534390f571b6ab36e3cae4212583d95797edb96ffc8dbf9f4570
t0__b1p1__L2__dv140p0__h3000p0__pm2400p0__85be86f24bfcd7d69ff1,1.1,L2,3,8,140.0,0.96,1.0,3000.0,1.0,-2400.0,0.96,3.921472114e-09,4.209358687e-09,4.200807039e-09,7.091226796e-09,287.8865729999994,279.334925,8.551647999999375,1.643086482e-07,1.03910706e-07,1.1,1.1,1.4937149836363635e-07,9.446427818181817e-08,0,stable_low,1,1.110820028125e-06,1,,PASS,/home/zhupl25/chiplet_side_channel/chiplet_gds_data/power_macro/delay_chain/ftc/runs/t0_transient_droop/r439/scenarios/t0__b1p1__L2__dv140p0__h3000p0__pm2400p0__85be86f24bfcd7d69ff1,287b2f91e3baf2d06fb248602bd4eb5832abf8a7bb7777f9aba610db4cbc712d,598cd1b1604d8ee7fee51d6e738e936e3007ef12ca6a441288f76eb88c5c3ed0,t0_5a_1p10_l2_long,L2_LONG_PULSE,BOUNDARY_FINE_25PS,STABLE_Q0,1.9100000000000002e-09,4.0010000000000006e-09,4.002000000000001e-09,NOT_APPLICABLE,NEW_HSPICE_SCENARIO,,c210a91406e18fae9f8065925400a162ab9c57e804e8cfdcdc315c77980b691b,287b2f91e3baf2d06fb248602bd4eb5832abf8a7bb7777f9aba610db4cbc712d
t0__b1p1__L2__dv140p0__h3000p0__pm2375p0__3baa51b651bc417e6970,1.1,L2,3,8,140.0,0.96,1.0,3000.0,1.0,-2375.0,0.96,3.896472112e-09,4.191114305e-09,4.181121904e-09,7.066007973e-09,294.6421930000002,284.6497920000002,9.992400999999973,1.915752476e-07,2.092573391e-07,1.1,1.1,1.74159316e-07,1.9023394463636364e-07,0,stable_low,1,2.4242559041666664e-06,1,,PASS,/home/zhupl25/chiplet_side_channel/chiplet_gds_data/power_macro/delay_chain/ftc/runs/t0_transient_droop/r440/scenarios/t0__b1p1__L2__dv140p0__h3000p0__pm2375p0__3baa51b651bc417e6970,1faa1ee7705cd8556a8ae270734b4ff5d349ebfa30eb45a69087e9557d8800ad,598cd1b1604d8ee7fee51d6e738e936e3007ef12ca6a441288f76eb88c5c3ed0,t0_5a_1p10_l2_long,L2_LONG_PULSE,BOUNDARY_FINE_25PS,STABLE_Q0,1.885e-09,4.0010000000000006e-09,4.002000000000001e-09,NOT_APPLICABLE,NEW_HSPICE_SCENARIO,,3b1fd8ebb55540f0d1398cfa519250cdcfd6cf3d1b861cee93978ff627e931f1,1faa1ee7705cd8556a8ae270734b4ff5d349ebfa30eb45a69087e9557d8800ad
t0__b1p1__L2__dv140p0__h3000p0__pm2350p0__3e4f9de9e39f3b8cae81,1.1,L2,3,8,140.0,0.96,1.0,3000.0,1.0,-2350.0,0.96,3.871472112e-09,4.172850981e-09,4.160700919e-09,7.040906896e-09,301.378869,289.2288070000005,12.150061999999537,-9.251366634e-07,-7.282549011e-07,1.1,1.1,-8.410333303636363e-07,-6.62049910090909e-07,0,stable_low,1,1.1167797604166668e-06,1,,PASS,/home/zhupl25/chiplet_side_channel/chiplet_gds_data/power_macro/delay_chain/ftc/runs/t0_transient_droop/r441/scenarios/t0__b1p1__L2__dv140p0__h3000p0__pm2350p0__3e4f9de9e39f3b8cae81,fb434005a01092f11a6744de88b0714c4c4a6c808de1acfd6371bb421712f059,598cd1b1604d8ee7fee51d6e738e936e3007ef12ca6a441288f76eb88c5c3ed0,t0_5a_1p10_l2_long,L2_LONG_PULSE,BOUNDARY_FINE_25PS,STABLE_Q0,1.86e-09,4.0010000000000006e-09,4.002000000000001e-09,NOT_APPLICABLE,NEW_HSPICE_SCENARIO,,6ace1913a37932853558d3f280880268671d42d64cd97c1a18c76a102d1d9461,fb434005a01092f11a6744de88b0714c4c4a6c808de1acfd6371bb421712f059
t0__b1p1__L2__dv140p0__h3000p0__pm2325p0__3c7a1fb64d3c8ad2f10f,1.1,L2,3,8,140.0,0.96,1.0,3000.0,1.0,-2325.0,0.96,3.846472112e-09,4.15473923e-09,4.138658201e-09,7.016066448e-09,308.26711799999947,292.18608900000004,16.081028999999432,5.616950655e-08,2.580675913e-08,1.1,1.1,5.106318777272727e-08,2.3460690118181817e-08,0,stable_low,1,1.2935917552083333e-06,1,,PASS,/home/zhupl25/chiplet_side_channel/chiplet_gds_data/power_macro/delay_chain/ftc/runs/t0_transient_droop/r442/scenarios/t0__b1p1__L2__dv140p0__h3000p0__pm2325p0__3c7a1fb64d3c8ad2f10f,c95ec576565bc803359edd2216da0f2a2995e3503b62298e61ced56306c1aca4,598cd1b1604d8ee7fee51d6e738e936e3007ef12ca6a441288f76eb88c5c3ed0,t0_5a_1p10_l2_long,L2_LONG_PULSE,BOUNDARY_FINE_25PS,STABLE_Q0,1.8350000000000002e-09,4.001e-09,4.002e-09,NOT_APPLICABLE,NEW_HSPICE_SCENARIO,,285ddd79b0c26d6164678256b7ed90cd45138ad3eb87188c0909c9def75eccdb,c95ec576565bc803359edd2216da0f2a2995e3503b62298e61ced56306c1aca4
t0__b1p1__L2__dv140p0__h3000p0__pm2300p0__1e80f3a1b690231f7717,1.1,L2,3,8,140.0,0.96,1.0,3000.0,1.0,-2300.0,0.96,3.821472114e-09,4.136506228e-09,4.114014762e-09,6.99079319e-09,315.0341139999996,292.54264800000004,22.491465999999548,1.0999996842,1.0999997491,1.1,1.1,0.9999997129090907,0.9999997719090908,1,stable_high,1,1.656986809375e-06,1,,PASS,/home/zhupl25/chiplet_side_channel/chiplet_gds_data/power_macro/delay_chain/ftc/runs/t0_transient_droop/r443/scenarios/t0__b1p1__L2__dv140p0__h3000p0__pm2300p0__1e80f3a1b690231f7717,f7b439f22be54933b3e49c764c24ccb2bb5c8342542720e3484dff390a3aa1c0,598cd1b1604d8ee7fee51d6e738e936e3007ef12ca6a441288f76eb88c5c3ed0,t0_5a_1p10_l2_long,L2_LONG_PULSE,BOUNDARY_FINE_25PS,CLEAN_Q1,1.81e-09,4.001e-09,4.002e-09,NOT_APPLICABLE,NEW_HSPICE_SCENARIO,,0ee9c9d6e496e15bad01247ea04de1148e07fcf23c412e8b26bfd24b305f0e2c,f7b439f22be54933b3e49c764c24ccb2bb5c8342542720e3484dff390a3aa1c0
t0__b1p1__L2__dv140p0__h3000p0__pm2275p0__0bacc70dbcaefdfd3c13,1.1,L2,3,8,140.0,0.96,1.0,3000.0,1.0,-2275.0,0.96,3.796472239e-09,4.118331013e-09,4.093882788e-09,6.965870757e-09,321.85877400000027,297.4105490000001,24.44822500000015,1.0999997235,1.0999996757,1.1,1.1,0.9999997486363637,0.999999705181818,1,stable_high,1,3.1687874958333336e-06,1,,PASS,/home/zhupl25/chiplet_side_channel/chiplet_gds_data/power_macro/delay_chain/ftc/runs/t0_transient_droop/r444/scenarios/t0__b1p1__L2__dv140p0__h3000p0__pm2275p0__0bacc70dbcaefdfd3c13,a624cbffeb7498767821c41f6bcf4c164955a7d757e17a5f21240f65d04df6f9,598cd1b1604d8ee7fee51d6e738e936e3007ef12ca6a441288f76eb88c5c3ed0,t0_5a_1p10_l2_long,L2_LONG_PULSE,BOUNDARY_FINE_25PS,CLEAN_Q1,1.7850000000000001e-09,4.0010000000000006e-09,4.002000000000001e-09,NOT_APPLICABLE,NEW_HSPICE_SCENARIO,,1ac5c820d97c29ac6b6d8b54beec3564483d226673f1645a47fc786b4298ddbe,a624cbffeb7498767821c41f6bcf4c164955a7d757e17a5f21240f65d04df6f9
t0__b1p1__L2__dv140p0__h3000p0__pm2250p0__58ff823fa8c6d5cc7bad,1.1,L2,3,8,140.0,0.96,1.0,3000.0,1.0,-2250.0,0.96,3.771473452e-09,4.100449056e-09,4.075543153e-09,6.940474623e-09,328.97560399999946,304.06970099999984,24.905902999999626,1.0999998563,1.0999997249,1.1,1.1,0.9999998693636363,0.9999997499090908,1,stable_high,1,2.5104577520833332e-06,1,,PASS,/home/zhupl25/chiplet_side_channel/chiplet_gds_data/power_macro/delay_chain/ftc/runs/t0_transient_droop/r434/scenarios/t0__b1p1__L2__dv140p0__h3000p0__pm2250p0__58ff823fa8c6d5cc7bad,9aa168b5b6c2538e5143dd9e74aff6b62e8966d10c0ca9e34b33aeb670ed215b,598cd1b1604d8ee7fee51d6e738e936e3007ef12ca6a441288f76eb88c5c3ed0,t0_5a_1p10_l2_long,L2_LONG_PULSE,LEFT_COARSE_EXTENSION,CLEAN_Q1,1.76e-09,4.0010000000000006e-09,4.002000000000001e-09,NOT_APPLICABLE,NEW_HSPICE_SCENARIO,,2babcd56c91daaf0d04bafca5b671f0aae67df0fc0f016d93365401377a21461,9aa168b5b6c2538e5143dd9e74aff6b62e8966d10c0ca9e34b33aeb670ed215b
