scenario_id,baseline_vdd_v,margin_level,M_det,F_det,DeltaV_mv,Vdroop_v,t_fall_ps,t_hold_ps,t_rise_ps,phase_ps,actual_min_vdd_v,t_xor_rise_s,t_xor_fall_s,t_ck_rise_s,t_ck_rise_2_s,W_xor_ps,D_ref_ps,R_ps,q_sample_1_v,q_sample_2_v,vdd_at_q_sample_1_v,vdd_at_q_sample_2_v,q_sample_1_ratio,q_sample_2_ratio,q_final,q_state,active_ck_edge_count,recovery_max_ratio,valid,reason,completion_status,scenario_path,deck_sha256,source_hash,scenario_key,scenario_family,scan_stage,t0_5_state,time_axis_shift_s,recovery_start_s,recovery_end_s,recovery_model_status,evidence_source,reuse_reason,electrical_projection_sha256,normalized_deck_sha256
t0__b0p95__L2__dv90p0__h1454p0__pm700p0__0b179fb0eb214e95b809,0.95,L2,5,6,90.0,0.86,1.0,1454.0,1.0,-700.0,0.86,2.154601582e-09,2.59681694e-09,2.576823871e-09,5.460895744e-09,442.21535800000026,422.22228900000016,19.993069000000105,8.639997413e-07,-3.468111501e-07,0.95,0.95,9.094734118947369e-07,-3.6506436852631576e-07,0,stable_low,1,2.6288259558139533e-06,1,,PASS,/home/zhupl25/chiplet_side_channel/chiplet_gds_data/power_macro/delay_chain/ftc/runs/t0_transient_droop/r371/scenarios/t0__b0p95__L2__dv90p0__h1454p0__pm700p0__0b179fb0eb214e95b809,1a22f7aa5d63f71ad9e364758daf1f490aa908a992391eaccc83421d7b7a5abf,598cd1b1604d8ee7fee51d6e738e936e3007ef12ca6a441288f76eb88c5c3ed0,t0_5a_0p95_l2_boundary,L2_BOUNDARY_MINIMUM,LEFT_COARSE_EXTENSION,STABLE_Q0,0.0,2.245e-09,2.246e-09,NOT_APPLICABLE,REUSED_RETAINED_MEASUREMENT,ELECTRICALLY_EQUIVALENT_SOURCE_HASH_DRIFT,cd993833721e6bf76b515a0fdcbfa780f54a1d5eaf711e7d90185cc923871624,1a22f7aa5d63f71ad9e364758daf1f490aa908a992391eaccc83421d7b7a5abf
t0__b0p95__L2__dv90p0__h1454p0__pm675p0__e8a0ff86d8419c8655f8,0.95,L2,5,6,90.0,0.86,1.0,1454.0,1.0,-675.0,0.86,2.155655547e-09,2.603325977e-09,2.582692562e-09,5.460623723e-09,447.67043,427.0370149999998,20.633415000000184,9.220109412e-07,-1.436169965e-07,0.95,0.95,9.705378328421054e-07,-1.511757857894737e-07,0,stable_low,1,3.5654361383720933e-06,1,,PASS,/home/zhupl25/chiplet_side_channel/chiplet_gds_data/power_macro/delay_chain/ftc/runs/t0_transient_droop/r375/scenarios/t0__b0p95__L2__dv90p0__h1454p0__pm675p0__e8a0ff86d8419c8655f8,59fc640b8f5cf168904f20a1634f8f02181737d09fc122f304787603169701ec,598cd1b1604d8ee7fee51d6e738e936e3007ef12ca6a441288f76eb88c5c3ed0,t0_5a_0p95_l2_boundary,L2_BOUNDARY_MINIMUM,BOUNDARY_FINE_25PS,STABLE_Q0,0.0,2.2700000000000002e-09,2.271e-09,NOT_APPLICABLE,REUSED_RETAINED_MEASUREMENT,ELECTRICALLY_EQUIVALENT_SOURCE_HASH_DRIFT,702d4ba29a22ace1f820c12128e32081c17971c6b6be2f048556e9b41155eb22,59fc640b8f5cf168904f20a1634f8f02181737d09fc122f304787603169701ec
t0__b0p95__L2__dv90p0__h1454p0__pm650p0__26906366625230268319,0.95,L2,5,6,90.0,0.86,1.0,1454.0,1.0,-650.0,0.86,2.155116796e-09,2.609592576e-09,2.586944531e-09,5.4607807e-09,454.4757800000001,431.8277350000001,22.648045000000025,1.087330259e-06,-6.642547945e-08,0.95,0.95,1.144558167368421e-06,-6.992155731578948e-08,0,stable_low,1,4.301286095348837e-06,1,,PASS,/home/zhupl25/chiplet_side_channel/chiplet_gds_data/power_macro/delay_chain/ftc/runs/t0_transient_droop/r376/scenarios/t0__b0p95__L2__dv90p0__h1454p0__pm650p0__26906366625230268319,53d9df5d938f39a2c31e4308f12bef34745c4a3bd9ba208fbb6f256ab2975780,598cd1b1604d8ee7fee51d6e738e936e3007ef12ca6a441288f76eb88c5c3ed0,t0_5a_0p95_l2_boundary,L2_BOUNDARY_MINIMUM,BOUNDARY_FINE_25PS,STABLE_Q0,0.0,2.295e-09,2.296e-09,NOT_APPLICABLE,REUSED_RETAINED_MEASUREMENT,ELECTRICALLY_EQUIVALENT_SOURCE_HASH_DRIFT,15d03953f03a459f955932b62f7f868d2e7449d47832e35d7158f10c55eb0db0,53d9df5d938f39a2c31e4308f12bef34745c4a3bd9ba208fbb6f256ab2975780
t0__b0p95__L2__dv90p0__h1454p0__pm625p0__adcfa23e0853d4502862,0.95,L2,5,6,90.0,0.86,1.0,1454.0,1.0,-625.0,0.86,2.155023705e-09,2.61626634e-09,2.592261476e-09,5.460524226e-09,461.2426349999998,437.23777099999995,24.004863999999827,6.176466838e-07,2.989656316e-07,0.95,0.95,6.50154404e-07,3.147006648421053e-07,0,stable_low,1,1.4002699360465118e-06,1,,PASS,/home/zhupl25/chiplet_side_channel/chiplet_gds_data/power_macro/delay_chain/ftc/runs/t0_transient_droop/r377/scenarios/t0__b0p95__L2__dv90p0__h1454p0__pm625p0__adcfa23e0853d4502862,9dfd5024fe358b7eacc0326caac2ca79cecfd4d70a0c86789eec5c09c05b1fce,598cd1b1604d8ee7fee51d6e738e936e3007ef12ca6a441288f76eb88c5c3ed0,t0_5a_0p95_l2_boundary,L2_BOUNDARY_MINIMUM,BOUNDARY_FINE_25PS,STABLE_Q0,0.0,2.3200000000000003e-09,2.321e-09,NOT_APPLICABLE,REUSED_RETAINED_MEASUREMENT,ELECTRICALLY_EQUIVALENT_SOURCE_HASH_DRIFT,18d6a1a78e987d3360102c8f55346c116330e17267f20356381bd34fe358cea8,9dfd5024fe358b7eacc0326caac2ca79cecfd4d70a0c86789eec5c09c05b1fce
t0__b0p95__L2__dv90p0__h1454p0__pm600p0__538fc05852d232495e3c,0.95,L2,5,6,90.0,0.86,1.0,1454.0,1.0,-600.0,0.86,2.15500859e-09,2.622450282e-09,2.597508911e-09,5.460623643e-09,467.44169199999993,442.500321,24.941370999999947,1.057779914e-06,-8.525203341e-08,0.95,0.95,1.1134525410526318e-06,-8.97389825368421e-08,0,stable_low,1,3.565277484883721e-06,1,,PASS,/home/zhupl25/chiplet_side_channel/chiplet_gds_data/power_macro/delay_chain/ftc/runs/t0_transient_droop/r378/scenarios/t0__b0p95__L2__dv90p0__h1454p0__pm600p0__538fc05852d232495e3c,ae24bfd688e30976382e46a03e13f1f228042b9cf7613ad5af399eeb98b2d7f4,598cd1b1604d8ee7fee51d6e738e936e3007ef12ca6a441288f76eb88c5c3ed0,t0_5a_0p95_l2_boundary,L2_BOUNDARY_MINIMUM,BOUNDARY_FINE_25PS,STABLE_Q0,0.0,2.345e-09,2.346e-09,NOT_APPLICABLE,REUSED_RETAINED_MEASUREMENT,ELECTRICALLY_EQUIVALENT_SOURCE_HASH_DRIFT,897f5bb398582b4be23412316965eb9666286a64834629c82573f8fa43e60def,ae24bfd688e30976382e46a03e13f1f228042b9cf7613ad5af399eeb98b2d7f4
t0__b0p95__L2__dv90p0__h1454p0__pm575p0__aa149165f9e8051bb01d,0.95,L2,5,6,90.0,0.86,1.0,1454.0,1.0,-575.0,0.86,2.154965375e-09,2.629334687e-09,2.602758823e-09,5.460690093e-09,474.3693120000002,447.7934480000001,26.57586400000008,-2.423837435e-07,3.359763856e-07,0.95,0.95,-2.5514078263157897e-07,3.5365935326315793e-07,0,stable_low,1,1.9333397674418604e-06,1,,PASS,/home/zhupl25/chiplet_side_channel/chiplet_gds_data/power_macro/delay_chain/ftc/runs/t0_transient_droop/r379/scenarios/t0__b0p95__L2__dv90p0__h1454p0__pm575p0__aa149165f9e8051bb01d,ffa443fe87a10c3ae881624f41489332da4c9c0ad9bb8cbb8b38c0f6bbfb72c6,598cd1b1604d8ee7fee51d6e738e936e3007ef12ca6a441288f76eb88c5c3ed0,t0_5a_0p95_l2_boundary,L2_BOUNDARY_MINIMUM,BOUNDARY_FINE_25PS,STABLE_Q0,0.0,2.37e-09,2.3709999999999998e-09,NOT_APPLICABLE,REUSED_RETAINED_MEASUREMENT,ELECTRICALLY_EQUIVALENT_SOURCE_HASH_DRIFT,0adee6cb4f9e893ee0af0d45901587e5b10e4fdfb173affccb4c4ab72176693e,ffa443fe87a10c3ae881624f41489332da4c9c0ad9bb8cbb8b38c0f6bbfb72c6
t0__b0p95__L2__dv90p0__h1454p0__pm550p0__75bdebab14c40f0d890c,0.95,L2,5,6,90.0,0.86,1.0,1454.0,1.0,-550.0,0.86,2.155008618e-09,2.635417327e-09,2.607854644e-09,5.460623693e-09,480.4087089999997,452.8460259999999,27.562682999999822,1.562469709e-07,1.490690444e-07,0.95,0.95,1.6447049568421052e-07,1.5691478357894737e-07,0,stable_low,1,3.5652841186046513e-06,1,,PASS,/home/zhupl25/chiplet_side_channel/chiplet_gds_data/power_macro/delay_chain/ftc/runs/t0_transient_droop/r380/scenarios/t0__b0p95__L2__dv90p0__h1454p0__pm550p0__75bdebab14c40f0d890c,6d0205ca9a3246ac1fbc3f2140659de6177ee78a89eeab3050ce2a5b616541a1,598cd1b1604d8ee7fee51d6e738e936e3007ef12ca6a441288f76eb88c5c3ed0,t0_5a_0p95_l2_boundary,L2_BOUNDARY_MINIMUM,BOUNDARY_FINE_25PS,STABLE_Q0,0.0,2.395e-09,2.396e-09,NOT_APPLICABLE,REUSED_RETAINED_MEASUREMENT,ELECTRICALLY_EQUIVALENT_SOURCE_HASH_DRIFT,33b4e1f0b3169899eb283ef88fa7a05bcfe6fb49f7426fc0ff11b7c7b74e9c31,6d0205ca9a3246ac1fbc3f2140659de6177ee78a89eeab3050ce2a5b616541a1
t0__b0p95__L2__dv90p0__h1454p0__pm525p0__ead06defed8606fd1dc6,0.95,L2,5,6,90.0,0.86,1.0,1454.0,1.0,-525.0,0.86,2.155119426e-09,2.641822827e-09,2.612754112e-09,5.461111242e-09,486.703401,457.63468600000004,29.06871499999994,7.749431387e-07,1.929279615e-07,0.95,0.95,8.157296196842105e-07,2.0308206473684213e-07,0,stable_low,1,3.840045996511628e-06,1,,PASS,/home/zhupl25/chiplet_side_channel/chiplet_gds_data/power_macro/delay_chain/ftc/runs/t0_transient_droop/r381/scenarios/t0__b0p95__L2__dv90p0__h1454p0__pm525p0__ead06defed8606fd1dc6,aabf6685c725fec8271d7a2dda2fbd59b307962b7f8477ff51285a7805e224ba,598cd1b1604d8ee7fee51d6e738e936e3007ef12ca6a441288f76eb88c5c3ed0,t0_5a_0p95_l2_boundary,L2_BOUNDARY_MINIMUM,BOUNDARY_FINE_25PS,STABLE_Q0,0.0,2.4200000000000003e-09,2.4210000000000002e-09,NOT_APPLICABLE,REUSED_RETAINED_MEASUREMENT,ELECTRICALLY_EQUIVALENT_SOURCE_HASH_DRIFT,b21b044253a666cafde9ca471dbe86ed5c9561b58e72ef5adaee5013f4875e34,aabf6685c725fec8271d7a2dda2fbd59b307962b7f8477ff51285a7805e224ba
t0__b0p95__L2__dv90p0__h1454p0__pm500p0__95c61b265f146cc0edb0,0.95,L2,5,6,90.0,0.86,1.0,1454.0,1.0,-500.0,0.86,2.154895113e-09,2.648333359e-09,2.616903348e-09,5.460684286e-09,493.438246,462.00823499999984,31.43001100000015,1.817520409e-06,-8.262968667e-07,0.95,0.95,1.9131793778947368e-06,-8.697861754736843e-07,0,stable_low,1,3.916891675581395e-06,1,,PASS,/home/zhupl25/chiplet_side_channel/chiplet_gds_data/power_macro/delay_chain/ftc/runs/t0_transient_droop/r382/scenarios/t0__b0p95__L2__dv90p0__h1454p0__pm500p0__95c61b265f146cc0edb0,a7d99c016a1c6645cf33fe945e952aa3e18e83c8f8a9a04d3e9165f07ededee1,598cd1b1604d8ee7fee51d6e738e936e3007ef12ca6a441288f76eb88c5c3ed0,t0_5a_0p95_l2_boundary,L2_BOUNDARY_MINIMUM,BOUNDARY_FINE_25PS,STABLE_Q0,0.0,2.445e-09,2.446e-09,NOT_APPLICABLE,REUSED_RETAINED_MEASUREMENT,ELECTRICALLY_EQUIVALENT_SOURCE_HASH_DRIFT,c9af6eaabc79171ef304ebeeafabecf4d9b8f191e724eed8d3ad03aa869456d9,a7d99c016a1c6645cf33fe945e952aa3e18e83c8f8a9a04d3e9165f07ededee1
t0__b0p95__L2__dv90p0__h1454p0__pm475p0__ddb28ed842330c2b2178,0.95,L2,5,6,90.0,0.86,1.0,1454.0,1.0,-475.0,0.86,2.155156244e-09,2.654509101e-09,2.620578508e-09,5.460504849e-09,499.35285700000026,465.42226400000015,33.9305930000001,-1.430970994e-07,-8.841634798e-08,0.95,0.95,-1.5062852568421052e-07,-9.306983997894737e-08,0,stable_low,1,2.157663706976744e-06,1,,PASS,/home/zhupl25/chiplet_side_channel/chiplet_gds_data/power_macro/delay_chain/ftc/runs/t0_transient_droop/r383/scenarios/t0__b0p95__L2__dv90p0__h1454p0__pm475p0__ddb28ed842330c2b2178,0970a982f2f4408398151e4a0427254eed2b7ea8c7516569be99160aaf9832c1,598cd1b1604d8ee7fee51d6e738e936e3007ef12ca6a441288f76eb88c5c3ed0,t0_5a_0p95_l2_boundary,L2_BOUNDARY_MINIMUM,BOUNDARY_FINE_25PS,STABLE_Q0,0.0,2.47e-09,2.471e-09,NOT_APPLICABLE,REUSED_RETAINED_MEASUREMENT,ELECTRICALLY_EQUIVALENT_SOURCE_HASH_DRIFT,204788b22ff8e1651f7a0e87cbcdc7fca578a6ab21d0406104dfbd407bb0400f,0970a982f2f4408398151e4a0427254eed2b7ea8c7516569be99160aaf9832c1
t0__b0p95__L2__dv90p0__h1454p0__pm450p0__58461561561c3bc53bec,0.95,L2,5,6,90.0,0.86,1.0,1454.0,1.0,-450.0,0.86,2.155723223e-09,2.661491545e-09,2.622752824e-09,5.461230971e-09,505.76832199999984,467.02960100000024,38.7387209999996,0.9499997185,0.9499996912,0.95,0.95,0.9999997036842105,0.9999996749473685,1,stable_high,1,1.6804627802325581e-06,1,,PASS,/home/zhupl25/chiplet_side_channel/chiplet_gds_data/power_macro/delay_chain/ftc/runs/t0_transient_droop/r189/scenarios/t0__b0p95__L2__dv90p0__h1454p0__pm450p0__58461561561c3bc53bec,21a9ec93ca5aba93c53be7fe93a4708d94c7f53607053e7d38ebd4e16a6420c9,598cd1b1604d8ee7fee51d6e738e936e3007ef12ca6a441288f76eb88c5c3ed0,t0_5a_0p95_l2_boundary,L2_BOUNDARY_MINIMUM,REPRESENTATIVE_PHASE_SEED,CLEAN_Q1,0.0,2.495e-09,2.496e-09,NOT_APPLICABLE,REUSED_RETAINED_MEASUREMENT,ELECTRICALLY_EQUIVALENT_SOURCE_HASH_DRIFT,99e59376aa97b6085f983e5a00a6dca52afdebe71a08392ca17ce52bf634f350,21a9ec93ca5aba93c53be7fe93a4708d94c7f53607053e7d38ebd4e16a6420c9
t0__b0p95__L2__dv90p0__h1454p0__pm200p0__c4fec4fe1774250f8121,0.95,L2,5,6,90.0,0.86,1.0,1454.0,1.0,-200.0,0.86,2.154752499e-09,2.719825307e-09,2.64994718e-09,5.460819218e-09,565.072808,495.1946810000001,69.87812699999989,0.949999692,0.9499996829,0.95,0.95,0.9999996757894737,0.9999996662105264,1,stable_high,1,1.154121274767442e-06,1,,PASS,/home/zhupl25/chiplet_side_channel/chiplet_gds_data/power_macro/delay_chain/ftc/runs/t0_transient_droop/r372/scenarios/t0__b0p95__L2__dv90p0__h1454p0__pm200p0__c4fec4fe1774250f8121,ca87d1ec4a9ed1d5ed424a83960edc5cac5db8af65cbafb25a426432d53b5a03,598cd1b1604d8ee7fee51d6e738e936e3007ef12ca6a441288f76eb88c5c3ed0,t0_5a_0p95_l2_boundary,L2_BOUNDARY_MINIMUM,RIGHT_COARSE_EXTENSION,CLEAN_Q1,0.0,2.745e-09,2.746e-09,NOT_APPLICABLE,REUSED_RETAINED_MEASUREMENT,ELECTRICALLY_EQUIVALENT_SOURCE_HASH_DRIFT,abc8ba169c1239c154a1bb6fb09413e03cc42e7abd15ea5d7ed78c1da8f35c59,ca87d1ec4a9ed1d5ed424a83960edc5cac5db8af65cbafb25a426432d53b5a03
t0__b0p95__L2__dv90p0__h1454p0__p50p0__35280a0900d34fbc44f7,0.95,L2,5,6,90.0,0.86,1.0,1454.0,1.0,50.0,0.86,2.143306363e-09,2.703073893e-09,2.63876005e-09,5.46071314e-09,559.76753,495.45368700000006,64.3138429999999,0.9499996945,0.9499996609,0.95,0.95,0.9999996784210526,0.9999996430526316,1,stable_high,1,2.962362248837209e-06,1,,PASS,/home/zhupl25/chiplet_side_channel/chiplet_gds_data/power_macro/delay_chain/ftc/runs/t0_transient_droop/r373/scenarios/t0__b0p95__L2__dv90p0__h1454p0__p50p0__35280a0900d34fbc44f7,9a803c379e59ad6f863d5f0aaf7464cb33d947f6f42de6accb88baea75e3d724,598cd1b1604d8ee7fee51d6e738e936e3007ef12ca6a441288f76eb88c5c3ed0,t0_5a_0p95_l2_boundary,L2_BOUNDARY_MINIMUM,RIGHT_COARSE_EXTENSION,CLEAN_Q1,0.0,2.995e-09,2.996e-09,NOT_APPLICABLE,REUSED_RETAINED_MEASUREMENT,ELECTRICALLY_EQUIVALENT_SOURCE_HASH_DRIFT,0c82cb94710f2d77277b42c7a3400101aa67bb98bf5eca079cff4fa1ae28fcda,9a803c379e59ad6f863d5f0aaf7464cb33d947f6f42de6accb88baea75e3d724
t0__b0p95__L2__dv90p0__h1454p0__p75p0__638e1808df434c9edf4b,0.95,L2,5,6,90.0,0.86,1.0,1454.0,1.0,75.0,0.86,2.137359084e-09,2.694271411e-09,2.632410795e-09,5.460686175e-09,556.9123270000001,495.05171099999995,61.860616000000164,0.9499994724,0.9499999121,0.95,0.95,0.9999994446315791,0.9999999074736843,1,stable_high,1,2.0560255058139537e-06,1,,PASS,/home/zhupl25/chiplet_side_channel/chiplet_gds_data/power_macro/delay_chain/ftc/runs/t0_transient_droop/r384/scenarios/t0__b0p95__L2__dv90p0__h1454p0__p75p0__638e1808df434c9edf4b,c811f3b8da745c7c009502f08445ad2bd91daa0c34f64eb8de771c0f1b81bbec,598cd1b1604d8ee7fee51d6e738e936e3007ef12ca6a441288f76eb88c5c3ed0,t0_5a_0p95_l2_boundary,L2_BOUNDARY_MINIMUM,BOUNDARY_FINE_25PS,CLEAN_Q1,0.0,3.02e-09,3.021e-09,NOT_APPLICABLE,REUSED_RETAINED_MEASUREMENT,ELECTRICALLY_EQUIVALENT_SOURCE_HASH_DRIFT,7661c19a4e002d40c8f2ae286790fd4d7c818700203209a92a750d9d1f6614a9,c811f3b8da745c7c009502f08445ad2bd91daa0c34f64eb8de771c0f1b81bbec
t0__b0p95__L2__dv90p0__h1454p0__p100p0__d9e696e7d8e9ef6c83e5,0.95,L2,5,6,90.0,0.86,1.0,1454.0,1.0,100.0,0.86,2.131390903e-09,2.68532819e-09,2.626737292e-09,5.460568502e-09,553.937287,495.34638900000004,58.590897999999925,-1.211742385e-06,5.131996604e-07,0.95,0.95,-1.2755183000000002e-06,5.402101688421053e-07,0,stable_low,1,1.8892380593023257e-06,1,,PASS,/home/zhupl25/chiplet_side_channel/chiplet_gds_data/power_macro/delay_chain/ftc/runs/t0_transient_droop/r385/scenarios/t0__b0p95__L2__dv90p0__h1454p0__p100p0__d9e696e7d8e9ef6c83e5,85164f16a1bc824b025a83a62c7a9cc2ee58ffb530addae33d1daa50be82291d,598cd1b1604d8ee7fee51d6e738e936e3007ef12ca6a441288f76eb88c5c3ed0,t0_5a_0p95_l2_boundary,L2_BOUNDARY_MINIMUM,BOUNDARY_FINE_25PS,STABLE_Q0,0.0,3.045e-09,3.046e-09,NOT_APPLICABLE,REUSED_RETAINED_MEASUREMENT,ELECTRICALLY_EQUIVALENT_SOURCE_HASH_DRIFT,3abe5236c0d77b5923056b85a8ee5931787b8539a3f674e28409bfac580effd3,85164f16a1bc824b025a83a62c7a9cc2ee58ffb530addae33d1daa50be82291d
t0__b0p95__L2__dv90p0__h1454p0__p125p0__08a75eb96265e48f455f,0.95,L2,5,6,90.0,0.86,1.0,1454.0,1.0,125.0,0.86,2.125173912e-09,2.677467691e-09,2.620969468e-09,5.460329223e-09,552.2937789999997,495.79555599999975,56.498222999999996,-3.018294667e-07,-3.15732013e-07,0.95,0.95,-3.177152281052632e-07,-3.3234948736842103e-07,0,stable_low,1,1.2118558604651163e-06,1,,PASS,/home/zhupl25/chiplet_side_channel/chiplet_gds_data/power_macro/delay_chain/ftc/runs/t0_transient_droop/r386/scenarios/t0__b0p95__L2__dv90p0__h1454p0__p125p0__08a75eb96265e48f455f,095639c3f3fc456b03354665b72114b34b65e73ddfafae8e3f33a8b9ba5282bc,598cd1b1604d8ee7fee51d6e738e936e3007ef12ca6a441288f76eb88c5c3ed0,t0_5a_0p95_l2_boundary,L2_BOUNDARY_MINIMUM,BOUNDARY_FINE_25PS,STABLE_Q0,0.0,3.0700000000000004e-09,3.0710000000000003e-09,NOT_APPLICABLE,REUSED_RETAINED_MEASUREMENT,ELECTRICALLY_EQUIVALENT_SOURCE_HASH_DRIFT,2a8ee4438603cceb2754dd9b3bd967dd2072635cd1e00495e9f951128be8daf3,095639c3f3fc456b03354665b72114b34b65e73ddfafae8e3f33a8b9ba5282bc
t0__b0p95__L2__dv90p0__h1454p0__p150p0__d3ae5cf5ef13637d5413,0.95,L2,5,6,90.0,0.86,1.0,1454.0,1.0,150.0,0.86,2.119362111e-09,2.669062741e-09,2.614702496e-09,5.46052253e-09,549.7006299999999,495.340385,54.36024499999991,1.362816382e-07,-1.836682739e-07,0.95,0.95,1.43454356e-07,-1.9333502515789474e-07,0,stable_low,1,3.873188408139535e-06,1,,PASS,/home/zhupl25/chiplet_side_channel/chiplet_gds_data/power_macro/delay_chain/ftc/runs/t0_transient_droop/r387/scenarios/t0__b0p95__L2__dv90p0__h1454p0__p150p0__d3ae5cf5ef13637d5413,168e2984d07e3e4b0cde206001e3f85f366e9e8f6b9a35e81f15e9115c015e29,598cd1b1604d8ee7fee51d6e738e936e3007ef12ca6a441288f76eb88c5c3ed0,t0_5a_0p95_l2_boundary,L2_BOUNDARY_MINIMUM,BOUNDARY_FINE_25PS,STABLE_Q0,0.0,3.095e-09,3.096e-09,NOT_APPLICABLE,REUSED_RETAINED_MEASUREMENT,ELECTRICALLY_EQUIVALENT_SOURCE_HASH_DRIFT,a4d0c2b6124a2a3ea2dc8238c3fa1cfbdab7cda6b6768861ae3ffa91c492b6d8,168e2984d07e3e4b0cde206001e3f85f366e9e8f6b9a35e81f15e9115c015e29
t0__b0p95__L2__dv90p0__h1454p0__p175p0__0d98d6eb71382c720fc8,0.95,L2,5,6,90.0,0.86,1.0,1454.0,1.0,175.0,0.86,2.113009305e-09,2.660774348e-09,2.608501987e-09,5.460590996e-09,547.7650429999999,495.4926820000002,52.272360999999705,5.797684049e-07,-1.308718475e-07,0.95,0.95,6.102825314736843e-07,-1.3775983947368423e-07,0,stable_low,1,2.7129929627906974e-06,1,,PASS,/home/zhupl25/chiplet_side_channel/chiplet_gds_data/power_macro/delay_chain/ftc/runs/t0_transient_droop/r388/scenarios/t0__b0p95__L2__dv90p0__h1454p0__p175p0__0d98d6eb71382c720fc8,3971bf288c64b41c5e6a31dc19fae376d555dd2bcc56ae881b27fc4d2b50a3bf,598cd1b1604d8ee7fee51d6e738e936e3007ef12ca6a441288f76eb88c5c3ed0,t0_5a_0p95_l2_boundary,L2_BOUNDARY_MINIMUM,BOUNDARY_FINE_25PS,STABLE_Q0,0.0,3.12e-09,3.121e-09,NOT_APPLICABLE,REUSED_RETAINED_MEASUREMENT,ELECTRICALLY_EQUIVALENT_SOURCE_HASH_DRIFT,0bed9cd2b37930bb0a8ed6d8c13dea29302da960a7268d62194c37e5d7227d31,3971bf288c64b41c5e6a31dc19fae376d555dd2bcc56ae881b27fc4d2b50a3bf
t0__b0p95__L2__dv90p0__h1454p0__p200p0__25c4f46389029703b102,0.95,L2,5,6,90.0,0.86,1.0,1454.0,1.0,200.0,0.86,2.107172724e-09,2.651467875e-09,2.602804063e-09,5.460797909e-09,544.2951509999997,495.6313389999999,48.66381199999978,-2.35091168e-06,-2.13217689e-06,0.95,0.95,-2.4746438736842106e-06,-2.2443967263157894e-06,0,stable_low,1,1.1854105209302327e-06,1,,PASS,/home/zhupl25/chiplet_side_channel/chiplet_gds_data/power_macro/delay_chain/ftc/runs/t0_transient_droop/r389/scenarios/t0__b0p95__L2__dv90p0__h1454p0__p200p0__25c4f46389029703b102,e68d57ec97298c45ac1b83e4807d8a38b9c1fcdd5addaf7b82061eb3e89ca03a,598cd1b1604d8ee7fee51d6e738e936e3007ef12ca6a441288f76eb88c5c3ed0,t0_5a_0p95_l2_boundary,L2_BOUNDARY_MINIMUM,BOUNDARY_FINE_25PS,STABLE_Q0,0.0,3.145e-09,3.146e-09,NOT_APPLICABLE,REUSED_RETAINED_MEASUREMENT,ELECTRICALLY_EQUIVALENT_SOURCE_HASH_DRIFT,9d170d11706d438f210d63f55f90820f33af5c8faafd140afe6dec3681770eb0,e68d57ec97298c45ac1b83e4807d8a38b9c1fcdd5addaf7b82061eb3e89ca03a
t0__b0p95__L2__dv90p0__h1454p0__p225p0__9092185d6ce72f2dff1e,0.95,L2,5,6,90.0,0.86,1.0,1454.0,1.0,225.0,0.86,2.1010817e-09,2.642857447e-09,2.596613277e-09,5.460981749e-09,541.775747,495.5315769999998,46.244170000000224,-9.071907803e-07,-9.021430487e-07,0.95,0.95,-9.549376634736842e-07,-9.496242617894737e-07,0,stable_low,1,1.4041671837209302e-06,1,,PASS,/home/zhupl25/chiplet_side_channel/chiplet_gds_data/power_macro/delay_chain/ftc/runs/t0_transient_droop/r390/scenarios/t0__b0p95__L2__dv90p0__h1454p0__p225p0__9092185d6ce72f2dff1e,156fd44820551de55cdae245934067d115074d5b3db037b1207d306b314a4266,598cd1b1604d8ee7fee51d6e738e936e3007ef12ca6a441288f76eb88c5c3ed0,t0_5a_0p95_l2_boundary,L2_BOUNDARY_MINIMUM,BOUNDARY_FINE_25PS,STABLE_Q0,0.0,3.17e-09,3.171e-09,NOT_APPLICABLE,REUSED_RETAINED_MEASUREMENT,ELECTRICALLY_EQUIVALENT_SOURCE_HASH_DRIFT,16e01d4fad21ff99c2d79600a524c6ae60f2a314dba9e5a5d61b92397b2abc7e,156fd44820551de55cdae245934067d115074d5b3db037b1207d306b314a4266
t0__b0p95__L2__dv90p0__h1454p0__p250p0__460ad3de6ab93db8415f,0.95,L2,5,6,90.0,0.86,1.0,1454.0,1.0,250.0,0.86,2.095160395e-09,2.633665018e-09,2.590449991e-09,5.460328655e-09,538.504623,495.28959600000036,43.21502699999968,-5.63150848e-07,-3.993480533e-07,0.95,0.95,-5.927903663157895e-07,-4.2036637189473685e-07,0,stable_low,1,1.2628177232558141e-06,1,,PASS,/home/zhupl25/chiplet_side_channel/chiplet_gds_data/power_macro/delay_chain/ftc/runs/t0_transient_droop/r391/scenarios/t0__b0p95__L2__dv90p0__h1454p0__p250p0__460ad3de6ab93db8415f,bc931ac33308c085cabe8ce069409e68ea24b409937f3fbec1a762a7d5f1939d,598cd1b1604d8ee7fee51d6e738e936e3007ef12ca6a441288f76eb88c5c3ed0,t0_5a_0p95_l2_boundary,L2_BOUNDARY_MINIMUM,BOUNDARY_FINE_25PS,STABLE_Q0,0.0,3.195e-09,3.1959999999999997e-09,NOT_APPLICABLE,REUSED_RETAINED_MEASUREMENT,ELECTRICALLY_EQUIVALENT_SOURCE_HASH_DRIFT,80cb94aec935cafb82de162cc8be9b4184344d8af5a872a76bfeed5488febf04,bc931ac33308c085cabe8ce069409e68ea24b409937f3fbec1a762a7d5f1939d
